Empresa,Unidad,Anio,Produccion
Candelaria,Miles TM,1984,0.0
Mantos Copper,Miles TM,1984,39.3
Zaldívar,Miles TM,1984,0.0
Cerro Colorado,Miles TM,1984,0.0
Centinela (Oxidos),Miles TM,1984,0.0
Quebrada Blanca,Miles TM,1984,0.0
Lomas Bayas,Miles TM,1984,0.0
Michilla,Miles TM,1984,0.0
Spence,Miles TM,1984,0.0
Centinela (Súlfuros),Miles TM,1984,0.0
Caserones,Miles TM,1984,0.0
Sierra Gorda,Miles TM,1984,0.0
Antucoya,Miles TM,1984,0.0
Andacollo,Miles TM,1984,0.0
Punta del Cobre,Miles TM,1984,0.0
Las Cenizas,Miles TM,1984,0.0
Chuquicamata,Miles TM,1985,549.1
Radomiro Tomic,Miles TM,1985,0.0
Ministro Hales,Miles TM,1985,0.0
Salvador,Miles TM,1985,95.1
Andina,Miles TM,1985,113.4
El Teniente,Miles TM,1985,319.1
Gaby,Miles TM,1985,0.0
Escondida,Miles TM,1985,0.0
Collahuasi,Miles TM,1985,0.0
Los Pelambres,Miles TM,1985,0.0
Anglo American Sur,Miles TM,1985,77.4
El Abra,Miles TM,1985,0.0
Candelaria,Miles TM,1985,0.0
Mantos Copper,Miles TM,1985,56.8
Zaldívar,Miles TM,1985,0.0
Cerro Colorado,Miles TM,1985,0.0
Centinela (Oxidos),Miles TM,1985,0.0
Quebrada Blanca,Miles TM,1985,0.0
Lomas Bayas,Miles TM,1985,0.0
Michilla,Miles TM,1985,0.0
Spence,Miles TM,1985,0.0
Centinela (Súlfuros),Miles TM,1985,0.0
Caserones,Miles TM,1985,0.0
Sierra Gorda,Miles TM,1985,0.0
Antucoya,Miles TM,1985,0.0
Andacollo,Miles TM,1985,0.0
Punta del Cobre,Miles TM,1985,0.0
Las Cenizas,Miles TM,1985,0.0
Chuquicamata,Miles TM,1986,515.8
Radomiro Tomic,Miles TM,1986,0.0
Ministro Hales,Miles TM,1986,0.0
Salvador,Miles TM,1986,102.8
Andina,Miles TM,1986,118.1
El Teniente,Miles TM,1986,365.3
Gaby,Miles TM,1986,0.0
Escondida,Miles TM,1986,0.0
Collahuasi,Miles TM,1986,0.0
Los Pelambres,Miles TM,1986,0.0
Anglo American Sur,Miles TM,1986,68.0
El Abra,Miles TM,1986,0.0
Candelaria,Miles TM,1986,0.0
Mantos Copper,Miles TM,1986,57.3
Zaldívar,Miles TM,1986,0.0
Cerro Colorado,Miles TM,1986,0.0
Centinela (Oxidos),Miles TM,1986,0.0
Quebrada Blanca,Miles TM,1986,0.0
Lomas Bayas,Miles TM,1986,0.0
Michilla,Miles TM,1986,0.0
Spence,Miles TM,1986,0.0
Centinela (Súlfuros),Miles TM,1986,0.0
Caserones,Miles TM,1986,0.0
Sierra Gorda,Miles TM,1986,0.0
Antucoya,Miles TM,1986,0.0
Andacollo,Miles TM,1986,0.0
Punta del Cobre,Miles TM,1986,0.0
Las Cenizas,Miles TM,1986,0.0
Chuquicamata,Miles TM,1987,502.9
Radomiro Tomic,Miles TM,1987,0.0
Ministro Hales,Miles TM,1987,0.0
Salvador,Miles TM,1987,97.1
Andina,Miles TM,1987,121.6
El Teniente,Miles TM,1987,369.0
Gaby,Miles TM,1987,0.0
Escondida,Miles TM,1987,0.0
Collahuasi,Miles TM,1987,0.0
Los Pelambres,Miles TM,1987,0.0
Anglo American Sur,Miles TM,1987,92.7
El Abra,Miles TM,1987,0.0
Candelaria,Miles TM,1987,0.0
Mantos Copper,Miles TM,1987,85.7
Zaldívar,Miles TM,1987,0.0
Cerro Colorado,Miles TM,1987,0.0
Centinela (Oxidos),Miles TM,1987,0.0
Quebrada Blanca,Miles TM,1987,0.0
Lomas Bayas,Miles TM,1987,0.0
Michilla,Miles TM,1987,0.0
Spence,Miles TM,1987,0.0
Centinela (Súlfuros),Miles TM,1987,0.0
Caserones,Miles TM,1987,0.0
Sierra Gorda,Miles TM,1987,0.0
Antucoya,Miles TM,1987,0.0
Andacollo,Miles TM,1987,0.0
Punta del Cobre,Miles TM,1987,0.0
Las Cenizas,Miles TM,1987,0.0
Chuquicamata,Miles TM,1988,519.0
Radomiro Tomic,Miles TM,1988,0.0
Ministro Hales,Miles TM,1988,0.0
Salvador,Miles TM,1988,86.3
Andina,Miles TM,1988,131.7
El Teniente,Miles TM,1988,354.1
Gaby,Miles TM,1988,0.0
Escondida,Miles TM,1988,0.0
Collahuasi,Miles TM,1988,0.0
Los Pelambres,Miles TM,1988,0.0
Anglo American Sur,Miles TM,1988,125.2
El Abra,Miles TM,1988,0.0
Candelaria,Miles TM,1988,0.0
Mantos Copper,Miles TM,1988,79.0
Zaldívar,Miles TM,1988,0.0
Cerro Colorado,Miles TM,1988,0.0
Centinela (Oxidos),Miles TM,1988,0.0
Quebrada Blanca,Miles TM,1988,0.0
Lomas Bayas,Miles TM,1988,0.0
Michilla,Miles TM,1988,0.0
Spence,Miles TM,1988,0.0
Centinela (Súlfuros),Miles TM,1988,0.0
Caserones,Miles TM,1988,0.0
Sierra Gorda,Miles TM,1988,0.0
Antucoya,Miles TM,1988,0.0
Andacollo,Miles TM,1988,0.0
Punta del Cobre,Miles TM,1988,0.0
Las Cenizas,Miles TM,1988,0.0
Chuquicamata,Miles TM,1989,660.4
Radomiro Tomic,Miles TM,1989,0.0
Ministro Hales,Miles TM,1989,0.0
Salvador,Miles TM,1989,129.9
Andina,Miles TM,1989,124.3
El Teniente,Miles TM,1989,328.5
Gaby,Miles TM,1989,0.0
Escondida,Miles TM,1989,0.0
Collahuasi,Miles TM,1989,0.0
Los Pelambres,Miles TM,1989,0.0
Anglo American Sur,Miles TM,1989,112.3
El Abra,Miles TM,1989,0.0
Candelaria,Miles TM,1989,0.0
Mantos Copper,Miles TM,1989,74.5
Zaldívar,Miles TM,1989,0.0
Cerro Colorado,Miles TM,1989,0.0
Centinela (Oxidos),Miles TM,1989,0.0
Quebrada Blanca,Miles TM,1989,0.0
Lomas Bayas,Miles TM,1989,0.0
Michilla,Miles TM,1989,0.0
Spence,Miles TM,1989,0.0
Centinela (Súlfuros),Miles TM,1989,0.0
Caserones,Miles TM,1989,0.0
Sierra Gorda,Miles TM,1989,0.0
Antucoya,Miles TM,1989,0.0
Andacollo,Miles TM,1989,0.0
Punta del Cobre,Miles TM,1989,0.0
Las Cenizas,Miles TM,1989,0.0
Chuquicamata,Miles TM,1990,680.7
Radomiro Tomic,Miles TM,1990,0.0
Ministro Hales,Miles TM,1990,0.0
Salvador,Miles TM,1990,95.0
Andina,Miles TM,1990,119.1
El Teniente,Miles TM,1990,300.5
Gaby,Miles TM,1990,0.0
Escondida,Miles TM,1990,8.9
Collahuasi,Miles TM,1990,0.0
Los Pelambres,Miles TM,1990,0.0
Anglo American Sur,Miles TM,1990,112.2
El Abra,Miles TM,1990,0.0
Candelaria,Miles TM,1990,0.0
Mantos Copper,Miles TM,1990,72.5
Zaldívar,Miles TM,1990,0.0
Cerro Colorado,Miles TM,1990,0.0
Centinela (Oxidos),Miles TM,1990,0.0
Quebrada Blanca,Miles TM,1990,0.0
Lomas Bayas,Miles TM,1990,0.0
Michilla,Miles TM,1990,0.0
Spence,Miles TM,1990,0.0
Centinela (Súlfuros),Miles TM,1990,0.0
Caserones,Miles TM,1990,0.0
Sierra Gorda,Miles TM,1990,0.0
Antucoya,Miles TM,1990,0.0
Andacollo,Miles TM,1990,0.0
Punta del Cobre,Miles TM,1990,0.0
Las Cenizas,Miles TM,1990,0.0
Chuquicamata,Miles TM,1991,641.4
Radomiro Tomic,Miles TM,1991,0.0
Ministro Hales,Miles TM,1991,0.0
Salvador,Miles TM,1991,91.1
Andina,Miles TM,1991,114.2
El Teniente,Miles TM,1991,278.8
Gaby,Miles TM,1991,0.0
Escondida,Miles TM,1991,298.4
Collahuasi,Miles TM,1991,0.0
Los Pelambres,Miles TM,1991,0.0
Anglo American Sur,Miles TM,1991,107.2
El Abra,Miles TM,1991,0.0
Candelaria,Miles TM,1991,0.0
Mantos Copper,Miles TM,1991,78.5
Zaldívar,Miles TM,1991,0.0
Cerro Colorado,Miles TM,1991,0.0
Centinela (Oxidos),Miles TM,1991,0.0
Quebrada Blanca,Miles TM,1991,0.0
Lomas Bayas,Miles TM,1991,0.0
Michilla,Miles TM,1991,0.0
Spence,Miles TM,1991,0.0
Centinela (Súlfuros),Miles TM,1991,0.0
Caserones,Miles TM,1991,0.0
Sierra Gorda,Miles TM,1991,0.0
Antucoya,Miles TM,1991,0.0
Andacollo,Miles TM,1991,0.0
Punta del Cobre,Miles TM,1991,0.0
Las Cenizas,Miles TM,1991,0.0
Chuquicamata,Miles TM,1992,628.2
Radomiro Tomic,Miles TM,1992,0.0
Ministro Hales,Miles TM,1992,0.0
Salvador,Miles TM,1992,85.0
Andina,Miles TM,1992,128.9
El Teniente,Miles TM,1992,314.2
Gaby,Miles TM,1992,0.0
Escondida,Miles TM,1992,336.1
Collahuasi,Miles TM,1992,0.0
Los Pelambres,Miles TM,1992,0.0
Anglo American Sur,Miles TM,1992,131.9
El Abra,Miles TM,1992,0.0
Candelaria,Miles TM,1992,0.0
Mantos Copper,Miles TM,1992,69.4
Zaldívar,Miles TM,1992,0.0
Cerro Colorado,Miles TM,1992,0.0
Centinela (Oxidos),Miles TM,1992,0.0
Quebrada Blanca,Miles TM,1992,0.0
Lomas Bayas,Miles TM,1992,0.0
Michilla,Miles TM,1992,0.0
Spence,Miles TM,1992,0.0
Centinela (Súlfuros),Miles TM,1992,0.0
Caserones,Miles TM,1992,0.0
Sierra Gorda,Miles TM,1992,0.0
Antucoya,Miles TM,1992,0.0
Andacollo,Miles TM,1992,0.0
Punta del Cobre,Miles TM,1992,0.0
Las Cenizas,Miles TM,1992,0.0
Chuquicamata,Miles TM,1993,616.7
Radomiro Tomic,Miles TM,1993,0.0
Ministro Hales,Miles TM,1993,0.0
Salvador,Miles TM,1993,84.1
Andina,Miles TM,1993,133.9
El Teniente,Miles TM,1993,304.7
Gaby,Miles TM,1993,0.0
Escondida,Miles TM,1993,388.8
Collahuasi,Miles TM,1993,0.0
Los Pelambres,Miles TM,1993,0.0
Anglo American Sur,Miles TM,1993,181.4
El Abra,Miles TM,1993,0.0
Candelaria,Miles TM,1993,0.0
Mantos Copper,Miles TM,1993,74.9
Zaldívar,Miles TM,1993,0.0
Cerro Colorado,Miles TM,1993,0.0
Centinela (Oxidos),Miles TM,1993,0.0
Quebrada Blanca,Miles TM,1993,0.0
Lomas Bayas,Miles TM,1993,0.0
Michilla,Miles TM,1993,0.0
Spence,Miles TM,1993,0.0
Centinela (Súlfuros),Miles TM,1993,0.0
Caserones,Miles TM,1993,0.0
Sierra Gorda,Miles TM,1993,0.0
Antucoya,Miles TM,1993,0.0
Andacollo,Miles TM,1993,0.0
Punta del Cobre,Miles TM,1993,0.0
Las Cenizas,Miles TM,1993,0.0
Chuquicamata,Miles TM,1994,606.2
Radomiro Tomic,Miles TM,1994,0.0
Ministro Hales,Miles TM,1994,0.0
Salvador,Miles TM,1994,82.6
Andina,Miles TM,1994,136.4
El Teniente,Miles TM,1994,308.9
Gaby,Miles TM,1994,0.0
Escondida,Miles TM,1994,483.6
Collahuasi,Miles TM,1994,0.0
Los Pelambres,Miles TM,1994,0.0
Anglo American Sur,Miles TM,1994,187.7
El Abra,Miles TM,1994,0.0
Candelaria,Miles TM,1994,30.9
Mantos Copper,Miles TM,1994,77.5
Zaldívar,Miles TM,1994,0.0
Cerro Colorado,Miles TM,1994,21.3
Centinela (Oxidos),Miles TM,1994,0.0
Quebrada Blanca,Miles TM,1994,6.9
Lomas Bayas,Miles TM,1994,0.0
Michilla,Miles TM,1994,26.8
Spence,Miles TM,1994,0.0
Centinela (Súlfuros),Miles TM,1994,0.0
Caserones,Miles TM,1994,0.0
Sierra Gorda,Miles TM,1994,0.0
Antucoya,Miles TM,1994,0.0
Andacollo,Miles TM,1994,0.0
Punta del Cobre,Miles TM,1994,0.0
Las Cenizas,Miles TM,1994,0.0
Chuquicamata,Miles TM,1995,610.2
Radomiro Tomic,Miles TM,1995,0.0
Ministro Hales,Miles TM,1995,0.0
Salvador,Miles TM,1995,85.9
Andina,Miles TM,1995,145.8
El Teniente,Miles TM,1995,322.8
Gaby,Miles TM,1995,0.0
Escondida,Miles TM,1995,466.9
Collahuasi,Miles TM,1995,0.0
Los Pelambres,Miles TM,1995,0.0
Anglo American Sur,Miles TM,1995,198.5
El Abra,Miles TM,1995,0.0
Candelaria,Miles TM,1995,150.3
Mantos Copper,Miles TM,1995,76.0
Zaldívar,Miles TM,1995,22.4
Cerro Colorado,Miles TM,1995,36.4
Centinela (Oxidos),Miles TM,1995,0.0
Quebrada Blanca,Miles TM,1995,46.4
Lomas Bayas,Miles TM,1995,0.0
Michilla,Miles TM,1995,56.4
Spence,Miles TM,1995,0.0
Centinela (Súlfuros),Miles TM,1995,0.0
Caserones,Miles TM,1995,0.0
Sierra Gorda,Miles TM,1995,0.0
Antucoya,Miles TM,1995,0.0
Andacollo,Miles TM,1995,0.0
Punta del Cobre,Miles TM,1995,0.0
Las Cenizas,Miles TM,1995,0.0
Chuquicamata,Miles TM,1996,632.3
Radomiro Tomic,Miles TM,1996,0.0
Ministro Hales,Miles TM,1996,0.0
Salvador,Miles TM,1996,89.9
Andina,Miles TM,1996,154.4
El Teniente,Miles TM,1996,344.7
Gaby,Miles TM,1996,0.0
Escondida,Miles TM,1996,841.4
Collahuasi,Miles TM,1996,0.0
Los Pelambres,Miles TM,1996,0.0
Anglo American Sur,Miles TM,1996,200.7
El Abra,Miles TM,1996,51.0
Candelaria,Miles TM,1996,136.8
Mantos Copper,Miles TM,1996,122.4
Zaldívar,Miles TM,1996,77.5
Cerro Colorado,Miles TM,1996,59.3
Centinela (Oxidos),Miles TM,1996,0.0
Quebrada Blanca,Miles TM,1996,67.7
Lomas Bayas,Miles TM,1996,0.0
Michilla,Miles TM,1996,63.0
Spence,Miles TM,1996,0.0
Centinela (Súlfuros),Miles TM,1996,0.0
Caserones,Miles TM,1996,0.0
Sierra Gorda,Miles TM,1996,0.0
Antucoya,Miles TM,1996,0.0
Andacollo,Miles TM,1996,0.0
Punta del Cobre,Miles TM,1996,0.0
Las Cenizas,Miles TM,1996,0.0
Chuquicamata,Miles TM,1997,650.2
Radomiro Tomic,Miles TM,1997,4.0
Ministro Hales,Miles TM,1997,0.0
Salvador,Miles TM,1997,88.3
Andina,Miles TM,1997,145.5
El Teniente,Miles TM,1997,343.2
Gaby,Miles TM,1997,0.0
Escondida,Miles TM,1997,932.7
Collahuasi,Miles TM,1997,0.0
Los Pelambres,Miles TM,1997,0.0
Anglo American Sur,Miles TM,1997,202.4
El Abra,Miles TM,1997,194.1
Candelaria,Miles TM,1997,155.7
Mantos Copper,Miles TM,1997,132.9
Zaldívar,Miles TM,1997,96.2
Cerro Colorado,Miles TM,1997,60.3
Centinela (Oxidos),Miles TM,1997,0.0
Quebrada Blanca,Miles TM,1997,66.8
Lomas Bayas,Miles TM,1997,0.0
Michilla,Miles TM,1997,62.7
Spence,Miles TM,1997,0.0
Centinela (Súlfuros),Miles TM,1997,0.0
Caserones,Miles TM,1997,0.0
Sierra Gorda,Miles TM,1997,0.0
Antucoya,Miles TM,1997,0.0
Andacollo,Miles TM,1997,0.0
Punta del Cobre,Miles TM,1997,0.0
Las Cenizas,Miles TM,1997,0.0
Chuquicamata,Miles TM,1998,650.2
Radomiro Tomic,Miles TM,1998,161.9
Ministro Hales,Miles TM,1998,0.0
Salvador,Miles TM,1998,88.1
Andina,Miles TM,1998,164.0
El Teniente,Miles TM,1998,338.6
Gaby,Miles TM,1998,0.0
Escondida,Miles TM,1998,867.6
Collahuasi,Miles TM,1998,48.1
Los Pelambres,Miles TM,1998,0.0
Anglo American Sur,Miles TM,1998,215.9
El Abra,Miles TM,1998,198.7
Candelaria,Miles TM,1998,215.0
Mantos Copper,Miles TM,1998,138.1
Zaldívar,Miles TM,1998,135.0
Cerro Colorado,Miles TM,1998,75.0
Centinela (Oxidos),Miles TM,1998,0.0
Quebrada Blanca,Miles TM,1998,71.1
Lomas Bayas,Miles TM,1998,19.3
Michilla,Miles TM,1998,62.1
Spence,Miles TM,1998,0.0
Centinela (Súlfuros),Miles TM,1998,0.0
Caserones,Miles TM,1998,0.0
Sierra Gorda,Miles TM,1998,0.0
Antucoya,Miles TM,1998,0.0
Andacollo,Miles TM,1998,0.0
Punta del Cobre,Miles TM,1998,0.0
Las Cenizas,Miles TM,1998,0.0
Chuquicamata,Miles TM,1999,630.1
Radomiro Tomic,Miles TM,1999,190.1
Ministro Hales,Miles TM,1999,0.0
Salvador,Miles TM,1999,91.7
Andina,Miles TM,1999,249.3
El Teniente,Miles TM,1999,346.3
Gaby,Miles TM,1999,0.0
Escondida,Miles TM,1999,958.5
Collahuasi,Miles TM,1999,434.6
Los Pelambres,Miles TM,1999,12.3
Anglo American Sur,Miles TM,1999,248.4
El Abra,Miles TM,1999,220.1
Candelaria,Miles TM,1999,226.9
Mantos Copper,Miles TM,1999,151.6
Zaldívar,Miles TM,1999,150.4
Cerro Colorado,Miles TM,1999,100.2
Centinela (Oxidos),Miles TM,1999,0.0
Quebrada Blanca,Miles TM,1999,73.1
Lomas Bayas,Miles TM,1999,44.6
Michilla,Miles TM,1999,60.6
Spence,Miles TM,1999,0.0
Centinela (Súlfuros),Miles TM,1999,0.0
Caserones,Miles TM,1999,0.0
Sierra Gorda,Miles TM,1999,0.0
Antucoya,Miles TM,1999,0.0
Andacollo,Miles TM,1999,0.0
Punta del Cobre,Miles TM,1999,0.0
Las Cenizas,Miles TM,1999,0.0
Chuquicamata,Miles TM,2000,630.1
Radomiro Tomic,Miles TM,2000,191.4
Ministro Hales,Miles TM,2000,0.0
Salvador,Miles TM,2000,80.5
Andina,Miles TM,2000,258.0
El Teniente,Miles TM,2000,355.7
Gaby,Miles TM,2000,0.0
Escondida,Miles TM,2000,916.6
Collahuasi,Miles TM,2000,436.0
Los Pelambres,Miles TM,2000,308.8
Anglo American Sur,Miles TM,2000,253.8
El Abra,Miles TM,2000,197.2
Candelaria,Miles TM,2000,203.9
Mantos Copper,Miles TM,2000,155.3
Zaldívar,Miles TM,2000,147.7
Cerro Colorado,Miles TM,2000,119.2
Centinela (Oxidos),Miles TM,2000,0.0
Quebrada Blanca,Miles TM,2000,68.6
Lomas Bayas,Miles TM,2000,51.3
Michilla,Miles TM,2000,52.2
Spence,Miles TM,2000,0.0
Centinela (Súlfuros),Miles TM,2000,0.0
Caserones,Miles TM,2000,0.0
Sierra Gorda,Miles TM,2000,0.0
Antucoya,Miles TM,2000,0.0
Andacollo,Miles TM,2000,0.0
Punta del Cobre,Miles TM,2000,0.0
Las Cenizas,Miles TM,2000,0.0
Chuquicamata,Miles TM,2001,641.9
Radomiro Tomic,Miles TM,2001,260.3
Ministro Hales,Miles TM,2001,0.0
Salvador,Miles TM,2001,81.2
Andina,Miles TM,2001,253.3
El Teniente,Miles TM,2001,355.6
Gaby,Miles TM,2001,0.0
Escondida,Miles TM,2001,794.1
Collahuasi,Miles TM,2001,452.7
Los Pelambres,Miles TM,2001,373.8
Anglo American Sur,Miles TM,2001,251.6
El Abra,Miles TM,2001,217.6
Candelaria,Miles TM,2001,220.6
Mantos Copper,Miles TM,2001,156.9
Zaldívar,Miles TM,2001,140.4
Cerro Colorado,Miles TM,2001,133.9
Centinela (Oxidos),Miles TM,2001,43.0
Quebrada Blanca,Miles TM,2001,74.6
Lomas Bayas,Miles TM,2001,56.3
Michilla,Miles TM,2001,49.6
Spence,Miles TM,2001,0.0
Centinela (Súlfuros),Miles TM,2001,0.0
Caserones,Miles TM,2001,0.0
Sierra Gorda,Miles TM,2001,0.0
Antucoya,Miles TM,2001,0.0
Andacollo,Miles TM,2001,0.0
Punta del Cobre,Miles TM,2001,0.0
Las Cenizas,Miles TM,2001,0.0
Chuquicamata,Miles TM,2002,596.8
Radomiro Tomic,Miles TM,2002,297.1
Ministro Hales,Miles TM,2002,0.0
Salvador,Miles TM,2002,72.8
Andina,Miles TM,2002,218.7
El Teniente,Miles TM,2002,334.3
Gaby,Miles TM,2002,0.0
Escondida,Miles TM,2002,758.0
Collahuasi,Miles TM,2002,433.5
Los Pelambres,Miles TM,2002,335.5
Anglo American Sur,Miles TM,2002,249.8
El Abra,Miles TM,2002,225.2
Candelaria,Miles TM,2002,199.1
Mantos Copper,Miles TM,2002,153.4
Zaldívar,Miles TM,2002,147.8
Cerro Colorado,Miles TM,2002,128.3
Centinela (Oxidos),Miles TM,2002,84.3
Quebrada Blanca,Miles TM,2002,73.8
Lomas Bayas,Miles TM,2002,59.3
Michilla,Miles TM,2002,51.8
Spence,Miles TM,2002,0.0
Centinela (Súlfuros),Miles TM,2002,0.0
Caserones,Miles TM,2002,0.0
Sierra Gorda,Miles TM,2002,0.0
Antucoya,Miles TM,2002,0.0
Andacollo,Miles TM,2002,0.0
Punta del Cobre,Miles TM,2002,0.0
Las Cenizas,Miles TM,2002,0.0
Chuquicamata,Miles TM,2003,601.1
Radomiro Tomic,Miles TM,2003,306.1
Ministro Hales,Miles TM,2003,0.0
Salvador,Miles TM,2003,80.1
Andina,Miles TM,2003,235.8
El Teniente,Miles TM,2003,339.4
Gaby,Miles TM,2003,0.0
Escondida,Miles TM,2003,994.7
Collahuasi,Miles TM,2003,394.7
Los Pelambres,Miles TM,2003,337.8
Anglo American Sur,Miles TM,2003,277.9
El Abra,Miles TM,2003,226.6
Candelaria,Miles TM,2003,212.7
Mantos Copper,Miles TM,2003,147.1
Zaldívar,Miles TM,2003,150.5
Cerro Colorado,Miles TM,2003,131.5
Centinela (Oxidos),Miles TM,2003,92.4
Quebrada Blanca,Miles TM,2003,80.1
Lomas Bayas,Miles TM,2003,60.4
Michilla,Miles TM,2003,52.7
Spence,Miles TM,2003,0.0
Centinela (Súlfuros),Miles TM,2003,0.0
Caserones,Miles TM,2003,0.0
Sierra Gorda,Miles TM,2003,0.0
Antucoya,Miles TM,2003,0.0
Andacollo,Miles TM,2003,0.0
Punta del Cobre,Miles TM,2003,0.0
Las Cenizas,Miles TM,2003,0.0
Chuquicamata,Miles TM,2004,691.8
Radomiro Tomic,Miles TM,2004,291.0
Ministro Hales,Miles TM,2004,0.0
Salvador,Miles TM,2004,74.9
Andina,Miles TM,2004,239.9
El Teniente,Miles TM,2004,435.6
Gaby,Miles TM,2004,0.0
Escondida,Miles TM,2004,1195.1
Collahuasi,Miles TM,2004,481.0
Los Pelambres,Miles TM,2004,362.6
Anglo American Sur,Miles TM,2004,300.6
El Abra,Miles TM,2004,218.0
Candelaria,Miles TM,2004,200.0
Mantos Copper,Miles TM,2004,155.0
Zaldívar,Miles TM,2004,147.6
Cerro Colorado,Miles TM,2004,119.5
Centinela (Oxidos),Miles TM,2004,97.8
Quebrada Blanca,Miles TM,2004,76.3
Lomas Bayas,Miles TM,2004,62.0
Michilla,Miles TM,2004,50.0
Spence,Miles TM,2004,0.0
Centinela (Súlfuros),Miles TM,2004,0.0
Caserones,Miles TM,2004,0.0
Sierra Gorda,Miles TM,2004,0.0
Antucoya,Miles TM,2004,0.0
Andacollo,Miles TM,2004,0.0
Punta del Cobre,Miles TM,2004,0.0
Las Cenizas,Miles TM,2004,0.0
Chuquicamata,Miles TM,2005,676.1
Radomiro Tomic,Miles TM,2005,288.8
Ministro Hales,Miles TM,2005,0.0
Salvador,Miles TM,2005,77.5
Andina,Miles TM,2005,248.2
El Teniente,Miles TM,2005,437.4
Gaby,Miles TM,2005,0.0
Escondida,Miles TM,2005,1271.5
Collahuasi,Miles TM,2005,427.0
Los Pelambres,Miles TM,2005,333.8
Anglo American Sur,Miles TM,2005,293.7
El Abra,Miles TM,2005,210.6
Candelaria,Miles TM,2005,162.7
Mantos Copper,Miles TM,2005,149.7
Zaldívar,Miles TM,2005,123.3
Cerro Colorado,Miles TM,2005,90.4
Centinela (Oxidos),Miles TM,2005,98.1
Quebrada Blanca,Miles TM,2005,81.0
Lomas Bayas,Miles TM,2005,63.2
Michilla,Miles TM,2005,46.4
Spence,Miles TM,2005,0.0
Centinela (Súlfuros),Miles TM,2005,0.0
Caserones,Miles TM,2005,0.0
Sierra Gorda,Miles TM,2005,0.0
Antucoya,Miles TM,2005,0.0
Andacollo,Miles TM,2005,0.0
Punta del Cobre,Miles TM,2005,0.0
Las Cenizas,Miles TM,2005,0.0
Chuquicamata,Miles TM,2006,634.0
Radomiro Tomic,Miles TM,2006,306.6
Ministro Hales,Miles TM,2006,0.0
Salvador,Miles TM,2006,80.6
Andina,Miles TM,2006,236.4
El Teniente,Miles TM,2006,418.3
Gaby,Miles TM,2006,0.0
Escondida,Miles TM,2006,1255.6
Collahuasi,Miles TM,2006,440.0
Los Pelambres,Miles TM,2006,335.2
Anglo American Sur,Miles TM,2006,294.8
El Abra,Miles TM,2006,218.6
Candelaria,Miles TM,2006,169.6
Mantos Copper,Miles TM,2006,152.1
Zaldívar,Miles TM,2006,146.3
Cerro Colorado,Miles TM,2006,115.5
Centinela (Oxidos),Miles TM,2006,94.0
Quebrada Blanca,Miles TM,2006,82.4
Lomas Bayas,Miles TM,2006,64.3
Michilla,Miles TM,2006,47.3
Spence,Miles TM,2006,4.3
Centinela (Súlfuros),Miles TM,2006,0.0
Caserones,Miles TM,2006,0.0
Sierra Gorda,Miles TM,2006,0.0
Antucoya,Miles TM,2006,0.0
Andacollo,Miles TM,2006,0.0
Punta del Cobre,Miles TM,2006,0.0
Las Cenizas,Miles TM,2006,0.0
Chuquicamata,Miles TM,2007,615.0
Radomiro Tomic,Miles TM,2007,281.3
Ministro Hales,Miles TM,2007,0.0
Salvador,Miles TM,2007,63.9
Andina,Miles TM,2007,218.4
El Teniente,Miles TM,2007,404.7
Gaby,Miles TM,2007,0.0
Escondida,Miles TM,2007,1483.9
Collahuasi,Miles TM,2007,452.0
Los Pelambres,Miles TM,2007,300.1
Anglo American Sur,Miles TM,2007,302.1
El Abra,Miles TM,2007,166.0
Candelaria,Miles TM,2007,181.0
Mantos Copper,Miles TM,2007,151.6
Zaldívar,Miles TM,2007,142.9
Cerro Colorado,Miles TM,2007,98.7
Centinela (Oxidos),Miles TM,2007,93.0
Quebrada Blanca,Miles TM,2007,82.9
Lomas Bayas,Miles TM,2007,61.5
Michilla,Miles TM,2007,45.1
Spence,Miles TM,2007,128.1
Centinela (Súlfuros),Miles TM,2007,0.0
Caserones,Miles TM,2007,0.0
Sierra Gorda,Miles TM,2007,0.0
Antucoya,Miles TM,2007,0.0
Andacollo,Miles TM,2007,0.0
Punta del Cobre,Miles TM,2007,0.0
Las Cenizas,Miles TM,2007,0.0
Chuquicamata,Miles TM,2008,469.9
Radomiro Tomic,Miles TM,2008,285.4
Ministro Hales,Miles TM,2008,0.0
Salvador,Miles TM,2008,42.7
Andina,Miles TM,2008,219.5
El Teniente,Miles TM,2008,381.2
Gaby,Miles TM,2008,67.69999999999999
Escondida,Miles TM,2008,1254.0
Collahuasi,Miles TM,2008,464.4
Los Pelambres,Miles TM,2008,351.2
Anglo American Sur,Miles TM,2008,283.5
El Abra,Miles TM,2008,165.8
Candelaria,Miles TM,2008,173.50000000000003
Mantos Copper,Miles TM,2008,148.9
Zaldívar,Miles TM,2008,133.5
Cerro Colorado,Miles TM,2008,104.2
Centinela (Oxidos),Miles TM,2008,90.8
Quebrada Blanca,Miles TM,2008,85.39999999999999
Lomas Bayas,Miles TM,2008,59.2
Michilla,Miles TM,2008,47.7
Spence,Miles TM,2008,164.79999999999998
Centinela (Súlfuros),Miles TM,2008,0.0
Caserones,Miles TM,2008,0.0
Sierra Gorda,Miles TM,2008,0.0
Antucoya,Miles TM,2008,0.0
Andacollo,Miles TM,2008,21.061
Punta del Cobre,Miles TM,2008,28.718
