Origin,Horizonte,Mine,Segment,Mine_Size,Actual,Naive,LGB,RF,XGB,ARIMA,SARIMAX,RollingMean,LGB_bc,RF_bc,XGB_bc,Best_Pred,H_norm,Stack_Pred
2019-01-01,9,andacollo,SM,1,2.1,6.0,5.237024871224638,5.383345986843368,5.258981229232098,5.978670489045792,5.446490925865889,5.955555555555556,4.693033916016155,5.180250264671383,5.043718574718244,5.547990169470841,0.15,3.742728379856157
2019-01-01,12,andacollo,SM,1,6.32,6.0,5.149668239986422,5.390183544950694,5.266745474677466,5.97867075142444,5.089767153302874,5.955555555555556,3.6705046011013307,4.292397995483533,4.137907932105772,5.165913852650306,0.2,3.67170609563564
2019-01-01,18,andacollo,SM,1,3.028,6.0,6.095482200344563,5.941670664663504,5.913150844355664,5.978670752820596,5.349376924171299,5.955555555555556,5.624641829056151,5.88806822588084,5.771002316072238,5.855955291512026,0.3,3.9151899587015886
2019-01-01,24,andacollo,SM,1,4.445,6.0,6.430530161692856,6.128460353695562,6.229207124651114,5.978670752820634,5.247950922150997,5.955555555555556,4.6782629359924295,4.8898399792489675,4.788166496048741,5.252653096794642,0.4,3.8523761251350876
2019-01-01,30,andacollo,SM,1,3.84,6.0,6.7916111433152055,6.304340127473909,6.562151832262056,5.978670752820634,5.338273132373809,5.955555555555556,3.6995203641336647,4.122693926870488,3.856402420397849,4.728886509523468,0.5,3.8059149143698527
2019-01-01,36,andacollo,SM,1,3.061,6.0,6.652486785830579,6.313829774367114,6.644062774868487,5.978670752820634,5.302985474865656,5.955555555555556,4.073970754744273,4.538183573763693,4.366063798557644,4.965868520774612,0.6,3.9057933475063713
2019-01-01,42,andacollo,SM,1,2.221,6.0,6.723887223608661,6.339932584455876,6.651338618003172,5.978670752820634,5.334409953364609,5.955555555555556,3.422899825523161,3.872286383852455,3.5699595383381233,4.570778085034908,0.7,3.8796893600512194
2019-01-01,48,andacollo,SM,1,3.161,6.0,6.731545981806495,6.339932584455877,6.555016527695576,5.978670752820634,5.322132837559893,5.955555555555556,2.6312278771562836,3.062786383852456,2.7855738269788466,4.090426500524844,0.8,3.835015000978639
2019-01-01,54,andacollo,SM,1,3.937,6.0,6.74208462528966,6.339932584455876,6.452421357970089,5.978670752820634,5.333065894296384,5.955555555555556,2.6917665206394483,3.1127863838524554,2.7329786572533594,4.1235880935697935,0.9,3.8947945323356032
2019-01-01,60,andacollo,SM,1,2.121,6.0,6.74208462528966,6.339932584455876,6.452421357970089,5.978670752820634,5.328794497917987,5.955555555555556,3.549766520639448,3.970786383852455,3.5909786572533595,4.638388093569793,1.0,4.049641119988312
2019-07-01,6,andacollo,SM,0,6.32,5.4,4.8668217252587525,5.255447985355633,4.932661447599466,5.469442565355197,4.7691616988434635,5.8388888888888895,3.9771420457246407,4.52595204164116,4.184938484419605,5.203952150806494,0.1,3.652709762611743
2019-07-01,9,andacollo,SM,0,4.921,5.4,4.860944041298694,5.247450759011242,4.904462684189563,5.469442900100838,5.37167479122256,5.8388888888888895,3.452608447418159,4.017604948615462,3.7079605047696282,4.997376012540058,0.15,3.658772967973724
