Mine,WR%,Hfoc%,MASE,MAPE%,MdAPE%,TrimMAPE_Sk%,n,Size,DM,Skill%
salvador,33.3,20.0,1.03,97.7,30.5,-18.7,111.0,Small,***,-15.2
