Mine,ForecastDate,Horizonte,Scenario,Pred,Naive_Pred,Lower,Upper,Origin_Prod,Mine_Size,Size_Label,Company_Size,Segment,Cu_Regime
salvador,2027-12-01,24,base,5.428491163525505,11.498,1.3074911635255058,8.670491163525506,11.498,0,Small,2,SmallMed,0.5
salvador,2028-06-01,30,base,4.307491163525506,11.498,0.5594911635255055,8.496491163525505,11.498,0,Small,2,SmallMed,0.5
salvador,2028-12-01,36,base,2.7424911635255054,11.498,1.6114911635255056,7.831491163525506,11.498,0,Small,2,SmallMed,0.5
salvador,2029-06-01,42,base,3.1074911635255056,11.498,4.270491163525506,7.805491163525506,11.498,0,Small,2,SmallMed,0.5
salvador,2029-12-01,48,base,5.470491163525506,11.498,0.8564911635255057,7.3094911635255055,11.498,0,Small,2,SmallMed,0.5
salvador,2030-06-01,54,base,11.965491163525506,11.498,0.8034911635255058,8.218491163525506,11.498,0,Small,2,SmallMed,0.5
salvador,2030-12-01,60,base,11.858491163525505,11.498,0.7964911635255056,7.864491163525505,11.498,0,Small,2,SmallMed,0.5
salvador,2031-12-01,72,base,12.103491163525506,11.498,0.7834911635255057,7.082491163525505,11.498,0,Small,2,SmallMed,0.5
salvador,2032-12-01,84,base,11.881491163525506,11.498,1.1414911635255058,7.100491163525506,11.498,0,Small,2,SmallMed,0.5
sierra gorda,2026-01-01,1,base,14.47448909423391,14.86,13.44248909423391,16.204489094233907,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2026-03-01,3,base,13.912489094233909,14.86,12.60948909423391,15.82448909423391,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2026-06-01,6,base,25.686489094233906,14.86,18.41248909423391,20.820489094233906,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2026-09-01,9,base,9.190489094233909,14.86,7.200489094233908,16.06348909423391,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2026-12-01,12,base,40.82748909423391,14.86,28.93848909423391,23.769489094233908,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2027-06-01,18,base,52.11848909423391,14.86,27.452489094233908,24.213489094233907,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2027-12-01,24,base,46.29148909423391,14.86,28.975489094233907,26.294489094233906,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2028-06-01,30,base,49.10148909423391,14.86,26.47948909423391,25.053489094233907,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2028-12-01,36,base,45.74548909423391,14.86,26.940489094233907,25.39248909423391,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2029-06-01,42,base,57.60448909423391,14.86,28.650489094233908,28.429489094233908,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2029-12-01,48,base,67.54548909423391,14.86,28.330489094233908,29.111489094233907,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2030-06-01,54,base,78.4214890942339,14.86,27.47648909423391,32.97148909423391,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2030-12-01,60,base,73.7784890942339,14.86,26.617489094233907,40.29948909423391,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2031-12-01,72,base,74.4544890942339,14.86,26.730489094233906,38.74248909423391,14.86,2,Large,1,LargeColossal,0.5
sierra gorda,2032-12-01,84,base,72.7964890942339,14.86,26.788489094233906,40.06048909423391,14.86,2,Large,1,LargeColossal,0.5
zaldivar,2026-01-01,1,base,6.5316046607644,9.391,4.635604660764401,8.0306046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2026-03-01,3,base,6.949604660764401,9.391,3.664604660764401,8.8306046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2026-06-01,6,base,9.1896046607644,9.391,11.1796046607644,10.1296046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2026-09-01,9,base,6.266604660764401,9.391,2.4896046607644005,9.0356046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2026-12-01,12,base,13.4156046607644,9.391,11.9746046607644,8.4236046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2027-06-01,18,base,15.940604660764398,9.391,11.9926046607644,9.1836046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2027-12-01,24,base,17.2876046607644,9.391,12.7016046607644,9.4526046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2028-06-01,30,base,16.5396046607644,9.391,10.6756046607644,9.9696046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2028-12-01,36,base,19.995604660764403,9.391,13.0686046607644,9.2016046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2029-06-01,42,base,20.364604660764403,9.391,14.3386046607644,9.1836046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2029-12-01,48,base,19.788604660764403,9.391,14.602604660764401,9.0716046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2030-06-01,54,base,22.8306046607644,9.391,13.7746046607644,9.2946046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2030-12-01,60,base,21.0146046607644,9.391,13.3956046607644,8.5566046607644,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2031-12-01,72,base,21.1386046607644,9.391,13.9356046607644,8.352604660764401,9.391,1,Medium,1,SmallMed,0.5
zaldivar,2032-12-01,84,base,17.7406046607644,9.391,12.6416046607644,8.3796046607644,9.391,1,Medium,1,SmallMed,0.5
andacollo,2026-01-01,1,bull,2.877071884670798,5.487,1.4240718846707974,4.166071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2026-03-01,3,bull,2.7400718846707974,5.487,1.5960718846707975,3.752071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2026-06-01,6,bull,5.241071884670798,5.487,3.989071884670798,4.873071884670797,5.487,0,Small,1,SmallMed,0.8
andacollo,2026-09-01,9,bull,2.186071884670798,5.487,1.0470718846707976,4.091071884670797,5.487,0,Small,1,SmallMed,0.8
andacollo,2026-12-01,12,bull,10.345071884670798,5.487,3.723071884670798,3.649071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2027-06-01,18,bull,10.392071884670798,5.487,2.7290718846707973,3.8620718846707973,5.487,0,Small,1,SmallMed,0.8
andacollo,2027-12-01,24,bull,13.978071884670797,5.487,2.9050718846707975,3.5250718846707976,5.487,0,Small,1,SmallMed,0.8
andacollo,2028-06-01,30,bull,10.519071884670797,5.487,2.069071884670797,4.021071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2028-12-01,36,bull,18.5030718846708,5.487,2.9400718846707976,4.016071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2029-06-01,42,bull,20.379071884670797,5.487,4.685071884670798,4.516071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2029-12-01,48,bull,17.5120718846708,5.487,4.817071884670797,3.6610718846707977,5.487,0,Small,1,SmallMed,0.8
andacollo,2030-06-01,54,bull,18.995071884670796,5.487,4.052071884670798,3.563071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2030-12-01,60,bull,17.923071884670797,5.487,4.931071884670798,3.090071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2031-12-01,72,bull,17.5520718846708,5.487,2.258071884670798,3.087071884670798,5.487,0,Small,1,SmallMed,0.8
andacollo,2032-12-01,84,bull,15.431071884670796,5.487,3.327071884670798,3.760071884670798,5.487,0,Small,1,SmallMed,0.8
andina,2026-01-01,1,bull,16.292725648118214,24.069,10.232725648118212,23.095725648118215,24.069,3,Colossal,2,LargeColossal,0.8
andina,2026-03-01,3,bull,11.750725648118213,24.069,6.536725648118212,23.810725648118215,24.069,3,Colossal,2,LargeColossal,0.8
andina,2026-06-01,6,bull,61.966725648118214,24.069,35.13672564811821,25.119725648118212,24.069,3,Colossal,2,LargeColossal,0.8
andina,2026-09-01,9,bull,11.554725648118213,24.069,7.792725648118212,24.801725648118214,24.069,3,Colossal,2,LargeColossal,0.8
andina,2026-12-01,12,bull,54.91572564811821,24.069,38.39172564811821,24.287725648118215,24.069,3,Colossal,2,LargeColossal,0.8
andina,2027-06-01,18,bull,58.96372564811821,24.069,36.62772564811821,25.152725648118214,24.069,3,Colossal,2,LargeColossal,0.8
andina,2027-12-01,24,bull,57.30072564811821,24.069,42.11272564811821,24.865725648118215,24.069,3,Colossal,2,LargeColossal,0.8
andina,2028-06-01,30,bull,58.658725648118214,24.069,33.83472564811821,24.382725648118214,24.069,3,Colossal,2,LargeColossal,0.8
andina,2028-12-01,36,bull,75.7597256481182,24.069,44.13072564811821,25.414725648118214,24.069,3,Colossal,2,LargeColossal,0.8
andina,2029-06-01,42,bull,113.12172564811821,24.069,49.08672564811821,26.159725648118215,24.069,3,Colossal,2,LargeColossal,0.8
andina,2029-12-01,48,bull,116.77372564811822,24.069,50.09272564811821,26.210725648118213,24.069,3,Colossal,2,LargeColossal,0.8
andina,2030-06-01,54,bull,119.62772564811821,24.069,51.93072564811821,26.625725648118213,24.069,3,Colossal,2,LargeColossal,0.8
andina,2030-12-01,60,bull,117.40672564811821,24.069,47.21072564811821,26.464725648118215,24.069,3,Colossal,2,LargeColossal,0.8
andina,2031-12-01,72,bull,122.55172564811821,24.069,44.05472564811821,25.005725648118215,24.069,3,Colossal,2,LargeColossal,0.8
andina,2032-12-01,84,bull,117.47572564811821,24.069,44.58672564811821,25.584725648118216,24.069,3,Colossal,2,LargeColossal,0.8
antucoya,2026-01-01,1,bull,6.957713037216917,8.211,6.460713037216917,8.270713037216916,8.211,1,Medium,1,SmallMed,0.8
antucoya,2026-03-01,3,bull,6.737713037216917,8.211,5.838713037216917,8.257713037216917,8.211,1,Medium,1,SmallMed,0.8
antucoya,2026-06-01,6,bull,14.188713037216917,8.211,10.885713037216917,12.529713037216917,8.211,1,Medium,1,SmallMed,0.8
antucoya,2026-09-01,9,bull,6.347713037216916,8.211,4.503713037216917,8.123713037216918,8.211,1,Medium,1,SmallMed,0.8
antucoya,2026-12-01,12,bull,15.868713037216917,8.211,12.723713037216918,13.422713037216917,8.211,1,Medium,1,SmallMed,0.8
antucoya,2027-06-01,18,bull,15.404713037216917,8.211,13.001713037216916,14.230713037216917,8.211,1,Medium,1,SmallMed,0.8
antucoya,2027-12-01,24,bull,16.871713037216917,8.211,13.286713037216916,12.735713037216916,8.211,1,Medium,1,SmallMed,0.8
antucoya,2028-06-01,30,bull,16.481713037216917,8.211,12.580713037216917,13.624713037216917,8.211,1,Medium,1,SmallMed,0.8
antucoya,2028-12-01,36,bull,18.467713037216917,8.211,13.684713037216916,12.663713037216917,8.211,1,Medium,1,SmallMed,0.8
antucoya,2029-06-01,42,bull,19.941713037216918,8.211,15.040713037216916,15.839713037216917,8.211,1,Medium,1,SmallMed,0.8
antucoya,2029-12-01,48,bull,18.86671303721692,8.211,15.000713037216917,18.778713037216917,8.211,1,Medium,1,SmallMed,0.8
antucoya,2030-06-01,54,bull,21.734713037216917,8.211,14.650713037216917,19.322713037216918,8.211,1,Medium,1,SmallMed,0.8
antucoya,2030-12-01,60,bull,20.281713037216917,8.211,14.472713037216916,15.751713037216916,8.211,1,Medium,1,SmallMed,0.8
antucoya,2031-12-01,72,bull,20.393713037216916,8.211,14.618713037216917,15.383713037216916,8.211,1,Medium,1,SmallMed,0.8
antucoya,2032-12-01,84,bull,18.030713037216916,8.211,13.459713037216916,20.809713037216916,8.211,1,Medium,1,SmallMed,0.8
atacama kozan,2026-01-01,1,bull,0.9902145014724918,1.067,0.8302145014724919,1.1732145014724917,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2026-03-01,3,bull,0.9462145014724919,1.067,0.7502145014724918,1.1992145014724918,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2026-06-01,6,bull,1.976214501472492,1.067,1.6772145014724917,1.2132145014724918,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2026-09-01,9,bull,0.7292145014724919,1.067,0.5802145014724919,1.1342145014724918,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2026-12-01,12,bull,3.4882145014724917,1.067,1.873214501472492,1.266214501472492,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2027-06-01,18,bull,2.292214501472492,1.067,1.790214501472492,1.3042145014724917,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2027-12-01,24,bull,2.6372145014724917,1.067,1.865214501472492,1.230214501472492,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2028-06-01,30,bull,2.042214501472492,1.067,1.988214501472492,1.3432145014724919,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2028-12-01,36,bull,2.747214501472492,1.067,2.095214501472492,1.5972145014724919,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2029-06-01,42,bull,3.4362145014724916,1.067,2.398214501472492,1.6022145014724918,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2029-12-01,48,bull,3.4642145014724917,1.067,2.253214501472492,1.5392145014724918,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2030-06-01,54,bull,3.385214501472492,1.067,2.384214501472492,1.5452145014724918,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2030-12-01,60,bull,3.4712145014724918,1.067,2.3712145014724917,1.4652145014724918,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2031-12-01,72,bull,3.6052145014724917,1.067,2.457214501472492,1.9062145014724918,1.067,0,Small,0,SmallMed,0.8
atacama kozan,2032-12-01,84,bull,3.365214501472492,1.067,2.507214501472492,2.6372145014724917,1.067,0,Small,0,SmallMed,0.8
candelaria,2026-01-01,1,bull,11.591641661937867,11.228,9.456641661937867,12.891641661937868,11.228,2,Large,1,LargeColossal,0.8
candelaria,2026-03-01,3,bull,12.195641661937866,11.228,8.667641661937868,14.200641661937867,11.228,2,Large,1,LargeColossal,0.8
candelaria,2026-06-01,6,bull,18.240641661937868,11.228,20.355641661937867,16.074641661937868,11.228,2,Large,1,LargeColossal,0.8
candelaria,2026-09-01,9,bull,6.964641661937868,11.228,4.860641661937868,14.990641661937868,11.228,2,Large,1,LargeColossal,0.8
candelaria,2026-12-01,12,bull,31.895641661937866,11.228,24.090641661937866,15.685641661937867,11.228,2,Large,1,LargeColossal,0.8
candelaria,2027-06-01,18,bull,38.913641661937866,11.228,23.565641661937867,16.66064166193787,11.228,2,Large,1,LargeColossal,0.8
candelaria,2027-12-01,24,bull,40.222641661937864,11.228,23.506641661937866,15.853641661937868,11.228,2,Large,1,LargeColossal,0.8
candelaria,2028-06-01,30,bull,36.05864166193787,11.228,20.742641661937867,16.60464166193787,11.228,2,Large,1,LargeColossal,0.8
candelaria,2028-12-01,36,bull,36.86764166193787,11.228,22.408641661937867,16.44164166193787,11.228,2,Large,1,LargeColossal,0.8
candelaria,2029-06-01,42,bull,42.292641661937864,11.228,22.29364166193787,17.269641661937868,11.228,2,Large,1,LargeColossal,0.8
candelaria,2029-12-01,48,bull,54.37364166193787,11.228,21.634641661937867,16.43864166193787,11.228,2,Large,1,LargeColossal,0.8
candelaria,2030-06-01,54,bull,61.93364166193787,11.228,21.703641661937866,16.93364166193787,11.228,2,Large,1,LargeColossal,0.8
candelaria,2030-12-01,60,bull,58.761641661937865,11.228,20.663641661937866,17.36864166193787,11.228,2,Large,1,LargeColossal,0.8
candelaria,2031-12-01,72,bull,59.39164166193787,11.228,20.759641661937867,17.733641661937867,11.228,2,Large,1,LargeColossal,0.8
candelaria,2032-12-01,84,bull,57.36364166193787,11.228,20.776641661937866,17.646641661937867,11.228,2,Large,1,LargeColossal,0.8
caserones,2026-01-01,1,bull,12.075709386873445,15.225,8.734709386873446,16.055709386873446,15.225,2,Large,1,LargeColossal,0.8
caserones,2026-03-01,3,bull,10.911709386873445,15.225,5.499709386873445,15.700709386873445,15.225,2,Large,1,LargeColossal,0.8
caserones,2026-06-01,6,bull,31.880709386873445,15.225,27.200709386873445,16.565709386873444,15.225,2,Large,1,LargeColossal,0.8
caserones,2026-09-01,9,bull,7.029709386873445,15.225,5.705709386873445,15.436709386873446,15.225,2,Large,1,LargeColossal,0.8
caserones,2026-12-01,12,bull,40.948709386873446,15.225,23.364709386873447,19.493709386873444,15.225,2,Large,1,LargeColossal,0.8
caserones,2027-06-01,18,bull,43.90270938687345,15.225,18.585709386873447,20.985709386873445,15.225,2,Large,1,LargeColossal,0.8
caserones,2027-12-01,24,bull,38.74570938687345,15.225,17.751709386873443,25.002709386873445,15.225,2,Large,1,LargeColossal,0.8
caserones,2028-06-01,30,bull,41.83370938687345,15.225,18.223709386873445,24.581709386873445,15.225,2,Large,1,LargeColossal,0.8
caserones,2028-12-01,36,bull,45.82770938687345,15.225,24.113709386873445,24.708709386873444,15.225,2,Large,1,LargeColossal,0.8
caserones,2029-06-01,42,bull,75.92270938687344,15.225,26.371709386873444,25.263709386873444,15.225,2,Large,1,LargeColossal,0.8
caserones,2029-12-01,48,bull,67.32570938687344,15.225,26.943709386873444,28.624709386873445,15.225,2,Large,1,LargeColossal,0.8
caserones,2030-06-01,54,bull,80.00370938687344,15.225,24.673709386873444,27.360709386873445,15.225,2,Large,1,LargeColossal,0.8
caserones,2030-12-01,60,bull,75.73370938687344,15.225,23.707709386873447,36.40370938687345,15.225,2,Large,1,LargeColossal,0.8
caserones,2031-12-01,72,bull,75.71670938687345,15.225,23.021709386873447,38.314709386873446,15.225,2,Large,1,LargeColossal,0.8
caserones,2032-12-01,84,bull,70.14370938687344,15.225,23.147709386873444,37.63870938687345,15.225,2,Large,1,LargeColossal,0.8
centinela,2026-01-01,1,bull,1.6385876881738248,5.308,0.928587688173825,3.979587688173825,5.308,2,Large,1,LargeColossal,0.8
centinela,2026-03-01,3,bull,1.653587688173825,5.308,1.640587688173825,3.6665876881738253,5.308,2,Large,1,LargeColossal,0.8
centinela,2026-06-01,6,bull,23.569587688173826,5.308,10.807587688173825,18.891587688173825,5.308,2,Large,1,LargeColossal,0.8
centinela,2026-09-01,9,bull,1.9985876881738251,5.308,1.8485876881738248,4.079587688173825,5.308,2,Large,1,LargeColossal,0.8
centinela,2026-12-01,12,bull,27.249587688173825,5.308,9.465587688173825,22.985587688173826,5.308,2,Large,1,LargeColossal,0.8
centinela,2027-06-01,18,bull,19.449587688173825,5.308,8.948587688173825,14.167587688173825,5.308,2,Large,1,LargeColossal,0.8
centinela,2027-12-01,24,bull,28.076587688173824,5.308,10.079587688173826,27.554587688173825,5.308,2,Large,1,LargeColossal,0.8
centinela,2028-06-01,30,bull,29.634587688173823,5.308,10.160587688173825,24.086587688173825,5.308,2,Large,1,LargeColossal,0.8
centinela,2028-12-01,36,bull,27.706587688173826,5.308,10.522587688173825,26.700587688173826,5.308,2,Large,1,LargeColossal,0.8
centinela,2029-06-01,42,bull,28.407587688173823,5.308,10.944587688173826,26.257587688173825,5.308,2,Large,1,LargeColossal,0.8
centinela,2029-12-01,48,bull,25.535587688173823,5.308,10.490587688173825,27.502587688173826,5.308,2,Large,1,LargeColossal,0.8
centinela,2030-06-01,54,bull,26.663587688173823,5.308,10.996587688173825,26.034587688173826,5.308,2,Large,1,LargeColossal,0.8
centinela,2030-12-01,60,bull,25.976587688173826,5.308,10.100587688173825,28.703587688173826,5.308,2,Large,1,LargeColossal,0.8
centinela,2031-12-01,72,bull,26.492587688173824,5.308,10.247587688173825,28.419587688173824,5.308,2,Large,1,LargeColossal,0.8
centinela,2032-12-01,84,bull,26.570587688173823,5.308,10.247587688173825,27.286587688173825,5.308,2,Large,1,LargeColossal,0.8
centinela,2026-01-01,1,bull,6.073587688173825,16.713,3.673587688173825,13.329587688173826,16.713,2,Large,1,LargeColossal,0.8
centinela,2026-03-01,3,bull,6.074587688173825,16.713,3.1805876881738246,15.345587688173826,16.713,2,Large,1,LargeColossal,0.8
centinela,2026-06-01,6,bull,43.959587688173826,16.713,26.210587688173824,20.684587688173824,16.713,2,Large,1,LargeColossal,0.8
centinela,2026-09-01,9,bull,8.318587688173825,16.713,5.087587688173825,16.292587688173825,16.713,2,Large,1,LargeColossal,0.8
centinela,2026-12-01,12,bull,44.05658768817383,16.713,27.817587688173823,18.415587688173826,16.713,2,Large,1,LargeColossal,0.8
centinela,2027-06-01,18,bull,44.005587688173826,16.713,16.719587688173824,17.517587688173826,16.713,2,Large,1,LargeColossal,0.8
centinela,2027-12-01,24,bull,50.569587688173826,16.713,24.278587688173825,20.817587688173823,16.713,2,Large,1,LargeColossal,0.8
centinela,2028-06-01,30,bull,53.29958768817383,16.713,25.606587688173825,26.282587688173823,16.713,2,Large,1,LargeColossal,0.8
centinela,2028-12-01,36,bull,49.261587688173826,16.713,25.202587688173825,25.589587688173825,16.713,2,Large,1,LargeColossal,0.8
centinela,2029-06-01,42,bull,84.37358768817383,16.713,26.805587688173826,31.409587688173826,16.713,2,Large,1,LargeColossal,0.8
centinela,2029-12-01,48,bull,85.76558768817382,16.713,28.612587688173825,26.751587688173824,16.713,2,Large,1,LargeColossal,0.8
centinela,2030-06-01,54,bull,83.29558768817382,16.713,26.493587688173825,25.275587688173825,16.713,2,Large,1,LargeColossal,0.8
centinela,2030-12-01,60,bull,82.74058768817383,16.713,26.437587688173824,26.910587688173823,16.713,2,Large,1,LargeColossal,0.8
centinela,2031-12-01,72,bull,81.33758768817383,16.713,21.803587688173824,31.29558768817383,16.713,2,Large,1,LargeColossal,0.8
centinela,2032-12-01,84,bull,79.31958768817383,16.713,24.244587688173826,34.75758768817383,16.713,2,Large,1,LargeColossal,0.8
chuquicamata,2026-01-01,1,bull,14.427180522427276,49.033,8.071180522427275,34.14118052242728,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2026-03-01,3,bull,13.927180522427276,49.033,7.157180522427277,36.96318052242728,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2026-06-01,6,bull,107.41018052242727,49.033,49.69818052242728,54.37718052242728,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2026-09-01,9,bull,20.411180522427273,49.033,9.420180522427275,38.60918052242728,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2026-12-01,12,bull,90.37918052242728,49.033,68.09718052242727,58.788180522427275,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2027-06-01,18,bull,99.39418052242728,49.033,62.85818052242728,68.79218052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2027-12-01,24,bull,101.93118052242727,49.033,92.76618052242728,73.87418052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2028-06-01,30,bull,100.18118052242727,49.033,62.96718052242728,72.55418052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2028-12-01,36,bull,117.05618052242727,49.033,91.52318052242727,77.25618052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2029-06-01,42,bull,213.55018052242727,49.033,100.11918052242727,78.06218052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2029-12-01,48,bull,203.91418052242727,49.033,96.49518052242728,96.24018052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2030-06-01,54,bull,232.98418052242727,49.033,102.72918052242727,98.52418052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2030-12-01,60,bull,230.45818052242728,49.033,92.44118052242727,116.96318052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2031-12-01,72,bull,233.60318052242727,49.033,89.14218052242727,109.61318052242727,49.033,3,Colossal,2,LargeColossal,0.8
chuquicamata,2032-12-01,84,bull,218.41818052242726,49.033,88.11118052242728,129.84718052242727,49.033,3,Colossal,2,LargeColossal,0.8
collahuasi,2026-01-01,1,bull,21.005866441651804,36.159,11.59286644165181,25.812866441651806,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2026-03-01,3,bull,19.947866441651804,36.159,4.472866441651808,26.382866441651807,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2026-06-01,6,bull,33.3628664416518,36.159,56.1538664416518,33.17186644165181,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2026-09-01,9,bull,10.172866441651808,36.159,0.9648664416518073,22.43386644165181,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2026-12-01,12,bull,137.24386644165182,36.159,47.569866441651804,51.361866441651806,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2027-06-01,18,bull,99.9188664416518,36.159,62.84086644165181,43.95886644165181,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2027-12-01,24,bull,96.9348664416518,36.159,69.2378664416518,48.560866441651804,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2028-06-01,30,bull,91.66486644165181,36.159,67.7138664416518,50.81486644165181,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2028-12-01,36,bull,81.9018664416518,36.159,65.4278664416518,48.48286644165181,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2029-06-01,42,bull,94.8158664416518,36.159,71.64086644165181,48.694866441651804,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2029-12-01,48,bull,136.79386644165183,36.159,69.9518664416518,71.5208664416518,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2030-06-01,54,bull,154.55986644165182,36.159,63.999866441651804,57.7938664416518,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2030-12-01,60,bull,164.2358664416518,36.159,59.83386644165181,70.01886644165181,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2031-12-01,72,bull,161.25586644165182,36.159,58.782866441651805,62.28086644165181,36.159,3,Colossal,2,LargeColossal,0.8
collahuasi,2032-12-01,84,bull,159.59486644165182,36.159,55.44186644165181,76.78686644165181,36.159,3,Colossal,2,LargeColossal,0.8
el abra,2026-01-01,1,bull,8.186413055088845,7.62,7.640413055088845,9.602413055088846,7.62,1,Medium,2,SmallMed,0.8
el abra,2026-03-01,3,bull,7.6894130550888455,7.62,7.400413055088846,9.081413055088845,7.62,1,Medium,2,SmallMed,0.8
el abra,2026-06-01,6,bull,13.436413055088845,7.62,9.396413055088846,10.352413055088846,7.62,1,Medium,2,SmallMed,0.8
el abra,2026-09-01,9,bull,6.728413055088845,7.62,6.019413055088846,10.759413055088846,7.62,1,Medium,2,SmallMed,0.8
el abra,2026-12-01,12,bull,16.819413055088845,7.62,9.095413055088844,8.886413055088845,7.62,1,Medium,2,SmallMed,0.8
el abra,2027-06-01,18,bull,14.259413055088846,7.62,8.994413055088845,9.239413055088844,7.62,1,Medium,2,SmallMed,0.8
el abra,2027-12-01,24,bull,15.674413055088845,7.62,8.634413055088846,9.101413055088845,7.62,1,Medium,2,SmallMed,0.8
el abra,2028-06-01,30,bull,15.627413055088846,7.62,8.414413055088845,9.936413055088845,7.62,1,Medium,2,SmallMed,0.8
el abra,2028-12-01,36,bull,15.627413055088846,7.62,7.995413055088846,9.875413055088845,7.62,1,Medium,2,SmallMed,0.8
el abra,2029-06-01,42,bull,16.804413055088844,7.62,8.108413055088844,9.210413055088845,7.62,1,Medium,2,SmallMed,0.8
el abra,2029-12-01,48,bull,16.510413055088843,7.62,8.052413055088845,9.660413055088846,7.62,1,Medium,2,SmallMed,0.8
el abra,2030-06-01,54,bull,18.984413055088847,7.62,8.134413055088846,10.157413055088846,7.62,1,Medium,2,SmallMed,0.8
el abra,2030-12-01,60,bull,16.497413055088845,7.62,8.039413055088845,9.585413055088846,7.62,1,Medium,2,SmallMed,0.8
el abra,2031-12-01,72,bull,15.164413055088845,7.62,7.720413055088845,8.937413055088845,7.62,1,Medium,2,SmallMed,0.8
el abra,2032-12-01,84,bull,14.696413055088845,7.62,7.589413055088846,10.251413055088845,7.62,1,Medium,2,SmallMed,0.8
el soldado,2026-01-01,1,bull,3.811482320667034,3.312,2.674482320667034,4.263482320667034,3.312,0,Small,1,SmallMed,0.8
el soldado,2026-03-01,3,bull,4.449482320667035,3.312,2.540482320667034,4.547482320667035,3.312,0,Small,1,SmallMed,0.8
