Version,Best_Label,ML,Stat,alpha_sm_short,alpha_sm_long,alpha_lc,MAPE,Skill,WR,M50,Reference_MAPE,Reference_Skill
v30,RF+RollingMean SM=0.3/0.9 LC=0.5,RF,RollingMean,0.3,0.9,0.5,20.09,23.74,64.3,23,23.6,6.8
