ML,Stat,α_sm_s,α_sm_l,α_sm_mid,α_lc,MAPE,Skill,WR,WR_Focus,M50,Label
ALL3,ARIMA,0.3,0.8,0.55,0.5,20.48,22.69,63.2,64.4,24,ALL3+ARIMA SM=0.3/0.8 LC=0.5
ALL3,ARIMA,0.3,0.8,0.55,0.6,20.53,22.19,62.7,64.2,23,ALL3+ARIMA SM=0.3/0.8 LC=0.6
ALL3,ARIMA,0.3,0.8,0.55,0.7,20.61,21.34,61.8,62.8,22,ALL3+ARIMA SM=0.3/0.8 LC=0.7
ALL3,ARIMA,0.3,0.9,0.6,0.2,20.73,21.1,63.2,64.6,24,ALL3+ARIMA SM=0.3/0.9 LC=0.2
ALL3,ARIMA,0.3,0.9,0.6,0.3,20.58,22.03,62.9,64.4,24,ALL3+ARIMA SM=0.3/0.9 LC=0.3
ALL3,ARIMA,0.3,0.9,0.6,0.4,20.5,22.51,62.9,64.4,24,ALL3+ARIMA SM=0.3/0.9 LC=0.4
ALL3,ARIMA,0.3,0.9,0.6,0.5,20.49,22.47,63.2,64.4,24,ALL3+ARIMA SM=0.3/0.9 LC=0.5
ALL3,ARIMA,0.3,0.9,0.6,0.6,20.54,21.97,62.6,64.2,23,ALL3+ARIMA SM=0.3/0.9 LC=0.6
ALL3,ARIMA,0.3,0.9,0.6,0.7,20.62,21.12,61.7,62.8,22,ALL3+ARIMA SM=0.3/0.9 LC=0.7
ALL3,ARIMA,0.3,1.0,0.65,0.2,20.8,20.81,63.0,63.8,23,ALL3+ARIMA SM=0.3/1.0 LC=0.2
ALL3,ARIMA,0.3,1.0,0.65,0.3,20.65,21.73,62.6,63.6,23,ALL3+ARIMA SM=0.3/1.0 LC=0.3
ALL3,ARIMA,0.3,1.0,0.65,0.4,20.57,22.22,62.6,63.6,23,ALL3+ARIMA SM=0.3/1.0 LC=0.4
ALL3,ARIMA,0.3,1.0,0.65,0.5,20.56,22.18,62.9,63.6,24,ALL3+ARIMA SM=0.3/1.0 LC=0.5
ALL3,ARIMA,0.3,1.0,0.65,0.6,20.61,21.68,62.3,63.4,23,ALL3+ARIMA SM=0.3/1.0 LC=0.6
ALL3,ARIMA,0.3,1.0,0.65,0.7,20.69,20.83,61.4,61.9,22,ALL3+ARIMA SM=0.3/1.0 LC=0.7
ALL3,ARIMA,0.4,0.5,0.45,0.2,21.09,21.37,63.6,64.6,24,ALL3+ARIMA SM=0.4/0.5 LC=0.2
ALL3,ARIMA,0.4,0.5,0.45,0.3,20.95,22.29,63.2,64.4,24,ALL3+ARIMA SM=0.4/0.5 LC=0.3
ALL3,ARIMA,0.4,0.5,0.45,0.4,20.87,22.77,63.3,64.4,24,ALL3+ARIMA SM=0.4/0.5 LC=0.4
ALL3,ARIMA,0.4,0.5,0.45,0.5,20.85,22.74,63.6,64.4,25,ALL3+ARIMA SM=0.4/0.5 LC=0.5
ALL3,ARIMA,0.4,0.5,0.45,0.6,20.9,22.23,63.0,64.2,24,ALL3+ARIMA SM=0.4/0.5 LC=0.6
ALL3,ARIMA,0.4,0.5,0.45,0.7,20.99,21.38,62.1,62.8,23,ALL3+ARIMA SM=0.4/0.5 LC=0.7
ALL3,ARIMA,0.4,0.6,0.5,0.2,20.93,21.43,63.7,64.6,23,ALL3+ARIMA SM=0.4/0.6 LC=0.2
ALL3,ARIMA,0.4,0.6,0.5,0.3,20.78,22.35,63.3,64.4,23,ALL3+ARIMA SM=0.4/0.6 LC=0.3
ALL3,ARIMA,0.4,0.6,0.5,0.4,20.7,22.84,63.4,64.4,23,ALL3+ARIMA SM=0.4/0.6 LC=0.4
ALL3,ARIMA,0.4,0.6,0.5,0.5,20.69,22.8,63.6,64.4,24,ALL3+ARIMA SM=0.4/0.6 LC=0.5
ALL3,ARIMA,0.4,0.6,0.5,0.6,20.74,22.3,63.1,64.2,23,ALL3+ARIMA SM=0.4/0.6 LC=0.6
ALL3,ARIMA,0.4,0.6,0.5,0.7,20.82,21.44,62.2,62.8,22,ALL3+ARIMA SM=0.4/0.6 LC=0.7
ALL3,ARIMA,0.4,0.7,0.55,0.2,20.82,21.41,63.4,64.4,23,ALL3+ARIMA SM=0.4/0.7 LC=0.2
ALL3,ARIMA,0.4,0.7,0.55,0.3,20.68,22.33,63.0,64.2,23,ALL3+ARIMA SM=0.4/0.7 LC=0.3
ALL3,ARIMA,0.4,0.7,0.55,0.4,20.6,22.81,63.1,64.2,23,ALL3+ARIMA SM=0.4/0.7 LC=0.4
ALL3,ARIMA,0.4,0.7,0.55,0.5,20.58,22.78,63.4,64.2,24,ALL3+ARIMA SM=0.4/0.7 LC=0.5
ALL3,ARIMA,0.4,0.7,0.55,0.6,20.63,22.28,62.8,64.0,23,ALL3+ARIMA SM=0.4/0.7 LC=0.6
ALL3,ARIMA,0.4,0.7,0.55,0.7,20.72,21.42,61.9,62.6,22,ALL3+ARIMA SM=0.4/0.7 LC=0.7
ALL3,ARIMA,0.4,0.8,0.6,0.2,20.76,21.28,63.4,64.6,24,ALL3+ARIMA SM=0.4/0.8 LC=0.2
ALL3,ARIMA,0.4,0.8,0.6,0.3,20.62,22.21,63.0,64.4,24,ALL3+ARIMA SM=0.4/0.8 LC=0.3
ALL3,ARIMA,0.4,0.8,0.6,0.4,20.54,22.69,63.1,64.4,24,ALL3+ARIMA SM=0.4/0.8 LC=0.4
ALL3,ARIMA,0.4,0.8,0.6,0.5,20.52,22.66,63.4,64.4,24,ALL3+ARIMA SM=0.4/0.8 LC=0.5
ALL3,ARIMA,0.4,0.8,0.6,0.6,20.57,22.15,62.8,64.2,23,ALL3+ARIMA SM=0.4/0.8 LC=0.6
ALL3,ARIMA,0.4,0.8,0.6,0.7,20.66,21.3,61.9,62.8,22,ALL3+ARIMA SM=0.4/0.8 LC=0.7
ALL3,ARIMA,0.4,0.9,0.65,0.2,20.77,21.06,63.4,64.6,24,ALL3+ARIMA SM=0.4/0.9 LC=0.2
ALL3,ARIMA,0.4,0.9,0.65,0.3,20.63,21.99,63.0,64.4,24,ALL3+ARIMA SM=0.4/0.9 LC=0.3
ALL3,ARIMA,0.4,0.9,0.65,0.4,20.54,22.47,63.0,64.4,24,ALL3+ARIMA SM=0.4/0.9 LC=0.4
ALL3,ARIMA,0.4,0.9,0.65,0.5,20.53,22.43,63.3,64.4,24,ALL3+ARIMA SM=0.4/0.9 LC=0.5
ALL3,ARIMA,0.4,0.9,0.65,0.6,20.58,21.93,62.7,64.2,23,ALL3+ARIMA SM=0.4/0.9 LC=0.6
ALL3,ARIMA,0.4,0.9,0.65,0.7,20.67,21.08,61.8,62.8,22,ALL3+ARIMA SM=0.4/0.9 LC=0.7
ALL3,ARIMA,0.4,1.0,0.7,0.2,20.84,20.77,63.1,63.8,23,ALL3+ARIMA SM=0.4/1.0 LC=0.2
ALL3,ARIMA,0.4,1.0,0.7,0.3,20.7,21.69,62.7,63.6,23,ALL3+ARIMA SM=0.4/1.0 LC=0.3
ALL3,ARIMA,0.4,1.0,0.7,0.4,20.62,22.17,62.7,63.6,23,ALL3+ARIMA SM=0.4/1.0 LC=0.4
ALL3,ARIMA,0.4,1.0,0.7,0.5,20.61,22.14,63.0,63.6,24,ALL3+ARIMA SM=0.4/1.0 LC=0.5
ALL3,ARIMA,0.4,1.0,0.7,0.6,20.66,21.64,62.5,63.4,23,ALL3+ARIMA SM=0.4/1.0 LC=0.6
ALL3,ARIMA,0.4,1.0,0.7,0.7,20.74,20.78,61.6,61.9,22,ALL3+ARIMA SM=0.4/1.0 LC=0.7
ALL3,ARIMA,0.5,0.5,0.5,0.2,21.14,21.31,63.5,64.6,23,ALL3+ARIMA SM=0.5/0.5 LC=0.2
ALL3,ARIMA,0.5,0.5,0.5,0.3,21.0,22.24,63.1,64.4,23,ALL3+ARIMA SM=0.5/0.5 LC=0.3
ALL3,ARIMA,0.5,0.5,0.5,0.4,20.91,22.72,63.1,64.4,23,ALL3+ARIMA SM=0.5/0.5 LC=0.4
ALL3,ARIMA,0.5,0.5,0.5,0.5,20.9,22.69,63.4,64.4,24,ALL3+ARIMA SM=0.5/0.5 LC=0.5
ALL3,ARIMA,0.5,0.5,0.5,0.6,20.95,22.18,62.9,64.2,23,ALL3+ARIMA SM=0.5/0.5 LC=0.6
ALL3,ARIMA,0.5,0.5,0.5,0.7,21.04,21.33,62.0,62.8,22,ALL3+ARIMA SM=0.5/0.5 LC=0.7
ALL3,ARIMA,0.5,0.6,0.55,0.2,20.98,21.38,63.6,64.6,23,ALL3+ARIMA SM=0.5/0.6 LC=0.2
ALL3,ARIMA,0.5,0.6,0.55,0.3,20.83,22.3,63.2,64.4,23,ALL3+ARIMA SM=0.5/0.6 LC=0.3
ALL3,ARIMA,0.5,0.6,0.55,0.4,20.75,22.78,63.2,64.4,23,ALL3+ARIMA SM=0.5/0.6 LC=0.4
ALL3,ARIMA,0.5,0.6,0.55,0.5,20.74,22.75,63.5,64.4,24,ALL3+ARIMA SM=0.5/0.6 LC=0.5
ALL3,ARIMA,0.5,0.6,0.55,0.6,20.79,22.25,63.0,64.2,23,ALL3+ARIMA SM=0.5/0.6 LC=0.6
ALL3,ARIMA,0.5,0.6,0.55,0.7,20.87,21.39,62.1,62.8,22,ALL3+ARIMA SM=0.5/0.6 LC=0.7
ALL3,ARIMA,0.5,0.7,0.6,0.2,20.87,21.36,63.4,64.4,23,ALL3+ARIMA SM=0.5/0.7 LC=0.2
ALL3,ARIMA,0.5,0.7,0.6,0.3,20.72,22.28,63.0,64.2,23,ALL3+ARIMA SM=0.5/0.7 LC=0.3
ALL3,ARIMA,0.5,0.7,0.6,0.4,20.64,22.76,63.0,64.2,23,ALL3+ARIMA SM=0.5/0.7 LC=0.4
ALL3,ARIMA,0.5,0.7,0.6,0.5,20.63,22.73,63.3,64.2,24,ALL3+ARIMA SM=0.5/0.7 LC=0.5
ALL3,ARIMA,0.5,0.7,0.6,0.6,20.68,22.23,62.7,64.0,23,ALL3+ARIMA SM=0.5/0.7 LC=0.6
ALL3,ARIMA,0.5,0.7,0.6,0.7,20.76,21.37,61.8,62.6,22,ALL3+ARIMA SM=0.5/0.7 LC=0.7
ALL3,ARIMA,0.5,0.8,0.65,0.2,20.81,21.23,63.4,64.6,24,ALL3+ARIMA SM=0.5/0.8 LC=0.2
ALL3,ARIMA,0.5,0.8,0.65,0.3,20.67,22.16,63.0,64.4,24,ALL3+ARIMA SM=0.5/0.8 LC=0.3
ALL3,ARIMA,0.5,0.8,0.65,0.4,20.58,22.64,63.0,64.4,24,ALL3+ARIMA SM=0.5/0.8 LC=0.4
ALL3,ARIMA,0.5,0.8,0.65,0.5,20.57,22.6,63.3,64.4,24,ALL3+ARIMA SM=0.5/0.8 LC=0.5
ALL3,ARIMA,0.5,0.8,0.65,0.6,20.62,22.1,62.7,64.2,23,ALL3+ARIMA SM=0.5/0.8 LC=0.6
ALL3,ARIMA,0.5,0.8,0.65,0.7,20.71,21.25,61.8,62.8,22,ALL3+ARIMA SM=0.5/0.8 LC=0.7
ALL3,ARIMA,0.5,0.9,0.7,0.2,20.82,21.01,63.3,64.6,24,ALL3+ARIMA SM=0.5/0.9 LC=0.2
ALL3,ARIMA,0.5,0.9,0.7,0.3,20.68,21.93,62.9,64.4,24,ALL3+ARIMA SM=0.5/0.9 LC=0.3
ALL3,ARIMA,0.5,0.9,0.7,0.4,20.6,22.41,63.0,64.4,24,ALL3+ARIMA SM=0.5/0.9 LC=0.4
ALL3,ARIMA,0.5,0.9,0.7,0.5,20.58,22.38,63.2,64.4,24,ALL3+ARIMA SM=0.5/0.9 LC=0.5
ALL3,ARIMA,0.5,0.9,0.7,0.6,20.63,21.88,62.7,64.2,23,ALL3+ARIMA SM=0.5/0.9 LC=0.6
ALL3,ARIMA,0.5,0.9,0.7,0.7,20.72,21.02,61.8,62.8,22,ALL3+ARIMA SM=0.5/0.9 LC=0.7
ALL3,ARIMA,0.5,1.0,0.75,0.2,20.9,20.71,63.0,63.8,23,ALL3+ARIMA SM=0.5/1.0 LC=0.2
ALL3,ARIMA,0.5,1.0,0.75,0.3,20.75,21.63,62.6,63.6,23,ALL3+ARIMA SM=0.5/1.0 LC=0.3
ALL3,ARIMA,0.5,1.0,0.75,0.4,20.67,22.12,62.7,63.6,23,ALL3+ARIMA SM=0.5/1.0 LC=0.4
ALL3,ARIMA,0.5,1.0,0.75,0.5,20.66,22.08,63.0,63.6,24,ALL3+ARIMA SM=0.5/1.0 LC=0.5
ALL3,ARIMA,0.5,1.0,0.75,0.6,20.71,21.58,62.4,63.4,23,ALL3+ARIMA SM=0.5/1.0 LC=0.6
ALL3,ARIMA,0.5,1.0,0.75,0.7,20.79,20.73,61.5,61.9,22,ALL3+ARIMA SM=0.5/1.0 LC=0.7
ALL3,ARIMA,0.6,0.5,0.55,0.2,21.19,21.25,63.1,64.6,23,ALL3+ARIMA SM=0.6/0.5 LC=0.2
ALL3,ARIMA,0.6,0.5,0.55,0.3,21.05,22.18,62.7,64.4,23,ALL3+ARIMA SM=0.6/0.5 LC=0.3
ALL3,ARIMA,0.6,0.5,0.55,0.4,20.97,22.66,62.8,64.4,23,ALL3+ARIMA SM=0.6/0.5 LC=0.4
ALL3,ARIMA,0.6,0.5,0.55,0.5,20.96,22.62,63.1,64.4,24,ALL3+ARIMA SM=0.6/0.5 LC=0.5
ALL3,ARIMA,0.6,0.5,0.55,0.6,21.01,22.12,62.5,64.2,23,ALL3+ARIMA SM=0.6/0.5 LC=0.6
ALL3,ARIMA,0.6,0.5,0.55,0.7,21.09,21.27,61.6,62.8,22,ALL3+ARIMA SM=0.6/0.5 LC=0.7
ALL3,ARIMA,0.6,0.6,0.6,0.2,21.03,21.31,63.3,64.6,23,ALL3+ARIMA SM=0.6/0.6 LC=0.2
ALL3,ARIMA,0.6,0.6,0.6,0.3,20.89,22.24,62.9,64.4,23,ALL3+ARIMA SM=0.6/0.6 LC=0.3
ALL3,ARIMA,0.6,0.6,0.6,0.4,20.81,22.72,63.0,64.4,23,ALL3+ARIMA SM=0.6/0.6 LC=0.4
ALL3,ARIMA,0.6,0.6,0.6,0.5,20.79,22.69,63.2,64.4,24,ALL3+ARIMA SM=0.6/0.6 LC=0.5
ALL3,ARIMA,0.6,0.6,0.6,0.6,20.84,22.18,62.7,64.2,23,ALL3+ARIMA SM=0.6/0.6 LC=0.6
ALL3,ARIMA,0.6,0.6,0.6,0.7,20.93,21.33,61.8,62.8,22,ALL3+ARIMA SM=0.6/0.6 LC=0.7
ALL3,ARIMA,0.6,0.7,0.65,0.2,20.92,21.29,63.1,64.4,23,ALL3+ARIMA SM=0.6/0.7 LC=0.2
ALL3,ARIMA,0.6,0.7,0.65,0.3,20.78,22.22,62.7,64.2,23,ALL3+ARIMA SM=0.6/0.7 LC=0.3
ALL3,ARIMA,0.6,0.7,0.65,0.4,20.7,22.7,62.7,64.2,23,ALL3+ARIMA SM=0.6/0.7 LC=0.4
ALL3,ARIMA,0.6,0.7,0.65,0.5,20.69,22.66,63.0,64.2,24,ALL3+ARIMA SM=0.6/0.7 LC=0.5
ALL3,ARIMA,0.6,0.7,0.65,0.6,20.74,22.16,62.5,64.0,23,ALL3+ARIMA SM=0.6/0.7 LC=0.6
ALL3,ARIMA,0.6,0.7,0.65,0.7,20.82,21.31,61.6,62.6,22,ALL3+ARIMA SM=0.6/0.7 LC=0.7
ALL3,ARIMA,0.6,0.8,0.7,0.2,20.87,21.16,63.1,64.6,24,ALL3+ARIMA SM=0.6/0.8 LC=0.2
ALL3,ARIMA,0.6,0.8,0.7,0.3,20.72,22.09,62.7,64.4,24,ALL3+ARIMA SM=0.6/0.8 LC=0.3
ALL3,ARIMA,0.6,0.8,0.7,0.4,20.64,22.57,62.7,64.4,24,ALL3+ARIMA SM=0.6/0.8 LC=0.4
ALL3,ARIMA,0.6,0.8,0.7,0.5,20.63,22.53,63.0,64.4,24,ALL3+ARIMA SM=0.6/0.8 LC=0.5
ALL3,ARIMA,0.6,0.8,0.7,0.6,20.68,22.03,62.5,64.2,23,ALL3+ARIMA SM=0.6/0.8 LC=0.6
ALL3,ARIMA,0.6,0.8,0.7,0.7,20.77,21.18,61.6,62.8,22,ALL3+ARIMA SM=0.6/0.8 LC=0.7
ALL3,ARIMA,0.6,0.9,0.75,0.2,20.88,20.94,63.0,64.6,24,ALL3+ARIMA SM=0.6/0.9 LC=0.2
ALL3,ARIMA,0.6,0.9,0.75,0.3,20.74,21.86,62.6,64.4,24,ALL3+ARIMA SM=0.6/0.9 LC=0.3
ALL3,ARIMA,0.6,0.9,0.75,0.4,20.66,22.34,62.7,64.4,24,ALL3+ARIMA SM=0.6/0.9 LC=0.4
ALL3,ARIMA,0.6,0.9,0.75,0.5,20.64,22.31,63.0,64.4,24,ALL3+ARIMA SM=0.6/0.9 LC=0.5
ALL3,ARIMA,0.6,0.9,0.75,0.6,20.69,21.81,62.4,64.2,23,ALL3+ARIMA SM=0.6/0.9 LC=0.6
ALL3,ARIMA,0.6,0.9,0.75,0.7,20.78,20.95,61.5,62.8,22,ALL3+ARIMA SM=0.6/0.9 LC=0.7
ALL3,ARIMA,0.6,1.0,0.8,0.2,20.96,20.64,62.8,63.8,23,ALL3+ARIMA SM=0.6/1.0 LC=0.2
ALL3,ARIMA,0.6,1.0,0.8,0.3,20.81,21.57,62.4,63.6,23,ALL3+ARIMA SM=0.6/1.0 LC=0.3
ALL3,ARIMA,0.6,1.0,0.8,0.4,20.73,22.05,62.5,63.6,23,ALL3+ARIMA SM=0.6/1.0 LC=0.4
ALL3,ARIMA,0.6,1.0,0.8,0.5,20.72,22.01,62.7,63.6,24,ALL3+ARIMA SM=0.6/1.0 LC=0.5
ALL3,ARIMA,0.6,1.0,0.8,0.6,20.77,21.51,62.2,63.4,23,ALL3+ARIMA SM=0.6/1.0 LC=0.6
ALL3,ARIMA,0.6,1.0,0.8,0.7,20.85,20.66,61.3,61.9,22,ALL3+ARIMA SM=0.6/1.0 LC=0.7
ALL3,ARIMA,0.7,0.5,0.6,0.2,21.25,21.18,62.6,64.6,23,ALL3+ARIMA SM=0.7/0.5 LC=0.2
ALL3,ARIMA,0.7,0.5,0.6,0.3,21.11,22.1,62.2,64.4,23,ALL3+ARIMA SM=0.7/0.5 LC=0.3
ALL3,ARIMA,0.7,0.5,0.6,0.4,21.03,22.58,62.2,64.4,23,ALL3+ARIMA SM=0.7/0.5 LC=0.4
ALL3,ARIMA,0.7,0.5,0.6,0.5,21.02,22.55,62.5,64.4,24,ALL3+ARIMA SM=0.7/0.5 LC=0.5
ALL3,ARIMA,0.7,0.5,0.6,0.6,21.07,22.05,62.0,64.2,23,ALL3+ARIMA SM=0.7/0.5 LC=0.6
ALL3,ARIMA,0.7,0.5,0.6,0.7,21.15,21.19,61.1,62.8,22,ALL3+ARIMA SM=0.7/0.5 LC=0.7
ALL3,ARIMA,0.7,0.6,0.65,0.2,21.09,21.24,62.7,64.6,23,ALL3+ARIMA SM=0.7/0.6 LC=0.2
ALL3,ARIMA,0.7,0.6,0.65,0.3,20.95,22.16,62.3,64.4,23,ALL3+ARIMA SM=0.7/0.6 LC=0.3
ALL3,ARIMA,0.7,0.6,0.65,0.4,20.87,22.65,62.4,64.4,23,ALL3+ARIMA SM=0.7/0.6 LC=0.4
ALL3,ARIMA,0.7,0.6,0.65,0.5,20.85,22.61,62.7,64.4,24,ALL3+ARIMA SM=0.7/0.6 LC=0.5
ALL3,ARIMA,0.7,0.6,0.65,0.6,20.9,22.11,62.1,64.2,23,ALL3+ARIMA SM=0.7/0.6 LC=0.6
ALL3,ARIMA,0.7,0.6,0.65,0.7,20.99,21.26,61.2,62.8,22,ALL3+ARIMA SM=0.7/0.6 LC=0.7
ALL3,ARIMA,0.7,0.7,0.7,0.2,20.99,21.22,62.5,64.4,23,ALL3+ARIMA SM=0.7/0.7 LC=0.2
ALL3,ARIMA,0.7,0.7,0.7,0.3,20.84,22.14,62.1,64.2,23,ALL3+ARIMA SM=0.7/0.7 LC=0.3
ALL3,ARIMA,0.7,0.7,0.7,0.4,20.76,22.62,62.2,64.2,23,ALL3+ARIMA SM=0.7/0.7 LC=0.4
ALL3,ARIMA,0.7,0.7,0.7,0.5,20.75,22.59,62.5,64.2,24,ALL3+ARIMA SM=0.7/0.7 LC=0.5
ALL3,ARIMA,0.7,0.7,0.7,0.6,20.8,22.08,61.9,64.0,23,ALL3+ARIMA SM=0.7/0.7 LC=0.6
ALL3,ARIMA,0.7,0.7,0.7,0.7,20.88,21.23,61.0,62.6,22,ALL3+ARIMA SM=0.7/0.7 LC=0.7
ALL3,ARIMA,0.7,0.8,0.75,0.2,20.93,21.09,62.5,64.6,24,ALL3+ARIMA SM=0.7/0.8 LC=0.2
ALL3,ARIMA,0.7,0.8,0.75,0.3,20.79,22.01,62.1,64.4,24,ALL3+ARIMA SM=0.7/0.8 LC=0.3
ALL3,ARIMA,0.7,0.8,0.75,0.4,20.71,22.49,62.2,64.4,24,ALL3+ARIMA SM=0.7/0.8 LC=0.4
ALL3,ARIMA,0.7,0.8,0.75,0.5,20.69,22.46,62.5,64.4,24,ALL3+ARIMA SM=0.7/0.8 LC=0.5
ALL3,ARIMA,0.7,0.8,0.75,0.6,20.74,21.95,61.9,64.2,23,ALL3+ARIMA SM=0.7/0.8 LC=0.6
ALL3,ARIMA,0.7,0.8,0.75,0.7,20.83,21.1,61.0,62.8,22,ALL3+ARIMA SM=0.7/0.8 LC=0.7
ALL3,ARIMA,0.7,0.9,0.8,0.2,20.94,20.86,62.5,64.6,24,ALL3+ARIMA SM=0.7/0.9 LC=0.2
ALL3,ARIMA,0.7,0.9,0.8,0.3,20.8,21.78,62.1,64.4,24,ALL3+ARIMA SM=0.7/0.9 LC=0.3
ALL3,ARIMA,0.7,0.9,0.8,0.4,20.72,22.27,62.2,64.4,24,ALL3+ARIMA SM=0.7/0.9 LC=0.4
ALL3,ARIMA,0.7,0.9,0.8,0.5,20.71,22.23,62.5,64.4,24,ALL3+ARIMA SM=0.7/0.9 LC=0.5
ALL3,ARIMA,0.7,0.9,0.8,0.6,20.76,21.73,61.9,64.2,23,ALL3+ARIMA SM=0.7/0.9 LC=0.6
ALL3,ARIMA,0.7,0.9,0.8,0.7,20.84,20.88,61.0,62.8,22,ALL3+ARIMA SM=0.7/0.9 LC=0.7
ALL3,ARIMA,0.7,1.0,0.85,0.2,21.02,20.56,62.2,63.8,23,ALL3+ARIMA SM=0.7/1.0 LC=0.2
ALL3,ARIMA,0.7,1.0,0.85,0.3,20.88,21.49,61.8,63.6,23,ALL3+ARIMA SM=0.7/1.0 LC=0.3
ALL3,ARIMA,0.7,1.0,0.85,0.4,20.8,21.97,61.9,63.6,23,ALL3+ARIMA SM=0.7/1.0 LC=0.4
ALL3,ARIMA,0.7,1.0,0.85,0.5,20.78,21.94,62.2,63.6,24,ALL3+ARIMA SM=0.7/1.0 LC=0.5
ALL3,ARIMA,0.7,1.0,0.85,0.6,20.83,21.43,61.6,63.4,23,ALL3+ARIMA SM=0.7/1.0 LC=0.6
ALL3,ARIMA,0.7,1.0,0.85,0.7,20.92,20.58,60.7,61.9,22,ALL3+ARIMA SM=0.7/1.0 LC=0.7
ALL3,SARIMAX,0.3,0.5,0.4,0.2,23.36,4.24,60.3,60.1,21,ALL3+SARIMAX SM=0.3/0.5 LC=0.2
ALL3,SARIMAX,0.3,0.5,0.4,0.3,22.91,7.67,60.4,60.3,21,ALL3+SARIMAX SM=0.3/0.5 LC=0.3
ALL3,SARIMAX,0.3,0.5,0.4,0.4,22.5,10.76,60.6,60.9,21,ALL3+SARIMAX SM=0.3/0.5 LC=0.4
ALL3,SARIMAX,0.3,0.5,0.4,0.5,22.18,13.26,60.7,61.9,22,ALL3+SARIMAX SM=0.3/0.5 LC=0.5
ALL3,SARIMAX,0.3,0.5,0.4,0.6,21.9,15.37,60.7,61.9,22,ALL3+SARIMAX SM=0.3/0.5 LC=0.6
ALL3,SARIMAX,0.3,0.5,0.4,0.7,21.7,16.79,60.2,61.3,23,ALL3+SARIMAX SM=0.3/0.5 LC=0.7
ALL3,SARIMAX,0.3,0.6,0.45,0.2,23.14,4.48,60.4,59.7,20,ALL3+SARIMAX SM=0.3/0.6 LC=0.2
ALL3,SARIMAX,0.3,0.6,0.45,0.3,22.69,7.91,60.5,59.9,20,ALL3+SARIMAX SM=0.3/0.6 LC=0.3
ALL3,SARIMAX,0.3,0.6,0.45,0.4,22.28,11.0,60.7,60.5,20,ALL3+SARIMAX SM=0.3/0.6 LC=0.4
ALL3,SARIMAX,0.3,0.6,0.45,0.5,21.96,13.51,60.7,61.5,21,ALL3+SARIMAX SM=0.3/0.6 LC=0.5
ALL3,SARIMAX,0.3,0.6,0.45,0.6,21.68,15.61,60.7,61.5,21,ALL3+SARIMAX SM=0.3/0.6 LC=0.6
ALL3,SARIMAX,0.3,0.6,0.45,0.7,21.49,17.03,60.3,60.9,22,ALL3+SARIMAX SM=0.3/0.6 LC=0.7
ALL3,SARIMAX,0.3,0.7,0.5,0.2,22.97,4.63,60.3,59.7,20,ALL3+SARIMAX SM=0.3/0.7 LC=0.2
ALL3,SARIMAX,0.3,0.7,0.5,0.3,22.52,8.06,60.4,59.9,20,ALL3+SARIMAX SM=0.3/0.7 LC=0.3
ALL3,SARIMAX,0.3,0.7,0.5,0.4,22.11,11.16,60.6,60.5,20,ALL3+SARIMAX SM=0.3/0.7 LC=0.4
ALL3,SARIMAX,0.3,0.7,0.5,0.5,21.79,13.66,60.7,61.5,21,ALL3+SARIMAX SM=0.3/0.7 LC=0.5
ALL3,SARIMAX,0.3,0.7,0.5,0.6,21.51,15.76,60.7,61.5,21,ALL3+SARIMAX SM=0.3/0.7 LC=0.6
ALL3,SARIMAX,0.3,0.7,0.5,0.7,21.32,17.19,60.2,60.9,22,ALL3+SARIMAX SM=0.3/0.7 LC=0.7
ALL3,SARIMAX,0.3,0.8,0.55,0.2,22.86,4.66,60.7,60.7,20,ALL3+SARIMAX SM=0.3/0.8 LC=0.2
ALL3,SARIMAX,0.3,0.8,0.55,0.3,22.41,8.09,60.8,60.9,20,ALL3+SARIMAX SM=0.3/0.8 LC=0.3
ALL3,SARIMAX,0.3,0.8,0.55,0.4,22.0,11.18,60.9,61.5,20,ALL3+SARIMAX SM=0.3/0.8 LC=0.4
ALL3,SARIMAX,0.3,0.8,0.55,0.5,21.68,13.69,61.0,62.6,21,ALL3+SARIMAX SM=0.3/0.8 LC=0.5
ALL3,SARIMAX,0.3,0.8,0.55,0.6,21.4,15.79,61.0,62.6,21,ALL3+SARIMAX SM=0.3/0.8 LC=0.6
ALL3,SARIMAX,0.3,0.8,0.55,0.7,21.21,17.22,60.5,61.9,22,ALL3+SARIMAX SM=0.3/0.8 LC=0.7
ALL3,SARIMAX,0.3,0.9,0.6,0.2,22.85,4.53,60.8,61.3,20,ALL3+SARIMAX SM=0.3/0.9 LC=0.2
ALL3,SARIMAX,0.3,0.9,0.6,0.3,22.4,7.96,60.9,61.5,20,ALL3+SARIMAX SM=0.3/0.9 LC=0.3
ALL3,SARIMAX,0.3,0.9,0.6,0.4,21.99,11.06,61.1,62.1,20,ALL3+SARIMAX SM=0.3/0.9 LC=0.4
ALL3,SARIMAX,0.3,0.9,0.6,0.5,21.67,13.56,61.1,63.2,21,ALL3+SARIMAX SM=0.3/0.9 LC=0.5
ALL3,SARIMAX,0.3,0.9,0.6,0.6,21.39,15.66,61.1,63.2,21,ALL3+SARIMAX SM=0.3/0.9 LC=0.6
ALL3,SARIMAX,0.3,0.9,0.6,0.7,21.2,17.09,60.7,62.6,22,ALL3+SARIMAX SM=0.3/0.9 LC=0.7
ALL3,SARIMAX,0.3,1.0,0.65,0.2,22.94,4.23,60.5,60.3,20,ALL3+SARIMAX SM=0.3/1.0 LC=0.2
