ForecastYear,Chile_Pred,Chile_Lower,Chile_Upper,Chile_Naive,N_Mines
2026,6322.90273539897,5063.93473539897,7497.45073539897,6739.407919667854,36
2027,6380.8987353989705,5048.83873539897,7540.18273539897,6739.407919667854,36
2028,6305.53873539897,4991.658735398971,7648.890735398971,6739.407919667854,36
2029,6274.29073539897,5005.83073539897,7797.13873539897,6739.407919667854,36
2030,6328.29073539897,4971.702735398971,7837.92673539897,6739.407919667854,36
