Origin,Horizonte,Mine,Segment,Actual,Pred,Naive
2018-07-01,12,salvador,SM,3.961,4.422402239778393,5.9
2018-07-01,12,sierra gorda,SM,8.868,13.119592019794823,7.2
2018-07-01,12,zaldivar,SM,9.303,7.628243572642692,8.4
2018-07-01,18,andacollo,SM,6.32,3.5430981254615244,6.4
2018-07-01,18,andina,LC,15.886,16.67643843506515,17.8
2018-07-01,18,antucoya,SM,6.78,5.940401885212435,7.0
2018-07-01,18,atacama kozan,SM,1.177,1.080033897940055,0.8
2018-07-01,18,candelaria,LC,8.24,10.012372982024056,11.4
2018-07-01,18,caserones,LC,11.611,10.041299033509059,10.1
2018-07-01,18,centinela_oxidos,SM,7.457,7.4511110835121235,4.3
2018-07-01,18,centinela_sulfuros,LC,17.118,12.475367188892436,17.7
2018-07-01,18,cerro colorado,SM,7.601,5.892742732770886,4.8
2018-07-01,18,chuquicamata,LC,15.69,24.03015379773253,27.108
2018-07-01,18,collahuasi,LC,53.542,54.80337042486912,41.1
2018-07-01,18,el abra,SM,7.0169,6.744504593244453,6.8
2018-07-01,18,el soldado,SM,3.923,3.6081826307777036,3.734
2018-07-01,18,el teniente,LC,33.386,38.728280700264136,43.4
2018-07-01,18,escondida,LC,100.944,85.90379121779628,81.4
2018-07-01,18,franke,SM,1.101,1.094176999991487,1.7
2018-07-01,18,gabriela mistral,LC,8.929,9.063901211346414,11.5
2018-07-01,18,lomas bayas,SM,6.551,5.533551525357203,6.5
2018-07-01,18,los bronces,LC,20.815,24.483348889943017,28.21
2018-07-01,18,los pelambres,LC,29.774,27.023940154195948,29.4
2018-07-01,18,mantos blancos,SM,3.554,3.6479448331789603,4.053
2018-07-01,18,mantoverde,SM,3.299,3.3201007782366663,3.908
2018-07-01,18,ministro hales,LC,14.335,13.278583529225575,16.7
2018-07-01,18,ojos del salado,SM,2.573,2.1464149258036422,2.6
2018-07-01,18,otros,LC,8.901,11.448402481459075,11.347
2018-07-01,18,radomiro tomic,LC,19.9,23.319333593087634,28.572
2018-07-01,18,salvador,SM,2.34,4.230709509658615,5.9
2018-07-01,18,sierra gorda,SM,10.715,12.904817547345951,7.2
2018-07-01,18,zaldivar,SM,9.951,7.741528164960805,8.4
2018-07-01,24,andacollo,SM,3.028,3.6914997183207823,6.4
2018-07-01,24,andina,LC,14.282,16.000545056794074,17.8
2018-07-01,24,antucoya,SM,5.5,5.700024836281026,7.0
2018-07-01,24,atacama kozan,SM,1.62,1.0560703790556074,0.8
2018-07-01,24,candelaria,LC,10.129,10.339189220603215,11.4
2018-07-01,24,caserones,LC,9.481,10.163006436292166,10.1
2018-07-01,24,centinela_oxidos,SM,7.874,7.611453763376257,4.3
2018-07-01,24,centinela_sulfuros,LC,9.824,13.387247890357557,17.7
2018-07-01,24,cerro colorado,SM,5.22,6.619748258802629,4.8
2018-07-01,24,chuquicamata,LC,37.848,25.79458624139519,27.108
2018-07-01,24,collahuasi,LC,58.119,55.05312133487083,41.1
2018-07-01,24,el abra,SM,5.236,6.850056551581696,6.8
2018-07-01,24,el soldado,SM,2.856,3.718727134888879,3.734
2018-07-01,24,el teniente,LC,30.462,35.72303290105267,43.4
2018-07-01,24,escondida,LC,103.74,90.17187760991743,81.4
2018-07-01,24,franke,SM,1.243,1.05753489870629,1.7
2018-07-01,24,gabriela mistral,LC,8.177,8.92429572503273,11.5
2018-07-01,24,lomas bayas,SM,6.463,5.571537676359937,6.5
2018-07-01,24,los bronces,LC,27.661,19.507506374151003,28.21
2018-07-01,24,los pelambres,LC,27.137,27.10846166973257,29.4
2018-07-01,24,mantos blancos,SM,2.862,3.9498887814080916,4.053
2018-07-01,24,mantoverde,SM,3.159,3.23097567980293,3.908
2018-07-01,24,ministro hales,LC,9.861,12.779113744687455,16.7
2018-07-01,24,ojos del salado,SM,2.351,2.1899067473499962,2.6
2018-07-01,24,otros,LC,12.753,12.119005847423152,11.347
2018-07-01,24,radomiro tomic,LC,19.38,23.8785002725133,28.572
2018-07-01,24,salvador,SM,4.597,3.3155499510459725,5.9
2018-07-01,24,sierra gorda,SM,12.36,12.493893155828317,7.2
2018-07-01,24,zaldivar,SM,7.871,7.806498410199893,8.4
2018-07-01,30,andacollo,SM,4.445,3.3881093869571983,6.4
2018-07-01,30,andina,LC,13.639,16.391527367661908,17.8
2018-07-01,30,antucoya,SM,6.812,6.267228194999464,7.0
2018-07-01,30,atacama kozan,SM,1.013,1.0033744808179932,0.8
2018-07-01,30,candelaria,LC,9.0,10.429822602825773,11.4
2018-07-01,30,caserones,LC,8.761,10.265193178950176,10.1
2018-07-01,30,centinela_oxidos,SM,7.833,7.619197325764839,4.3
2018-07-01,30,centinela_sulfuros,LC,16.0,15.416151062105456,17.7
2018-07-01,30,cerro colorado,SM,4.491,5.209689756912525,4.8
2018-07-01,30,chuquicamata,LC,29.088,19.980207930857198,27.108
2018-07-01,30,collahuasi,LC,57.029,54.58718147570743,41.1
2018-07-01,30,el abra,SM,6.746,7.253197706375422,6.8
2018-07-01,30,el soldado,SM,3.724,3.990752800922341,3.734
2018-07-01,30,el teniente,LC,39.124,35.22310702998837,43.4
2018-07-01,30,escondida,LC,84.669,95.18662421161953,81.4
2018-07-01,30,franke,SM,1.088,1.059615356596288,1.7
2018-07-01,30,gabriela mistral,LC,6.399,8.847555186131874,11.5
2018-07-01,30,lomas bayas,SM,5.4,5.613531476047947,6.5
2018-07-01,30,los bronces,LC,24.529,22.3775013083952,28.21
2018-07-01,30,los pelambres,LC,28.8,27.50967585920305,29.4
2018-07-01,30,mantos blancos,SM,3.705,4.310291014397462,4.053
2018-07-01,30,mantoverde,SM,3.144,3.263176086534168,3.908
2018-07-01,30,ministro hales,LC,17.82,12.58792206800905,16.7
2018-07-01,30,ojos del salado,SM,2.335,2.0581315915221947,2.6
2018-07-01,30,otros,LC,9.332877,11.209935474400371,11.347
2018-07-01,30,radomiro tomic,LC,22.516,23.91991121807937,28.572
2018-07-01,30,salvador,SM,4.462,4.653599651287425,5.9
2018-07-01,30,sierra gorda,SM,11.565,12.092885513052734,7.2
2018-07-01,30,zaldivar,SM,7.298,7.295179956208545,8.4
2018-07-01,36,andacollo,SM,3.84,3.5904523691548444,6.4
2018-07-01,36,andina,LC,19.517,16.47715853081501,17.8
2018-07-01,36,antucoya,SM,5.202,5.811742932852844,7.0
2018-07-01,36,atacama kozan,SM,1.125,1.0465689317799252,0.8
2018-07-01,36,candelaria,LC,9.268,10.695170579802971,11.4
2018-07-01,36,caserones,LC,10.492,10.201838456123797,10.1
2018-07-01,36,centinela_oxidos,SM,7.725,7.571131050658452,4.3
2018-07-01,36,centinela_sulfuros,LC,14.8,13.146951250576263,17.7
2018-07-01,36,cerro colorado,SM,4.555,4.771748985112837,4.8
2018-07-01,36,chuquicamata,LC,13.678,21.85004579884899,27.108
2018-07-01,36,collahuasi,LC,54.03,53.3076524741351,41.1
2018-07-01,36,el abra,SM,5.504,7.211154147282054,6.8
2018-07-01,36,el soldado,SM,4.427,3.8180227188384204,3.734
2018-07-01,36,el teniente,LC,41.2,35.08720450708976,43.4
2018-07-01,36,escondida,LC,86.258,93.517426446948,81.4
2018-07-01,36,franke,SM,0.887,1.0505278672362879,1.7
2018-07-01,36,gabriela mistral,LC,10.068,8.698076220251647,11.5
2018-07-01,36,lomas bayas,SM,5.5,5.912940000550969,6.5
2018-07-01,36,los bronces,LC,26.301,20.244484723295788,28.21
2018-07-01,36,los pelambres,LC,27.911,27.312995909568873,29.4
2018-07-01,36,mantos blancos,SM,4.27,3.9906735944020486,4.053
2018-07-01,36,mantoverde,SM,4.3,3.387586383379787,3.908
2018-07-01,36,ministro hales,LC,16.5,11.635357884407782,16.7
2018-07-01,36,ojos del salado,SM,2.121,1.984595898790385,2.6
2018-07-01,36,otros,LC,10.465720999999998,11.69993220518628,11.347
2018-07-01,36,radomiro tomic,LC,23.227,23.538220580857722,28.572
2018-07-01,36,salvador,SM,3.862,4.5762178891403895,5.9
2018-07-01,36,sierra gorda,SM,17.394,11.90014613711905,7.2
2018-07-01,36,zaldivar,SM,6.879,7.06155030676736,8.4
2018-07-01,42,andacollo,SM,3.061,3.5788065849016197,6.4
2018-07-01,42,andina,LC,18.84,14.593222982802581,17.8
2018-07-01,42,antucoya,SM,6.486,6.5668081193072565,7.0
2018-07-01,42,atacama kozan,SM,0.886,1.0248610070475654,0.8
2018-07-01,42,candelaria,LC,12.325,10.875909825623976,11.4
2018-07-01,42,caserones,LC,12.422,10.0104356378856,10.1
2018-07-01,42,centinela_oxidos,SM,7.583,7.583024866568324,4.3
2018-07-01,42,centinela_sulfuros,LC,12.413,13.275132021702909,17.7
2018-07-01,42,cerro colorado,SM,3.933,4.803652257221567,4.8
2018-07-01,42,chuquicamata,LC,16.401,23.984045693824942,27.108
2018-07-01,42,collahuasi,LC,51.336,51.56157447828026,41.1
2018-07-01,42,el abra,SM,5.718,7.6082543950459955,6.8
2018-07-01,42,el soldado,SM,2.894,3.6894827199754388,3.734
2018-07-01,42,el teniente,LC,34.199,35.06882012148091,43.4
2018-07-01,42,escondida,LC,81.0,96.44781550989255,81.4
2018-07-01,42,franke,SM,0.864,1.0367752174603668,1.7
2018-07-01,42,gabriela mistral,LC,10.29,8.69951127725879,11.5
2018-07-01,42,lomas bayas,SM,6.004,5.887126320671074,6.5
2018-07-01,42,los bronces,LC,20.04,20.441265901680286,28.21
2018-07-01,42,los pelambres,LC,18.115,27.560868582677173,29.4
2018-07-01,42,mantos blancos,SM,3.453,3.76312903642368,4.053
2018-07-01,42,mantoverde,SM,4.106,4.445063962386627,3.908
2018-07-01,42,ministro hales,LC,11.635,11.252537126594694,16.7
2018-07-01,42,ojos del salado,SM,2.323,1.8482878623878574,2.6
2018-07-01,42,otros,LC,11.546456999999998,11.32169803405385,11.347
2018-07-01,42,radomiro tomic,LC,20.479,23.457595000598108,28.572
2018-07-01,42,salvador,SM,1.607,4.209854802860195,5.9
2018-07-01,42,sierra gorda,SM,14.5,11.139242379516784,7.2
2018-07-01,42,zaldivar,SM,8.261,6.8586336321688135,8.4
2018-07-01,48,andacollo,SM,2.221,3.5503617192185097,6.4
2018-07-01,48,andina,LC,17.03,14.686850512635186,17.8
2018-07-01,48,antucoya,SM,6.861993,6.118663646142616,7.0
2018-07-01,48,atacama kozan,SM,1.2634086232,1.0327589160681685,0.8
2018-07-01,48,candelaria,LC,10.720994127971508,10.896949046924446,11.4
2018-07-01,48,caserones,LC,4.999,9.80189124773274,10.1
2018-07-01,48,centinela_oxidos,SM,8.488439999999999,7.5513230132445175,4.3
2018-07-01,48,centinela_sulfuros,LC,12.22597924234586,13.7459346983217,17.7
2018-07-01,48,cerro colorado,SM,3.598,4.430190437626978,4.8
2018-07-01,48,chuquicamata,LC,25.555,23.464242653105007,27.108
2018-07-01,48,collahuasi,LC,47.262,50.067195342355895,41.1
2018-07-01,48,el abra,SM,9.284,7.791758762314297,6.8
2018-07-01,48,el soldado,SM,2.57,4.060640618057811,3.734
2018-07-01,48,el teniente,LC,28.068,32.56741942907373,43.4
2018-07-01,48,escondida,LC,81.399,96.74138689908911,81.4
2018-07-01,48,franke,SM,0.760445,1.0346732741295404,1.7
2018-07-01,48,gabriela mistral,LC,9.132,8.594566803127899,11.5
2018-07-01,48,lomas bayas,SM,6.064031,5.751072207977999,6.5
2018-07-01,48,los bronces,LC,16.49,16.71162263700332,28.21
2018-07-01,48,los pelambres,LC,23.391121186549768,28.528590700389376,29.4
2018-07-01,48,mantos blancos,SM,4.136,4.292077147799053,4.053
2018-07-01,48,mantoverde,SM,4.103,4.470064080801688,3.908
2018-07-01,48,ministro hales,LC,13.17,11.085812775044177,16.7
2018-07-01,48,ojos del salado,SM,1.858,1.8292963552595156,2.6
2018-07-01,48,otros,LC,10.002399353990002,10.937239714527601,11.347
2018-07-01,48,radomiro tomic,LC,25.265,23.73109197318033,28.572
2018-07-01,48,salvador,SM,1.423,2.852872683590768,5.9
2018-07-01,48,sierra gorda,SM,13.05851625126102,11.117315020661703,7.2
2018-07-01,48,zaldivar,SM,7.44,7.020229938497946,8.4
2018-07-01,54,andacollo,SM,3.161,3.508610789037487,6.4
2018-07-01,54,andina,LC,15.112,15.130092175333886,17.8
2018-07-01,54,antucoya,SM,7.046,6.044077420916548,7.0
2018-07-01,54,atacama kozan,SM,0.793,0.9872774071626788,0.8
2018-07-01,54,candelaria,LC,11.93,11.16596194176779,11.4
2018-07-01,54,caserones,LC,11.351,10.254705717100588,10.1
2018-07-01,54,centinela_oxidos,SM,7.836679,7.6187959518384,4.3
2018-07-01,54,centinela_sulfuros,LC,9.888067271067618,13.473961128203827,17.7
2018-07-01,54,cerro colorado,SM,3.581,4.229190437626977,4.8
2018-07-01,54,chuquicamata,LC,23.479,20.70811592364001,27.108
2018-07-01,54,collahuasi,LC,42.903,48.56783214175109,41.1
2018-07-01,54,el abra,SM,8.718,7.450424535561008,6.8
2018-07-01,54,el soldado,SM,4.074,4.159709875121235,3.734
2018-07-01,54,el teniente,LC,32.758,31.075881555442766,43.4
2018-07-01,54,escondida,LC,93.319,99.10637685789757,81.4
2018-07-01,54,franke,SM,1.251,1.0263641167308426,1.7
2018-07-01,54,gabriela mistral,LC,7.517,8.492716485962204,11.5
2018-07-01,54,lomas bayas,SM,7.232,5.7325079278514846,6.5
2018-07-01,54,los bronces,LC,16.369,14.340161229805222,28.21
2018-07-01,54,los pelambres,LC,17.369,28.028973730970822,29.4
2018-07-01,54,mantos blancos,SM,4.134,4.041810789516707,4.053
2018-07-01,54,mantoverde,SM,3.34,4.627547724586206,3.908
2018-07-01,54,ministro hales,LC,10.731,10.533733965270521,16.7
2018-07-01,54,ojos del salado,SM,1.382,1.650275309813265,2.6
2018-07-01,54,otros,LC,12.32280417175306,11.04964622745495,11.347
2018-07-01,54,radomiro tomic,LC,26.388,23.10502762100395,28.572
2018-07-01,54,salvador,SM,2.516,2.7424726835907682,5.9
2018-07-01,54,sierra gorda,SM,10.725,10.975722106334592,7.2
2018-07-01,54,zaldivar,SM,7.572,6.741569505534308,8.4
2018-07-01,60,andacollo,SM,3.937,3.656072075077054,6.4
2018-07-01,60,andina,LC,14.043,15.606530271743068,17.8
2018-07-01,60,antucoya,SM,5.775,6.048882653004956,7.0
2018-07-01,60,atacama kozan,SM,1.11,1.0221269670400253,0.8
2018-07-01,60,candelaria,LC,10.868,11.2818043155596,11.4
2018-07-01,60,caserones,LC,10.542,9.754723936502252,10.1
2018-07-01,60,centinela_oxidos,SM,7.014,7.463980916852167,4.3
2018-07-01,60,centinela_sulfuros,LC,14.484,13.88631132297913,17.7
2018-07-01,60,cerro colorado,SM,3.617,4.218990437626978,4.8
2018-07-01,60,chuquicamata,LC,19.611,20.96871298895614,27.108
2018-07-01,60,collahuasi,LC,50.014,47.03646342502181,41.1
2018-07-01,60,el abra,SM,8.024889,7.711451996941557,6.8
2018-07-01,60,el soldado,SM,5.044,3.8513333289779275,3.734
2018-07-01,60,el teniente,LC,31.799,30.650238481514087,43.4
2018-07-01,60,escondida,LC,82.383,104.85158992246778,81.4
2018-07-01,60,franke,SM,0.951,1.0505094327692164,1.7
2018-07-01,60,gabriela mistral,LC,8.658,8.361813298411594,11.5
2018-07-01,60,lomas bayas,SM,4.8,5.402146295249939,6.5
2018-07-01,60,los bronces,LC,16.377,13.687563882594805,28.21
2018-07-01,60,los pelambres,LC,27.769,28.62212069782104,29.4
2018-07-01,60,mantos blancos,SM,3.742,4.1277878128588315,4.053
2018-07-01,60,mantoverde,SM,3.03,4.181409020990155,3.908
2018-07-01,60,ministro hales,LC,10.005,10.221802768629743,16.7
2018-07-01,60,ojos del salado,SM,1.368,1.4667640940203155,2.6
2018-07-01,60,otros,LC,8.587133571000003,10.421107252829476,11.347
2018-07-01,60,radomiro tomic,LC,31.341,22.93186885247464,28.572
2018-07-01,60,salvador,SM,1.012,3.398272683590768,5.9
2018-07-01,60,sierra gorda,SM,9.977,10.910359364993624,7.2
2018-07-01,60,zaldivar,SM,6.595,6.667879292191459,8.4
2019-01-01,6,andacollo,SM,5.4,3.613729442103803,6.0
2019-01-01,6,andina,LC,14.04,16.10992955378067,18.9
2019-01-01,6,antucoya,SM,6.0,6.3123573526420245,4.6
2019-01-01,6,atacama kozan,SM,1.0,1.139695579855427,0.8
2019-01-01,6,candelaria,LC,10.7,9.744086698929195,7.0
2019-01-01,6,caserones,LC,14.347,10.541190651694821,11.8
2019-01-01,6,centinela_oxidos,SM,5.7,7.731480140357136,7.8
2019-01-01,6,centinela_sulfuros,LC,20.8,14.466424312131537,7.8
2019-01-01,6,cerro colorado,SM,6.314,5.537817623152247,5.2
2019-01-01,6,chuquicamata,LC,24.19,23.909915196327077,19.12
2019-01-01,6,collahuasi,LC,47.341,50.527462748283966,54.1
2019-01-01,6,el abra,SM,6.704,6.426105615371218,7.2
2019-01-01,6,el soldado,SM,4.214,3.200397527594646,2.763
2019-01-01,6,el teniente,LC,39.561,36.38264696953216,36.7
2019-01-01,6,escondida,LC,97.228,84.0225604121042,107.0
2019-01-01,6,franke,SM,1.65,1.2003428955917725,1.1
2019-01-01,6,gabriela mistral,LC,9.379,8.854244490214692,8.7
2019-01-01,6,lomas bayas,SM,6.701,5.638516974775339,5.5
2019-01-01,6,los bronces,LC,29.657,29.08918252265467,25.981
2019-01-01,6,los pelambres,LC,31.541,24.71698763250425,27.4
2019-01-01,6,mantos blancos,SM,3.835,3.5915353586133385,3.505
2019-01-01,6,mantoverde,SM,3.52,3.4559470736376197,2.861
2019-01-01,6,ministro hales,LC,13.609,14.29623033677801,16.7
2019-01-01,6,ojos del salado,SM,2.251,2.0858156766935307,2.0
2019-01-01,6,otros,LC,13.251566999999998,11.396394478753118,11.038
2019-01-01,6,radomiro tomic,LC,24.658,23.27970234170002,31.738
2019-01-01,6,salvador,SM,3.961,6.165909040472515,5.1
2019-01-01,6,sierra gorda,SM,8.868,13.525446786378147,6.9
2019-01-01,6,zaldivar,SM,9.303,8.022336999182286,8.1
2019-01-01,9,andacollo,SM,2.1,3.742728379856157,6.0
2019-01-01,9,andina,LC,12.111,16.64673351632309,18.9
2019-01-01,9,antucoya,SM,3.4,6.076294385044658,4.6
2019-01-01,9,atacama kozan,SM,1.2,1.1402522678526907,0.8
2019-01-01,9,candelaria,LC,9.4,9.798019826540646,7.0
2019-01-01,9,caserones,LC,10.228,10.350954313511703,11.8
2019-01-01,9,centinela_oxidos,SM,7.6,7.551859635628024,7.8
2019-01-01,9,centinela_sulfuros,LC,10.9,13.670739837761003,7.8
2019-01-01,9,cerro colorado,SM,4.516,6.895871157436925,5.2
2019-01-01,9,chuquicamata,LC,34.7,23.477167997502846,19.12
2019-01-01,9,collahuasi,LC,50.957,49.852551574791114,54.1
2019-01-01,9,el abra,SM,8.366,6.6154955493878544,7.2
2019-01-01,9,el soldado,SM,4.242,3.158342662849379,2.763
2019-01-01,9,el teniente,LC,41.849,36.45318607544919,36.7
2019-01-01,9,escondida,LC,108.036,82.1843123205094,107.0
2019-01-01,9,franke,SM,1.468,1.1938870270365574,1.1
2019-01-01,9,gabriela mistral,LC,10.93,8.819587724314609,8.7
2019-01-01,9,lomas bayas,SM,6.229,5.631429528296284,5.5
2019-01-01,9,los bronces,LC,28.743,28.769251886761438,25.981
2019-01-01,9,los pelambres,LC,24.898,25.127634704460387,27.4
2019-01-01,9,mantos blancos,SM,3.965,3.751481400189494,3.505
2019-01-01,9,mantoverde,SM,3.915,3.851782807455219,2.861
2019-01-01,9,ministro hales,LC,15.143,13.73345765090796,16.7
2019-01-01,9,ojos del salado,SM,2.585,2.0516717076323405,2.0
2019-01-01,9,otros,LC,11.847238,11.255873704162346,11.038
2019-01-01,9,radomiro tomic,LC,21.219,23.643077533912425,31.738
2019-01-01,9,salvador,SM,7.859,6.282772410245732,5.1
2019-01-01,9,sierra gorda,SM,9.162,13.336054120266573,6.9
2019-01-01,9,zaldivar,SM,10.582,8.1617924739363,8.1
2019-01-01,12,andacollo,SM,6.32,3.67170609563564,6.0
2019-01-01,12,andina,LC,15.886,16.334620594480374,18.9
2019-01-01,12,antucoya,SM,6.78,6.260429150711661,4.6
2019-01-01,12,atacama kozan,SM,1.177,1.1303155334064308,0.8
2019-01-01,12,candelaria,LC,8.24,9.869058650266625,7.0
2019-01-01,12,caserones,LC,11.611,10.24970333232736,11.8
2019-01-01,12,centinela_oxidos,SM,7.457,7.6338056752093015,7.8
2019-01-01,12,centinela_sulfuros,LC,17.118,12.921489729373114,7.8
2019-01-01,12,cerro colorado,SM,7.601,5.8106233264339355,5.2
2019-01-01,12,chuquicamata,LC,15.69,22.751357240662497,19.12
2019-01-01,12,collahuasi,LC,53.542,49.58475069809743,54.1
2019-01-01,12,el abra,SM,7.0169,6.789057053877819,7.2
2019-01-01,12,el soldado,SM,3.923,3.3508713936957113,2.763
2019-01-01,12,el teniente,LC,33.386,36.13521990358516,36.7
2019-01-01,12,escondida,LC,100.944,82.90054886983691,107.0
2019-01-01,12,franke,SM,1.101,1.1916201715660482,1.1
2019-01-01,12,gabriela mistral,LC,8.929,8.675701370145257,8.7
2019-01-01,12,lomas bayas,SM,6.551,5.599509347198405,5.5
2019-01-01,12,los bronces,LC,20.815,27.42465103005411,25.981
2019-01-01,12,los pelambres,LC,29.774,25.561609108524696,27.4
2019-01-01,12,mantos blancos,SM,3.554,3.677060088046724,3.505
2019-01-01,12,mantoverde,SM,3.299,3.5617750623928375,2.861
2019-01-01,12,ministro hales,LC,14.335,14.35245657943086,16.7
2019-01-01,12,ojos del salado,SM,2.573,1.9253327803888654,2.0
2019-01-01,12,otros,LC,8.901,10.903679768302476,11.038
2019-01-01,12,radomiro tomic,LC,19.9,23.61441899017424,31.738
2019-01-01,12,salvador,SM,2.34,6.213574932498634,5.1
2019-01-01,12,sierra gorda,SM,10.715,13.231163470276096,6.9
2019-01-01,12,zaldivar,SM,9.951,8.019316659543136,8.1
2019-01-01,18,andacollo,SM,3.028,3.9151899587015886,6.0
2019-01-01,18,andina,LC,14.282,16.341418210213178,18.9
2019-01-01,18,antucoya,SM,5.5,6.2400020852450835,4.6
2019-01-01,18,atacama kozan,SM,1.62,1.1189178475751032,0.8
2019-01-01,18,candelaria,LC,10.129,10.084273776552822,7.0
2019-01-01,18,caserones,LC,9.481,10.184182493580868,11.8
2019-01-01,18,centinela_oxidos,SM,7.874,7.413335658225453,7.8
2019-01-01,18,centinela_sulfuros,LC,9.824,12.408770375569787,7.8
2019-01-01,18,cerro colorado,SM,5.22,6.950470425849366,5.2
2019-01-01,18,chuquicamata,LC,37.848,23.33124878135031,19.12
2019-01-01,18,collahuasi,LC,58.119,48.98001891310331,54.1
2019-01-01,18,el abra,SM,5.236,6.894438853093432,7.2
2019-01-01,18,el soldado,SM,2.856,3.404566984079365,2.763
2019-01-01,18,el teniente,LC,30.462,34.549595867258105,36.7
2019-01-01,18,escondida,LC,103.74,89.05361311570863,107.0
2019-01-01,18,franke,SM,1.243,1.1553379035185494,1.1
2019-01-01,18,gabriela mistral,LC,8.177,8.594792535507414,8.7
2019-01-01,18,lomas bayas,SM,6.463,5.628955030988983,5.5
2019-01-01,18,los bronces,LC,27.661,24.74578929268144,25.981
2019-01-01,18,los pelambres,LC,27.137,24.96921958195633,27.4
2019-01-01,18,mantos blancos,SM,2.862,3.638366877108405,3.505
2019-01-01,18,mantoverde,SM,3.159,3.5859433072633764,2.861
2019-01-01,18,ministro hales,LC,9.861,13.181301668254827,16.7
2019-01-01,18,ojos del salado,SM,2.351,1.8997236119699001,2.0
2019-01-01,18,otros,LC,12.753,11.27738950800147,11.038
2019-01-01,18,radomiro tomic,LC,19.38,23.716094932970716,31.738
2019-01-01,18,salvador,SM,4.597,6.127238329040734,5.1
2019-01-01,18,sierra gorda,SM,12.36,12.926775388656,6.9
2019-01-01,18,zaldivar,SM,7.871,8.046187364862417,8.1
2019-01-01,24,andacollo,SM,4.445,3.8523761251350876,6.0
2019-01-01,24,andina,LC,13.639,16.186544439487193,18.9
2019-01-01,24,antucoya,SM,6.812,6.359183067858583,4.6
2019-01-01,24,atacama kozan,SM,1.013,1.08717526129513,0.8
2019-01-01,24,candelaria,LC,9.0,10.312364256908124,7.0
2019-01-01,24,caserones,LC,8.761,10.26490005581497,11.8
2019-01-01,24,centinela_oxidos,SM,7.833,7.506944158277439,7.8
2019-01-01,24,centinela_sulfuros,LC,16.0,13.47650282073803,7.8
2019-01-01,24,cerro colorado,SM,4.491,6.854745491453839,5.2
2019-01-01,24,chuquicamata,LC,29.088,21.815273636354412,19.12
2019-01-01,24,collahuasi,LC,57.029,48.38718540306129,54.1
2019-01-01,24,el abra,SM,6.746,7.2072020390965505,7.2
2019-01-01,24,el soldado,SM,3.724,3.555301087458085,2.763
2019-01-01,24,el teniente,LC,39.124,33.51480080121174,36.7
2019-01-01,24,escondida,LC,84.669,94.45189206068248,107.0
2019-01-01,24,franke,SM,1.088,1.1284612777301102,1.1
2019-01-01,24,gabriela mistral,LC,6.399,8.462572254917182,8.7
2019-01-01,24,lomas bayas,SM,5.4,5.647091485315766,5.5
2019-01-01,24,los bronces,LC,24.529,23.630788133946112,25.981
2019-01-01,24,los pelambres,LC,28.8,25.427798478160067,27.4
2019-01-01,24,mantos blancos,SM,3.705,3.9639763371846684,3.505
2019-01-01,24,mantoverde,SM,3.144,3.5436755612061623,2.861
2019-01-01,24,ministro hales,LC,17.82,12.876241868042637,16.7
2019-01-01,24,ojos del salado,SM,2.335,1.861380063898519,2.0
2019-01-01,24,otros,LC,9.332877,11.11986086172848,11.038
2019-01-01,24,radomiro tomic,LC,22.516,24.13735774103153,31.738
2019-01-01,24,salvador,SM,4.462,6.4620445916371985,5.1
2019-01-01,24,sierra gorda,SM,11.565,12.526250923737429,6.9
2019-01-01,24,zaldivar,SM,7.298,7.8061403475825095,8.1
2019-01-01,30,andacollo,SM,3.84,3.8059149143698527,6.0
2019-01-01,30,andina,LC,19.517,16.421756570084497,18.9
2019-01-01,30,antucoya,SM,5.202,6.446374925099914,4.6
2019-01-01,30,atacama kozan,SM,1.125,1.0877022122314726,0.8
2019-01-01,30,candelaria,LC,9.268,10.474994945514336,7.0
2019-01-01,30,caserones,LC,10.492,10.315782433473116,11.8
2019-01-01,30,centinela_oxidos,SM,7.725,7.455117876219385,7.8
2019-01-01,30,centinela_sulfuros,LC,14.8,13.271631672483148,7.8
2019-01-01,30,cerro colorado,SM,4.555,5.920827645583735,5.2
2019-01-01,30,chuquicamata,LC,13.678,20.19900616842021,19.12
2019-01-01,30,collahuasi,LC,54.03,47.89001126626781,54.1
2019-01-01,30,el abra,SM,5.504,7.429658699138301,7.2
2019-01-01,30,el soldado,SM,4.427,3.5507851739235767,2.763
2019-01-01,30,el teniente,LC,41.2,32.65998045665588,36.7
2019-01-01,30,escondida,LC,86.258,94.15229394656274,107.0
2019-01-01,30,franke,SM,0.887,1.1249988153487114,1.1
2019-01-01,30,gabriela mistral,LC,10.068,8.428331325528024,8.7
2019-01-01,30,lomas bayas,SM,5.5,5.7552189777864635,5.5
2019-01-01,30,los bronces,LC,26.301,24.04716167310234,25.981
2019-01-01,30,los pelambres,LC,27.911,25.159057590456122,27.4
2019-01-01,30,mantos blancos,SM,4.27,3.927625472273266,3.505
2019-01-01,30,mantoverde,SM,4.3,3.6568695476892503,2.861
2019-01-01,30,ministro hales,LC,16.5,12.306776426420209,16.7
2019-01-01,30,ojos del salado,SM,2.121,1.7506265201240083,2.0
2019-01-01,30,otros,LC,10.465720999999998,10.847315382702295,11.038
2019-01-01,30,radomiro tomic,LC,23.227,23.840949729540725,31.738
2019-01-01,30,salvador,SM,3.862,7.059471660010479,5.1
2019-01-01,30,sierra gorda,SM,17.394,12.235680369861639,6.9
