Mine,Origin,Segment,LGB_bc,RF_bc,XGB_bc,ARIMA,SARIMAX,RollingMean,Naive,H_norm
candelaria,2019-01-01,LC,-0.12238363957955466,0.11141023855665927,-0.11330267302874253,-0.0988395272948699,-0.060956799639640395,-0.33922736854088387,-0.04923441711075547,0.544783357010307
candelaria,2019-07-01,SM,-0.11860781729245783,0.11751449808075691,-0.09926217273292848,-0.07762907951101741,-0.05406861072099213,-0.35981717348102654,-0.04792300453999703,0.5025661415718718
candelaria,2020-01-01,SM,-0.11957825135114449,0.09169516466149781,-0.06252650880954135,-0.0634205573996965,-0.030692409264811617,-0.3602908480066951,-0.07028433610402289,0.48737649853362464
candelaria,2020-07-01,LC,-0.13849072577387997,0.11661647833953874,-0.10534772290408538,-0.09700636352714877,-0.08776438831374392,-0.3509616818526583,-0.07285649624901111,0.576758364339414
candelaria,2020-10-01,LC,-0.2502994849358606,0.14446503957465168,-0.10527284045313937,-0.06965393138877543,0.018670874109829684,-0.3117460190526855,0.00888531810083015,0.5764439357607783
candelaria,2021-04-01,LC,0.07591205869232884,0.1189969157671273,-0.08226506861929528,-0.03297792220940339,0.015582829471995456,-0.18558196073333913,0.0022588554862571276,0.6153422180212671
caserones,2018-01-01,LC,0.09540548524271027,-0.14014513626089525,-0.07151633554903455,0.13138792873626848,-0.11194875193178466,-0.20509295663056035,0.0798887094478992,-0.15951110968648158
caserones,2018-07-01,LC,0.15923052110060296,-0.16809440567947415,-0.07163141984090708,0.11315165011183244,-0.07815405319623721,-0.13896271785653327,0.06494773867649488,-0.15634321240097776
caserones,2019-01-01,LC,0.0654463090837766,-0.12753845337382624,-0.05246230683262255,0.12307292034059927,-0.1077651596738626,-0.1556331700658501,0.053877297862436994,-0.18778319056515588
caserones,2019-07-01,LC,0.12140939048625003,-0.11709580982261297,-0.05781894796775514,0.12273567908443768,-0.12041198448215093,-0.18814284488511845,0.049274099411176164,-0.20431583059484223
caserones,2020-01-01,LC,0.08077298942175894,-0.11817245980229842,-0.06937815255872008,0.1484228434447433,-0.132737789431067,-0.18383964807535486,0.059351217694909086,-0.22323412785050842
caserones,2020-07-01,LC,0.11025108816202148,-0.17185081469070898,-0.07058422264835199,0.1132350150425994,-0.05143641030696052,-0.19488924736594493,0.04982673326944775,-0.32608176322339827
caserones,2020-10-01,LC,0.007210676036888498,-0.15268792137782622,-0.08292378257550052,0.16756222094679968,-0.10288575249235594,-0.17435190957709082,0.029189826790205094,-0.19406054939076245
caserones,2021-04-01,LC,0.07138398815946809,-0.20103189317251285,-0.12934950686910665,0.09627514524294531,-0.014922380101003618,-0.19893693335232301,0.005007492781029574,-0.1310202007534651
centinela_oxidos,2018-01-01,SM,0.1753407765032341,-0.1878772524203725,0.11320161542215144,-0.05872513313338693,-0.005653154577263028,-0.12462867617280876,-0.01408143123980646,-0.17953612813564737
centinela_oxidos,2018-07-01,SM,0.16159047266753437,-0.16429123627381007,0.14082593243938052,-0.06906195646568808,-0.00934723769054378,-0.1539207364065888,-0.017004513971196098,-0.18140753066082596
centinela_oxidos,2019-01-01,SM,0.17118997993565574,-0.1880854375424357,0.12967268262775192,-0.050807417585243486,0.005127308380720843,-0.156973797032774,-0.016136574764550063,-0.17887040828759188
centinela_oxidos,2019-07-01,SM,0.12043693063064481,-0.1763710644447257,0.1544868248277606,-0.05070980241262677,0.02937452520199018,-0.13239309137499042,0.007182904420560887,-0.18948652224664997
centinela_oxidos,2020-01-01,SM,0.13709593750101814,-0.17783404469027267,0.13510567424091616,-0.0784443308399552,0.008389659669070073,-0.13738574088883918,-0.0395540707035381,-0.18868047467983673
centinela_oxidos,2020-07-01,SM,0.11909840232119975,-0.20767522294357466,0.17955277579919685,-0.04993193598736951,-0.019843117780818,-0.16436229760440405,0.006525633360695062,-0.19974929937971345
centinela_oxidos,2020-10-01,SM,0.06330296062870791,-0.2347311865155396,0.1828043301630043,-0.03313422670171049,0.0331426308698575,-0.10427540420527077,0.02299441314185081,-0.12483110658859357
centinela_oxidos,2021-04-01,SM,0.14050767708436343,-0.07672673986963498,-0.030340718156008455,-0.032525050638241466,-0.04998551165172268,-0.14704441920874067,0.03106636918892282,-0.03611391327517677
centinela_sulfuros,2018-01-01,LC,-0.33591371048714846,-0.1776100209981363,-0.4527845738417589,-0.3050471901504985,0.2967861573741518,-0.1937398671547633,-0.534323896152104,-1.0024591253431183
centinela_sulfuros,2018-07-01,LC,-0.31370777883162937,-0.1356820017641897,-0.3741490248373737,-0.10312008819951164,-0.00370142880351947,-0.1478160040863859,-0.5506119042733795,-0.9732301203242935
centinela_sulfuros,2019-01-01,LC,-0.2494203598338352,-0.09216669566624106,-0.3845910313828604,-0.2412080305491303,-0.035744912066124145,-0.20421726781547206,-0.4624371971784256,-0.8637689294842865
centinela_sulfuros,2019-07-01,LC,-0.24465273207966873,-0.16946365060556737,-0.34766327134462693,-0.29268617243552464,0.01655583596107561,-0.1649093232017588,-0.5175037577009481,-0.8867537506078296
centinela_sulfuros,2020-01-01,LC,-0.2542335979954567,-0.17278989809515968,-0.42446335349647313,-0.08803012320316388,-0.09459080763533362,-0.20688454348137056,-0.4777017560400148,-0.8514353601457457
centinela_sulfuros,2020-07-01,LC,-0.36365593992631556,-0.2425470957966087,-0.32199204813593946,-0.13467343618845604,-0.03666525411787304,-0.25282607957301906,-0.33628092085595357,-0.8393434756822523
