NOMBRE,PROPIEDAD,TIPO,COMBUSTIBL,POTENCIAMW,FECH_CREA,Longitude,Latitude,FUENTE
PFV CERRO DOMINADOR,CERRO DOMINADOR PV S.A.,FOTOVOLTAICO,NO APLICA,99.9,2015-08-03,-69.45973255299998,-22.79295879999995,Solares
NANCAGUA,PARQUE SOLAR LA MURALLA DOS SPA,FOTOVOLTAICO,NO APLICA,6.0,2020-06-30,-71.22972905399996,-34.66360523099996,Solares
TALHUEN,REDEN TALHUEN SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.0,2018-03-31,-71.25308317099996,-30.56014812099994,Solares
GENOVA,GENOVA SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.69990134599993,-35.831798839999976,Solares
LOS ROBLES,PANGUILEMO SPA,FOTOVOLTAICO,NO APLICA,2.99,2020-12-31,-71.60071630399995,-35.373919325999964,Solares
GRAN TENO,GR ALGARROBO SPA,FOTOVOLTAICO,NO APLICA,139.0819,2019-12-31,-71.14028152099996,-34.80602387599998,Solares
LINARES,LINARES GENERACION SPA,FOTOVOLTAICO,NO APLICA,8.98,2018-03-31,-71.62477379199998,-35.85471732499997,Solares
LO CHACON,PFV LO CHACON SPA,FOTOVOLTAICO,NO APLICA,2.99,2022-06-30,-71.31507689899996,-33.98576089699998,Solares
LIRIO DEL CAMPO,LIRIO DE CAMPO SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.779,2020-06-30,-71.16291103499998,-33.59573433199995,Solares
RECOLETA,DIEGO DE ALMAGRO SOLAR 3 S.A.,FOTOVOLTAICO,NO APLICA,5.48,2017-12-31,-71.12952551999996,-30.51212673499998,Solares
JAVIERA,JAVIERA SPA,FOTOVOLTAICO,NO APLICA,63.3,2015-09-30,-70.22074430299995,-26.30373869799996,Solares
ALTO BELLAVISTA SUNLIGHT,ALTO BELLAVISTA SPA,FOTOVOLTAICO,NO APLICA,0.95,2021-06-30,-70.75314355499995,-34.313016742999935,Solares
MANDINGA,MANDINGA SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-71.26796709899997,-33.80142415299997,Solares
EL AVELLANO SOLAR,SANTA CECILIA SOLAR SPA,FOTOVOLTAICO,NO APLICA,6.0,2020-06-30,-72.33746321099994,-37.408841062999954,Solares
SANTA LUISA SOLAR,SANTA LUISA ENERGY SPA,FOTOVOLTAICO,NO APLICA,2.6,2021-06-30,-71.96728217599997,-36.45548462199997,Solares
PFV JOSE SOLER MALLAFRE,FV SANTA LAURA SPA,FOTOVOLTAICO,NO APLICA,1.33,2019-06-30,-71.05210556299994,-34.88219294999993,Solares
TUCUQUERE,TUCUQUERE SPA,FOTOVOLTAICO,NO APLICA,2.975,2019-06-30,-70.97138200899997,-32.78443483099994,Solares
CACHIYUYO SOLAR II,NUOVOSOL SPA,FOTOVOLTAICO,NO APLICA,8.992,2015-03-31,-70.21744633799995,-27.84078145199993,Solares
CAPRICORNIO,ENGIE ENERGIA CHILE S.A.,FOTOVOLTAICO,NO APLICA,88.6173,2015-08-03,-70.17838756599997,-23.416622098999937,Solares
EL TREBOL,PORTEZUELO SPA,FOTOVOLTAICO,NO APLICA,3.0,2023-06-30,-71.53514802299998,-34.26934712399998,Solares
LOS MOLINOS,LOS MOLINOS SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-06-30,-71.26504633499997,-33.57231975899998,Solares
PV UTFSM VINA DEL MAR,MGM INNOVA CAPITAL CHILE SPA,FOTOVOLTAICO,NO APLICA,0.4985,2018-09-30,-71.48610852699994,-33.036883082999964,Solares
EL TURPIAL,PFV EL TURPIAL SPA,FOTOVOLTAICO,NO APLICA,2.99,2022-12-31,-70.22859576299999,-27.569183659999965,Solares
LUZ DEL NORTE,PARQUE SOLAR FOTOVOLTAICO LUZ DEL NORTE SPA,FOTOVOLTAICO,NO APLICA,141.04,2016-12-31,-69.89286185599997,-27.02624758199994,Solares
POZO ALMONTE SOLAR III,POZO ALMONTE SOLAR 3 S.A.,FOTOVOLTAICO,NO APLICA,15.998,2014-12-10,-69.75025241399999,-20.24879576899997,Solares
SGT CHOLGUAN,RAVENNA SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.2,2021-12-31,-72.09039707699998,-37.14105091799996,Solares
LAS TENCAS,PFV LAS TENCAS SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-71.09327396499998,-34.419258904999936,Solares
MEMBRILLO,FOTOVOLTAICA AVELLANO SPA,FOTOVOLTAICO,NO APLICA,2.99,2020-12-31,-70.99217237099998,-34.78553129399995,Solares
RUCAPAINE,ENERGIA RENOVABLE RUCAPAINE SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-70.78826905599993,-33.828088510999976,Solares
SATURNO NORTE,LOS LIBERTADORES SOLAR SPA,FOTOVOLTAICO,NO APLICA,4.5,2020-12-31,-71.40363220299997,-35.74953359299997,Solares
LALACKAMA,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,54.835,2015-09-30,-70.30305476899997,-25.119227808999938,Solares
QUILMO,PARQUE SOLAR QUILMO SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-72.12853680899997,-36.70984789799997,Solares
FV BOLERO,BOLERO SPA,FOTOVOLTAICO,NO APLICA,135.7,2017-06-30,-69.40926683799995,-23.469732346999933,Solares
SANTA PAMELA,RUBEN SOLAR SPA,FOTOVOLTAICO,NO APLICA,7.7,2020-12-31,-72.27718559399995,-37.50256489099996,Solares
LOS GORRIONES,PV LOS GORRIONES SPA,FOTOVOLTAICO,NO APLICA,3.0,2018-03-31,-71.76102718799996,-36.03395334899994,Solares
MARGARITA X,MARGARITA SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.9,2018-09-30,-71.32321379699994,-34.28822792699998,Solares
GABARDO DEL VERANO SOLAR,SALADO ENERGY SPA,FOTOVOLTAICO,NO APLICA,6.0,2020-12-31,-70.60513437699996,-33.824080064999976,Solares
EL PICHON,PFV EL PICHON SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-06-30,-71.76078326799995,-36.03522975299995,Solares
COINCO,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,2.8,2022-06-30,-70.95664611699993,-34.254175620999945,Solares
AHE BUENAS YERBAS,SEFT ENERGIAS RENOVABLES SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-71.07502714399993,-34.02628349899993,Solares
SAN ANTONIO SOLAR I,SANTA BARBARA ENERGY SPA,FOTOVOLTAICO,NO APLICA,0.3,2022-12-31,-72.42075702399995,-37.44670341899996,Solares
CARA DE GALLO,PARQUE FOTOVOLTAICO EL LORETO SPA,FOTOVOLTAICO,NO APLICA,2.7,2022-12-31,-71.00992623299999,-34.27593565899997,Solares
ESCORIAL DEL VERANO SOLAR,CORCOVADO DE VERANO SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-05-31,-70.77848138399997,-32.74004612999994,Solares
CORTIJO,APOLO SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-09-30,-72.39298153799996,-37.09917826699996,Solares
TES SOLAR,TES SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.6,2022-12-31,-72.19987555399996,-36.78292862599994,Solares
MUTUPIN,MONTEJO ENERGIA SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-12-31,-71.87444150399995,-36.43604878299993,Solares
CHIMBARONGO,GR TINEO SPA,FOTOVOLTAICO,NO APLICA,3.0,2017-12-31,-70.96819807799994,-34.82329219799993,Solares
SANTA TERESA,HORTIFRUT - SOLARITY,FOTOVOLTAICO,NO APLICA,0.152,2024-06-30,-70.70948318099994,-32.57224843299997,Solares
MAIKONO,TORTOLA SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-71.44004747899999,-32.81667527899998,Solares
LOS LAGOS,LOS LAGOS SPA,FOTOVOLTAICO,NO APLICA,2.2,2020-12-31,-71.37733175099999,-34.25594104999993,Solares
LA CRUZ SOLAR,FOTOVOLTAICA NORTE GRANDE 1 SPA,FOTOVOLTAICO,NO APLICA,52.0201,2019-12-31,-69.61214086099994,-22.257168754999952,Solares
EL CAIQUEN,PFV EL CAIQUEN SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.74981769199997,-35.928807226999936,Solares
CHEQUEN SOLAR,CHEQUEN SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-70.82482236999994,-33.28172474799993,Solares
DONA CARMEN SOLAR,ENERGIA CERRO EL MORADO S.A.,FOTOVOLTAICO,NO APLICA,34.542,2015-08-03,-71.25404612499995,-32.47888003299994,Solares
SOL DEL NORTE,PARQUE SOLAR SOL DEL NORTE SPA,FOTOVOLTAICO,NO APLICA,2.9393,2015-12-31,-70.68370578999998,-30.04006352299996,Solares
GRANJA SOLAR,COPEC RENOVABLES SPA,FOTOVOLTAICO,NO APLICA,111.0658,2016-12-31,-69.49637771399995,-20.80834157299995,Solares
TURQUIA,TEDLAR LUNA SPA,FOTOVOLTAICO,NO APLICA,1.5,2022-12-31,-72.66280279599994,-37.23728782499995,Solares
LOS BANOS,PARQUE SOLAR ESMERALDA SPA,FOTOVOLTAICO,NO APLICA,5.9934,2020-06-30,-72.09675103299998,-37.13733474299994,Solares
QUILMO SOLAR,QUILMO SOLAR SPA,FOTOVOLTAICO,NO APLICA,5.2,2019-12-31,-72.08202126599997,-36.64619113699996,Solares
RATULEMUS (EL ROSAL),GPG GENERACION DISTRIBUIDA SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-72.34476555999998,-35.93781595799993,Solares
CRUCERO,CRUCERO SPA,FOTOVOLTAICO,NO APLICA,2.92,2018-09-30,-71.50141334999995,-34.47456929199996,Solares
RLA SOLAR,RLA SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.7,2019-03-31,-71.42565593899997,-33.90104348999995,Solares
ALICAHUE,PARQUE FOTOVOLTAICO ALICAHUE SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.998,2018-06-30,-70.89895788199993,-32.41709764099994,Solares
GR PEUMO,GR CIPRES SPA,FOTOVOLTAICO,NO APLICA,8.0,2018-06-30,-71.12717872199994,-34.41682542099994,Solares
EL CHUCAO,PFV EL CHUCAO SPA,FOTOVOLTAICO,NO APLICA,3.0,2019-12-31,-71.92938627199999,-36.01931198699998,Solares
OVALLE NORTE,PARQUE SOLAR OVALLE NORTE SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-06-30,-71.23943435699994,-30.569025308999983,Solares
LA HUERTA,LA HUERTA SPA,FOTOVOLTAICO,NO APLICA,2.97,2022-12-31,-71.71385259499993,-35.04985644399994,Solares
EL RAYADOR,PFV EL RAYADOR SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.22585947199997,-29.85634290799993,Solares
PAMPA CAMARONES,ENGIE ENERGIA CHILE S.A.,FOTOVOLTAICO,NO APLICA,6.153,2016-12-31,-70.11257572899996,-18.88578325399993,Solares
PAILLIHUE SOLAR,ANDINA SOLAR 17 ESTE SPA,FOTOVOLTAICO,NO APLICA,8.994,2021-12-31,-72.38355868699995,-37.49008453499994,Solares
VILLA PRAT,VILLA PRAT ENERGY SPA,FOTOVOLTAICO,NO APLICA,2.96,2018-03-31,-71.62690827099993,-35.11311239299994,Solares
FARDELA NEGRA,FARDELA NEGRA SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-06-30,-71.60766305599998,-33.36190921899998,Solares
GUANCHOI,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,356.6098,2015-08-03,-69.94835179699999,-26.66220749799993,Solares
PLOMO DEL VERANO,LINZOR DE VERANO SPA,FOTOVOLTAICO,NO APLICA,2.4,2022-06-30,-70.85075063199997,-33.509323722999966,Solares
PARQUE PVP SAN ISIDRO,PARQUE SOLAR SAN ISIDRO SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-71.26504463799995,-32.931549856999936,Solares
NORTH WEST,GENERADORA NORTH WEST SPA,FOTOVOLTAICO,NO APLICA,8.99,2020-06-30,-70.91754993799998,-29.123641884999984,Solares
LOICA,LOICA SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-71.78785490799999,-35.61202769199997,Solares
HORIZONTE,PSF PAINE SPA,FOTOVOLTAICO,NO APLICA,6.0,2020-06-30,-70.73478147599997,-33.841838096999936,Solares
PARQUE SOLAR CUZ CUZ,PARQUE SOLAR CUZ CUZ SPA,FOTOVOLTAICO,NO APLICA,2.97,2018-06-30,-71.21522447299998,-31.66306611999994,Solares
PORTEZUELO,PV PORTEZUELOS SPA,FOTOVOLTAICO,NO APLICA,3.0,2018-06-30,-71.57690465299999,-34.26199382599998,Solares
HORMIGA,HORMIGA SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.541,2017-03-31,-70.72022302499994,-32.71603893699995,Solares
HUAQUELON,NUEVA GALES SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-03-31,-71.24026554699998,-30.82815577399998,Solares
ROVIAN,PV ROVIAN SPA,FOTOVOLTAICO,NO APLICA,6.985,2017-09-30,-71.22512379399996,-34.64970632199993,Solares
PITOTOY,FOTOVOLTAICA ALERCE SPA,FOTOVOLTAICO,NO APLICA,2.985,2020-06-30,-70.95718236799996,-34.386791004999964,Solares
LUMBRERAS,BETEL SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-06-30,-71.31568708999998,-33.646977525999944,Solares
LA VICTORIA,MAGDALENA SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-72.02917191999995,-36.61880189399994,Solares
CAUQUENES,PARQUE SOLAR VIVEROS SPA,FOTOVOLTAICO,NO APLICA,8.4793,2019-12-31,-72.27867187299995,-35.959610658999964,Solares
FAROL,FAROL SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.55,2020-12-31,-70.41177859299995,-23.173327876999963,Solares
MARIA DOLORES IX,PEDRO SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-12-31,-72.39143345199994,-37.45696451799995,Solares
PILPILEN,PILPILEN SPA,FOTOVOLTAICO,NO APLICA,2.75,2019-12-31,-71.75491355499997,-34.15290841499996,Solares
TAMBO REAL,GENERADORA ELECTRICA KALTEMP LTDA.,FOTOVOLTAICO,NO APLICA,2.9264,2014-12-10,-70.77018754199997,-30.048527684999957,Solares
PEDREROS SOLAR,ISABEL SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.987,2019-03-31,-70.91058530899994,-32.802151823999964,Solares
CHUCHINI,SPV P4 SPA,FOTOVOLTAICO,NO APLICA,2.88,2017-03-31,-71.07885447499996,-31.74681715899993,Solares
MARCHIGUE VII,MARCHIHUE VII SPA,FOTOVOLTAICO,NO APLICA,2.95,2019-06-30,-71.61628608699993,-34.40609290499998,Solares
LAS CHACRAS,LAS CHACRAS ENERGY SPA,FOTOVOLTAICO,NO APLICA,2.97,2019-06-30,-71.51991079999993,-34.28056105199994,Solares
TREBO,SOLAR TI DIECISIETE SPA,FOTOVOLTAICO,NO APLICA,2.97,2021-06-30,-71.36126626299995,-33.65954048799995,Solares
CASUTO,SOLAR TI DIEZ SPA,FOTOVOLTAICO,NO APLICA,2.74,2018-12-31,-70.71239823899998,-32.85118772399994,Solares
AZABACHE,ENEL GENERACION CHILE S.A.,FOTOVOLTAICO,NO APLICA,58.0703,2015-08-03,-68.82126236599998,-22.485594240999944,Solares
BLU SOLAR,BLU SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.3,2020-06-30,-72.01088544699996,-36.65876261899996,Solares
TAIRA,PLANTA SOLAR TOCOPILLA SPA,FOTOVOLTAICO,NO APLICA,200.3316,2020-06-30,-69.53511122199995,-22.25988887699998,Solares
SAN JAVIER,PARQUE SOLAR EL PASO,FOTOVOLTAICO,NO APLICA,6.0,2018-09-30,-71.68576757899996,-35.59249991199994,Solares
CURICURA,PARQUE SOLAR AURORA SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-71.14217296099997,-34.92620245699993,Solares
LA HUAYCA II,SPS LA HUAYCA S.A.,FOTOVOLTAICO,NO APLICA,25.05,2015-08-03,-69.53401235799998,-20.45456065299993,Solares
LOS MORROS I,COMPANIA ELECTRICA LOS MORROS S.A.,FOTOVOLTAICO,NO APLICA,2.6,2023-12-31,-70.65650772799995,-33.64761555299998,Solares
ANDES SOLAR II B (AMPLIACION),ANDES SOLAR II SPA,FOTOVOLTAICO,NO APLICA,27.3,2022-12-31,-68.58572798899996,-23.99784585599997,Solares
LAS TORTOLAS,PFV LAS TORCAZAS SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-06-30,-72.39570551999998,-36.76817726399997,Solares
SAN RAFAEL,AVANZA SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-06-30,-71.59302049399997,-35.33564080799994,Solares
MALINKE,MALINKE SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-12-31,-71.28741246799996,-33.77400652399996,Solares
LOS TORDOS,PFV LOS TORDOS SPA,FOTOVOLTAICO,NO APLICA,5.0,2019-12-31,-71.58132848099996,-35.47922868599994,Solares
BERGAMO,GPG GENERACION DISTRIBUIDA SPA,FOTOVOLTAICO,NO APLICA,3.8,2021-12-31,-71.12336323099998,-34.84526746999995,Solares
EL QUELTEHUE,PV EL QUELTEHUE SPA,FOTOVOLTAICO,NO APLICA,2.9952,2017-12-31,-71.21461662399997,-33.56064518899996,Solares
TOPACIO,PARQUE SOLAR ESMERALDA SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-12-31,-72.09721629299997,-37.13935897599998,Solares
COYA,ENGIE ENERGIA CHILE S.A.,FOTOVOLTAICO,NO APLICA,182.373,2015-08-03,-69.57438430399998,-22.24920313199993,Solares
LOS PUQUIOS,PARQUE SOLAR LOS PUQUIOS SPA,FOTOVOLTAICO,NO APLICA,3.0,2015-12-31,-69.54557122599994,-20.43731136099996,Solares
EL MONTE,CALLAQUI DE VERANO SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-12-31,-71.01339564099999,-33.67164144099996,Solares
SDGX01,ENGIE ENERGIA CHILE S.A.,FOTOVOLTAICO,NO APLICA,1.25,2014-12-10,-71.09248138299995,-30.22716285399997,Solares
JOTABECHE,PARQUE SOLAR JOTABECHE SPA,FOTOVOLTAICO,NO APLICA,3.61,2021-06-30,-70.25255416499994,-27.59884772099997,Solares
MARIA ELENA FV,GENERACION SOLAR SPA,FOTOVOLTAICO,NO APLICA,67.8,2014-12-10,-69.57663441799997,-22.220403871999963,Solares
TREBAL SOLAR,EL ROBLE SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.999,2020-12-31,-70.85826388999993,-33.50979737199998,Solares
PAMA,PSF PAMA S.A.,FOTOVOLTAICO,NO APLICA,1.99,2014-12-10,-71.03082312299995,-31.194983797999956,Solares
DON OSCAR SOLAR,DON ESTEBAN SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-71.19924838699995,-30.15685405399995,Solares
LALACKAMA II,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,16.4505,2016-12-31,-70.30987712599995,-25.10889218099993,Solares
NUEVO QUILLAGUA,PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA,FOTOVOLTAICO,NO APLICA,95.052,2015-08-03,-69.49502755999998,-21.650177759999963,Solares
CINTAC,IMELSA ENERGIA SPA,FOTOVOLTAICO,NO APLICA,2.77,2016-12-31,-70.72455406299997,-33.51376952399994,Solares
PESARO,PESARO SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-12-31,-71.58741279799995,-33.629902078999976,Solares
CSP CERRO DOMINADOR,CERRO DOMINADOR CSP,CSP,NO APLICA,108.27,2015-08-03,-69.48054337599996,-22.776312013999927,Solares
LAS ARBOLEDAS,TENO III SPA,FOTOVOLTAICO,NO APLICA,2.99,2022-12-31,-71.17652984099993,-34.859319882999955,Solares
ASTILLAS,GR CARZA SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-09-30,-70.88869210199994,-28.55908778299994,Solares
MANAO,SOLAR TI DOCE SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-70.98709632999999,-32.86302510899998,Solares
FV DEL DESIERTO,FOTOVOLTAICA DEL DESIERTO SPA,FOTOVOLTAICO,NO APLICA,8.35,2017-09-30,-68.59901716299998,-24.017824125999937,Solares
EL DIVISADERO,DIVISADERO S.A.,FOTOVOLTAICO,NO APLICA,2.995,2016-12-31,-71.12747300399997,-30.84574463699994,Solares
LLUTA SOLAR,EL PERAL SPA,FOTOVOLTAICO,NO APLICA,2.7,2022-06-30,-70.24385258199999,-18.40888184399995,Solares
PUEBLO SECO,PARQUE SOLAR PUEBLO SECO SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-72.11715586099996,-36.88886970299996,Solares
ALTOS DEL PAICO,SUN ENERGREEN SA,FOTOVOLTAICO,NO APLICA,2.05,2016-12-31,-71.05396467199995,-33.652470412999946,Solares
LA FRONTERA,PV LA FRONTERA SPA,FOTOVOLTAICO,NO APLICA,4.8,2018-03-31,-71.76716847199998,-34.82617937999993,Solares
PENAFLOR SOLAR,PETEROA ENERGY SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-70.90759787899998,-33.56559688999994,Solares
LAS PERDICES,SONNEDIX LAS PERDICES SPA,FOTOVOLTAICO,NO APLICA,2.966,2019-03-31,-71.58700169299993,-35.357655498999975,Solares
HELIOS,PARSOSY HELIOS SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-70.97427898699993,-32.84301793999998,Solares
VALLE DEL SOL (MODIFICACION),ENEL GREEN POWER CHILE LIMITADA,FOTOVOLTAICO,NO APLICA,149.55,2015-08-03,-69.57814574499997,-22.33320521199994,Solares
AROMO DEL VERANO,MISCANTI DE VERANO SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-06-30,-70.87357734299997,-34.21013738999994,Solares
JAVIERA CARRERA,GR TORRES DEL PAINE SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-70.72784498099998,-33.751623837999944,Solares
EL BOCO,SOCIEDAD BOCO SOLAR SPA,FOTOVOLTAICO,NO APLICA,7.67,2017-06-30,-71.24489356999999,-32.85510111199994,Solares
LUCAS SOLAR,DON ARTURO SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.22569098799994,-30.14772985999997,Solares
PARQUE PVP LA ROSA,PARQUE SOLAR LA ROSA II SPA,FOTOVOLTAICO,NO APLICA,6.0,2019-06-30,-71.19634180099996,-34.46892234699993,Solares
CRUZ SOLAR,PMGD CRUZ SPA,FOTOVOLTAICO,NO APLICA,2.956,2018-12-31,-70.86599156499994,-32.79398618099998,Solares
ZORZAL,ZORZAL SPA,FOTOVOLTAICO,NO APLICA,2.999,2022-12-31,-72.48661320799994,-37.54701444799997,Solares
CARACAS II,GENERADORA SOL SOLIV SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.43436129299994,-31.87850082999995,Solares
AVEL SOLAR (MODIFICACION),SANTA LAURA ENERGY SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-12-31,-72.33547738899995,-37.40176141999996,Solares
VITUCO 2B,VITUCO SPA,FOTOVOLTAICO,NO APLICA,2.95,2018-09-30,-71.62458466899994,-34.29106464199998,Solares
SAN EDUARDO,JOEL SOLAR SPA,FOTOVOLTAICO,NO APLICA,0.192,2022-12-31,-72.08834940699995,-36.52679038499997,Solares
EL INGENIO,PARQUE SOLAR ALTOS LAO SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.14765516399996,-32.492419981999944,Solares
PASTRAN,PASTRAN SPA,FOTOVOLTAICO,NO APLICA,9.0,2017-12-31,-71.14306958199995,-30.638646164999955,Solares
PFV MALLOCO,PLANTA SOLAR PENAFLOR II SPA,FOTOVOLTAICO,NO APLICA,2.5,2022-06-30,-70.89274362099997,-33.62526894299998,Solares
MALLOCO,MALLOCO SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-70.85363574699994,-33.58294643499994,Solares
FV DE LOS ANDES,FOTOVOLTAICA DE LOS ANDES SPA,FOTOVOLTAICO,NO APLICA,8.928,2016-07-27,-68.59880750899998,-24.01567393199997,Solares
TALLADO,ANGAMOS SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-70.42355956399996,-23.14194631199996,Solares
CENTAURO SOLAR,CENTAURO SOLAR SPA,FOTOVOLTAICO,NO APLICA,7.88,2019-03-31,-72.15286287999999,-36.60094727399997,Solares
ILLAPEL 5X,PARSOSY ILLPAEL 5 SPA,FOTOVOLTAICO,NO APLICA,2.9866,2018-12-31,-71.14289067299995,-31.612782635999963,Solares
LIRIOS,PLANTA SOLAR LOS LIRIOS II SPA,FOTOVOLTAICO,NO APLICA,4.75,2020-12-31,-70.80296226699994,-34.23596554899996,Solares
PMGD PFV PAS1,POZO ALMONTE SOLAR 1 SPA,FOTOVOLTAICO,NO APLICA,8.97,2015-12-31,-69.75220514399996,-20.268584903999965,Solares
CANTERA,GPG GENERACION DISTRIBUIDA SPA,FOTOVOLTAICO,NO APLICA,2.9,2021-06-30,-71.51794231499997,-33.90337397899998,Solares
RINCONADA NORTE (SLK 808),FV RINCONADA SPA,FOTOVOLTAICO,NO APLICA,2.97,2020-12-31,-70.68944319799994,-32.65826575099993,Solares
EL ROMERAL,GR ULMO SPA,FOTOVOLTAICO,NO APLICA,8.0,2019-06-30,-71.03198562199998,-34.73127400899995,Solares
SAN CAMILO,ENEL GREEN POWER CHILE S.A.,FOTOVOLTAICO,NO APLICA,3.0,2020-12-31,-71.32726764299997,-35.11938352399994,Solares
SOLAR DIEGO DE ALMAGRO,ARCADIA GENERACION SOLAR S.A.,FOTOVOLTAICO,NO APLICA,31.914,2014-12-10,-70.02006237699999,-26.37893417699996,Solares
PACHIRA,EL NARANJAL SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-06-30,-71.62464490099995,-35.856180275999975,Solares
RCU,RTN SOLAR SPA,FOTOVOLTAICO,NO APLICA,6.0,2018-03-31,-71.12899077399999,-34.87480292099997,Solares
GUADALAO,FOTOVOLTAICA MANIO SPA,FOTOVOLTAICO,NO APLICA,2.99,2019-12-31,-71.57197201199995,-34.252622531999975,Solares
MARIA PINTO,PFV MARIA PINTO SPA,FOTOVOLTAICO,NO APLICA,2.99,2020-06-30,-71.20239957199993,-33.511702654999965,Solares
LINGUE,LINGUE SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-06-30,-71.39274576899999,-33.38274046899994,Solares
PULLALLI,FOTOVOLTAICA LA LIGUA SPA,FOTOVOLTAICO,NO APLICA,2.989,2019-12-31,-71.27708761899999,-32.45426051299995,Solares
PLACILLA SOLAR,GR LILEN SPA,FOTOVOLTAICO,NO APLICA,9.0,2017-09-30,-71.09570867999997,-34.60745297799997,Solares
EL CHERCAN,PFV EL CHERCAN SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-71.31749670199997,-34.97875005299994,Solares
ELENA ETAPA I (FASE I),SOLAR ELENA SPA,FOTOVOLTAICO,NO APLICA,66.442,2016-07-27,-69.47836406499994,-22.16279561099998,Solares
DON ANDRONICO,PARQUE SOLAR CANCHA SPA,FOTOVOLTAICO,NO APLICA,2.703,2020-06-30,-71.32201441799998,-33.98853329899998,Solares
ARMAZONES,SAGESA S.A.,FOTOVOLTAICO,NO APLICA,5.0,2020-12-31,-70.29737842599997,-24.638408217999935,Solares
LUNA,LUNA ENERGY SPA,FOTOVOLTAICO,NO APLICA,2.9393,2017-12-31,-71.40847140999995,-34.21439288099998,Solares
