NOMBRE,PROPIEDAD,TIPO,COMBUSTIBL,POTENCIAMW,FECH_CREA,Longitude,Latitude,FUENTE
JUNCAL,COLBUN S.A.,HIDRAULICA PASADA,NO APLICA,29.127,2018-06-30,-70.32865382299997,-32.91698642799997,Hidroelectricas
JUNCALITO,COLBUN S.A.,HIDRAULICA PASADA,NO APLICA,1.52,2018-06-30,-70.26965482799994,-32.901120902999935,Hidroelectricas
LA ARENA,EMPRESA ELECTRICA LA ARENA SPA,HIDRAULICA PASADA,NO APLICA,6.783,2018-06-30,-72.64551610399997,-41.681243535999954,Hidroelectricas
LA BIFURCADA,HIDRO MUNILQUE SPA,HIDRAULICA PASADA,NO APLICA,0.226,2018-06-30,-72.13019409299994,-37.69147786999997,Hidroelectricas
LA COMPANIA II,EMPRESA ELECTRICA LA COMPANIA SPA,HIDRAULICA PASADA,NO APLICA,2.555,2017-05-24,-70.64729792499998,-34.14903877599994,Hidroelectricas
LA CONFLUENCIA,HIDROELECTRICA LA CONFLUENCIA S.A.,HIDRAULICA PASADA,NO APLICA,162.792,2018-06-30,-70.55422062699995,-34.83349753099998,Hidroelectricas
LA HIGUERA,HIDROELECTRICA LA HIGUERA S.A.,HIDRAULICA PASADA,NO APLICA,154.6125,2018-06-30,-70.71440553499997,-34.75155049199998,Hidroelectricas
LA MINA,COLBUN S.A.,HIDRAULICA PASADA,NO APLICA,36.93,2012-12-20,-70.76761621299994,-35.820667896999964,Hidroelectricas
LA MONTANA,HIDROELCTRICA PUMA S.A.,HIDRAULICA PASADA,NO APLICA,2.975,2018-06-30,-70.81642937399994,-34.935892638999974,Hidroelectricas
LA MONTANA II,HIDROELECTRICA RIO CLARO S.A.,HIDRAULICA PASADA,NO APLICA,1.8842,2018-06-30,-70.84830369299993,-34.93509619599996,Hidroelectricas
LA PALOMA,HIDROPALOMA S.A.,HIDRAULICA PASADA,NO APLICA,4.416,2018-06-30,-71.03726599899994,-30.70039112099994,Hidroelectricas
LA VINA-ALTO LA VINA,HIDRO MUNILQUE SPA,HIDRAULICA PASADA,NO APLICA,0.5421,2018-06-30,-72.20876614299993,-37.65858649399996,Hidroelectricas
LAGO ATRAVESADO,EDELAYSEN,HIDRAULICA PASADA,NO APLICA,10.5,2018-06-30,-72.28883514699999,-45.75613774699997,Hidroelectricas
LAJA I,EOLICA MONTE REDONDO SPA,HIDRAULICA PASADA,NO APLICA,34.056,2018-06-30,-72.53028941599996,-37.24403849399994,Hidroelectricas
LAS FLORES,HIDROELECTRICA LAS FLORES S.A.,HIDRAULICA PASADA,NO APLICA,2.5,2018-06-30,-72.30347676499997,-40.084701405999965,Hidroelectricas
LAS VERTIENTES,ELECTRICA PUNTILLA S.A.,HIDRAULICA PASADA,NO APLICA,1.8646,2018-06-30,-70.46966793899998,-33.59258568299998,Hidroelectricas
LICAN,LICAN SPA,HIDRAULICA PASADA,NO APLICA,17.955,2018-06-30,-72.40139941399997,-40.61803123999994,Hidroelectricas
LIRCAY,HIDROELECTRICA RIO LIRCAY S.A.,HIDRAULICA PASADA,NO APLICA,18.9525,2018-06-30,-71.26135602399995,-35.53727782999994,Hidroelectricas
LLAUQUEREO,HIDROELECTRICA LLEUQUEREO S.A.,HIDRAULICA PASADA,NO APLICA,1.755,2018-06-30,-71.52423691599995,-37.566885113999945,Hidroelectricas
LOMA ALTA,EMPRESA ELECTRICA PEHUENCHE S.A.,HIDRAULICA PASADA,NO APLICA,36.349,2018-06-30,-70.98185749699996,-35.790822686999945,Hidroelectricas
LOS BAJOS,CARBOMET ENERGIA S.A.,HIDRAULICA PASADA,NO APLICA,5.4725,2018-06-30,-70.59482166199996,-33.63540473299997,Hidroelectricas
LOS COLONOS,EMPRESA ELECTRICA RIO PUMA SPA.,HIDRAULICA PASADA,NO APLICA,0.6399,2018-06-30,-72.68737979499997,-41.00711998599997,Hidroelectricas
LOS CONDORES,ENEL GENERACION CHILE S.A.,HIDRAULICA PASADA,NO APLICA,169.7399,2007-06-05,-70.62658333199994,-35.91740724099998,Hidroelectricas
LOS CORRALES,LAGRIMAS DEL SUR SPA,HIDRAULICA PASADA,NO APLICA,0.8,2018-06-30,-72.31481372299999,-40.64721091499996,Hidroelectricas
LOS CORRALES II,LAGRIMAS DEL SUR SPA,HIDRAULICA PASADA,NO APLICA,1.025,2018-06-30,-72.31482374799998,-40.64717460099996,Hidroelectricas
LOS HIERROS,EMPRESA ELECTRICAS AGUAS DEL MELADO SPA,HIDRAULICA PASADA,NO APLICA,25.0,2018-06-30,-71.06390683899997,-35.85786073799994,Hidroelectricas
LOS HIERROS II,EMPRESA ELECTRICA PORTEZUELO SPA,HIDRAULICA PASADA,NO APLICA,6.0,2018-06-30,-71.07892779199994,-35.83984350999998,Hidroelectricas
LOS MOLLES,ENEL GENERACION CHILE S.A.,HIDRAULICA PASADA,NO APLICA,17.9514,2018-06-30,-70.58669873199995,-30.74422947199997,Hidroelectricas
LOS MORROS,CIA. EMPRESA LOS MORROS S.A.,HIDRAULICA PASADA,NO APLICA,3.0535,2018-06-30,-70.65611198499994,-33.647783179999976,Hidroelectricas
LOS PADRES,LOS PADRES HIDRO SPA,HIDRAULICA PASADA,NO APLICA,2.181,2018-06-30,-71.70627497299995,-37.52788723799995,Hidroelectricas
LOS QUILOS,COLBUN S.A.,HIDRAULICA PASADA,NO APLICA,31.7972,2018-06-30,-70.40784198099993,-32.86644961999997,Hidroelectricas
MACHICURA,COLBUN S.A.,HIDRAULICA EMBALSE,NO APLICA,94.7625,2018-06-30,-71.39780104799996,-35.732451684999944,Hidroelectricas
MAISAN,ABASTIBLE S.A.,HIDRAULICA PASADA,NO APLICA,0.59,2018-06-30,-72.66398895299994,-38.98381796399997,Hidroelectricas
MAITENES,AES ANDES S.A.,HIDRAULICA PASADA,NO APLICA,26.92,2018-06-30,-70.26178821999997,-33.530703469999935,Hidroelectricas
MALALCAHUELLO,EMPRESA ELECTRICA CAREN S.A.,HIDRAULICA PASADA,NO APLICA,9.154,2018-06-30,-71.52075931299999,-38.88303177199998,Hidroelectricas
MALLARAUCO,HIDROELECTRICA MALLARAUCO S.A.,HIDRAULICA PASADA,NO APLICA,3.3915,2018-06-30,-71.00442199999998,-33.58740334399994,Hidroelectricas
MAMPIL,DUQUECO SPA,HIDRAULICA PASADA,NO APLICA,54.9065,2018-06-30,-71.70739735499996,-37.53639491299998,Hidroelectricas
MARIA ELENA,GENERADORA ELECTRICA MARIA ELENA LTDA.,HIDRAULICA PASADA,NO APLICA,0.285,2018-06-30,-72.48752412999994,-40.77189727899997,Hidroelectricas
MARIPOSAS,HIDROELECTRICA RIO LIRCAY S.A.,HIDRAULICA PASADA,NO APLICA,6.2855,2018-06-30,-71.26416869899998,-35.59608841099998,Hidroelectricas
MCH DOSAL,DOSAL HNOS. Y CIA. LTDA.,HIDRAULICA PASADA,NO APLICA,0.2696,2018-06-30,-70.80837619999994,-35.787220453999964,Hidroelectricas
MELO,SOCER S.A.,HIDRAULICA PASADA,NO APLICA,2.97,2018-06-30,-72.12058539399999,-37.287562675999936,Hidroelectricas
MINIHIDRO SANTA ROSA,ENERNUEVAS S.A.,HIDRAULICA PASADA,NO APLICA,1.25,2018-06-30,-70.06846534999994,-20.30103199399997,Hidroelectricas
MOLINERA VILLARRICA,CIA MOLINERA VILLARRICA LTDA,HIDRAULICA PASADA,NO APLICA,0.5966,2018-06-30,-72.22793836199997,-39.29825179399995,Hidroelectricas
MONREAL,EDELAYSEN,HIDRAULICA PASADA,NO APLICA,3.0,2018-06-30,-72.06126357999995,-45.86998500599998,Hidroelectricas
MSA-I,MINICENTRALES ARAUCANIA S.A.,HIDRAULICA PASADA,NO APLICA,3.0,2014-11-21,-72.05854279299996,-39.17167635299995,Hidroelectricas
MUCHI,HIDROMUCHI S.A.,HIDRAULICA PASADA,NO APLICA,0.9975,2018-06-30,-72.22690963899998,-40.316245341999945,Hidroelectricas
MUNILQUE,PMGD BIO BIO NEGRETE S.A.,HIDRAULICA PASADA,NO APLICA,0.5469,2018-06-30,-72.42746110099995,-37.57547925099993,Hidroelectricas
MUNILQUE II,PMGD BIO BIO NEGRETE S.A.,HIDRAULICA PASADA,NO APLICA,0.5469,2018-06-30,-72.43117460399998,-37.57229003799995,Hidroelectricas
NALCAS,HIDROENESUR S.A.,HIDRAULICA PASADA,NO APLICA,6.992,2018-06-30,-72.34006142899995,-40.89514722599995,Hidroelectricas
OJOS DE AGUA,ENEL GENERACION CHILE S.A.,HIDRAULICA PASADA,NO APLICA,8.9847,2018-06-30,-70.80756092099995,-35.78590753499998,Hidroelectricas
PALACIOS,HIDROELECTRICA PALACIOS SPA.,HIDRAULICA PASADA,NO APLICA,3.017,2016-08-05,-70.34137629599996,-34.90163721399995,Hidroelectricas
PALMAR,HIDROPALMAR S.A.,HIDRAULICA PASADA,NO APLICA,8.56,2007-09-30,-72.33140126299998,-40.792789658999936,Hidroelectricas
PALMUCHO,ENEL GENERACION CHILE S.A.,HIDRAULICA PASADA,NO APLICA,31.952,2018-06-30,-71.47537807399993,-38.04571523199997,Hidroelectricas
PANGUE,ENEL GENERACION CHILE S.A.,HIDRAULICA EMBALSE,NO APLICA,465.8325,2018-06-30,-71.61213834999995,-37.91078426399997,Hidroelectricas
PEHUENCHE,EMPRESA ELECTRICA PEHUENCHE S.A.,HIDRAULICA EMBALSE,NO APLICA,569.92,2018-06-30,-71.16353801499997,-35.73080074599994,Hidroelectricas
PEHUI,GENERADORA ELECTRICA PEHUI LTDA,HIDRAULICA PASADA,NO APLICA,1.1,2018-06-30,-72.51613533099999,-40.556680821999976,Hidroelectricas
PEUCHEN,DUQUECO SPA,HIDRAULICA PASADA,NO APLICA,84.8725,2018-06-30,-71.59627124599996,-37.54115393799998,Hidroelectricas
PICHILONCO,GM HOLDINGS S.A.,HIDRAULICA PASADA,NO APLICA,1.15,2018-06-30,-72.29927276399997,-40.33892582899995,Hidroelectricas
PILMAIQUEN,ENEL GREEN POWER CHILE S.A.,HIDRAULICA PASADA,NO APLICA,40.6776,2018-06-30,-72.64913271699999,-40.63791064699996,Hidroelectricas
PIUTEL,PIUTEL GENERACION ELECTRICA LIMITADA,HIDRAULICA PASADA,NO APLICA,0.5586,2018-06-30,-72.43569774399998,-39.73810546399994,Hidroelectricas
RIO MULCHEN,CENTRAL HIDROELECTRICA RIO MULCHEN S.A.,HIDRAULICA PASADA,NO APLICA,2.9751,2018-06-30,-72.15702899099995,-37.85116342099997,Hidroelectricas
PROVIDENCIA,HIDROELECTRICA RIO LIRCAY S.A.,HIDRAULICA PASADA,NO APLICA,14.129,2018-06-30,-71.27288364699996,-35.46972372899995,Hidroelectricas
PUCLARO,HIDROELECTRICA PUCLARO S.A.,HIDRAULICA PASADA,NO APLICA,5.376,2018-06-30,-70.86381773999994,-29.99605095399994,Hidroelectricas
PULELFU,EMPRESA ELECTRICA LA LEONERA S.A.,HIDRAULICA PASADA,NO APLICA,8.955,2018-06-30,-72.38527026799994,-40.80998005999993,Hidroelectricas
PULLINQUE,ENEL GREEN POWER CHILE S.A.,HIDRAULICA PASADA,NO APLICA,51.1584,2018-06-30,-72.21728684299995,-39.59568162099998,Hidroelectricas
PUNTILLA,ELECTRICA PUNTILLA S.A.,HIDRAULICA PASADA,NO APLICA,21.7491,2018-06-30,-70.53516042999996,-33.61850231899996,Hidroelectricas
PURISIMA,ENERBOSCH S.A.,HIDRAULICA PASADA,NO APLICA,0.4198,2018-06-30,-71.18201506599996,-35.20206762399994,Hidroelectricas
QUELTEHUES,AES ANDES S.A.,HIDRAULICA PASADA,NO APLICA,48.9412,2018-06-30,-70.21923168499995,-33.812844042999984,Hidroelectricas
QUILLAILEO,CENTRAL HIDROELECTRICA QUILLAILEO SPA,HIDRAULICA PASADA,NO APLICA,0.8161,2018-06-30,-71.80826847799995,-37.693004385999984,Hidroelectricas
QUILLECO,COLBUN S.A.,HIDRAULICA PASADA,NO APLICA,70.6513,2018-06-30,-71.95665442299997,-37.335828522999975,Hidroelectricas
RALCO,ENEL GENERACION CHILE S.A.,HIDRAULICA EMBALSE,NO APLICA,685.06,2018-06-30,-71.51797489599994,-37.99795412499998,Hidroelectricas
RAPEL,ENEL GENERACION CHILE S.A.,HIDRAULICA EMBALSE,NO APLICA,361.9847,2018-06-30,-71.58878947999995,-34.04127483099995,Hidroelectricas
RECA,ENERBOSCH S.A.,HIDRAULICA PASADA,NO APLICA,1.6958,2018-06-30,-72.07685854999994,-39.75847800899993,Hidroelectricas
RENAICO,ESPINOS S.A.,HIDRAULICA PASADA,NO APLICA,6.3,2018-06-30,-72.41567223899995,-37.81383799499997,Hidroelectricas
RIO AZUL,EDELAYSEN,HIDRAULICA PASADA,NO APLICA,1.4,2018-06-30,-72.12341118799998,-43.490603576999945,Hidroelectricas
RIO COLORADO,HIDROELECTRICA RIO COLORADO S.A.,HIDRAULICA PASADA,NO APLICA,16.466,2013-12-23,-70.93883355699995,-35.83015188799993,Hidroelectricas
RIO HUASCO,HIDROELECTRICA RIO HUASCO S.A.,HIDRAULICA PASADA,NO APLICA,5.1,2018-06-30,-70.64508527699996,-28.67620243899995,Hidroelectricas
RIO PICOIQUEN,HIDROANGOL S.A.,HIDRAULICA PASADA,NO APLICA,19.306,2018-06-30,-72.75328716699994,-37.81608225399998,Hidroelectricas
RIO TRUENO,HIDROELECTRICA TRUENO S.A.,HIDRAULICA PASADA,NO APLICA,5.59,2018-06-30,-72.04723628299996,-38.60101247899996,Hidroelectricas
ROBLERIA,HIDROELECTRICA ROBLERIA SPA,HIDRAULICA PASADA,NO APLICA,3.9908,2018-06-30,-71.28058894999998,-35.85031793199994,Hidroelectricas
RUCATAYO,EMPRESA ELECTRICA RUCATAYO S.A.,HIDRAULICA PASADA,NO APLICA,59.3,2018-06-30,-72.70415551199994,-40.619153282999946,Hidroelectricas
RUCUE,COLBUN S.A.,HIDRAULICA PASADA,NO APLICA,178.1324,2018-06-30,-71.86568774799997,-37.36048787699997,Hidroelectricas
SAN ANDRES,HIDROELECTRICA SAN ANDRES SPA,HIDRAULICA PASADA,NO APLICA,40.0582,2018-06-30,-70.38254629399995,-34.73458158099993,Hidroelectricas
SAN CLEMENTE,COLBUN S.A.,HIDRAULICA PASADA,NO APLICA,5.8853,2018-06-30,-71.35570091799997,-35.59820915199998,Hidroelectricas
SAN IGNACIO,COLBUN S.A.,HIDRAULICA PASADA,NO APLICA,35.08,2018-06-30,-71.54145621399994,-35.61466847699995,Hidroelectricas
SANTA ELENA,CENTRAL HIDROELECTRICA SANTA ELENA S.A.,HIDRAULICA PASADA,NO APLICA,2.75,2015-12-04,-72.05363438599994,-39.095656143999975,Hidroelectricas
SANTA ISABEL,SOCER S.A.,HIDRAULICA PASADA,NO APLICA,1.45,2018-06-30,-72.29709414399997,-37.44071659799994,Hidroelectricas
SAUCE ANDES,GENERADORA ELECTRICA SAUCE LOS ANDES S.A.,HIDRAULICA PASADA,NO APLICA,1.379,2018-06-30,-70.54109497999997,-32.83516036799995,Hidroelectricas
SAUZAL,ENEL GENERACION CHILE S.A.,HIDRAULICA PASADA,NO APLICA,82.6261,2018-06-30,-70.63099747499996,-34.25275668499995,Hidroelectricas
SAUZALITO,ENEL GENERACION CHILE S.A.,HIDRAULICA PASADA,NO APLICA,11.2221,2018-06-30,-70.65523749599998,-34.23567780299993,Hidroelectricas
TRAILELFU,ENERBOSCH S.A.,HIDRAULICA PASADA,NO APLICA,2.45,2018-06-30,-72.04600942999997,-39.21588520599994,Hidroelectricas
TRANQUIL,EMPRESA ELECTRICA TRANQUIL SPA,HIDRAULICA PASADA,NO APLICA,2.9673,2018-06-30,-71.96413890699995,-39.74324489999998,Hidroelectricas
TRANCA DEL TORO,FORESTAL NELTUME CARRANCO S.A.,HIDRAULICA PASADA,NO APLICA,1.9,2014-12-18,-71.95380639699994,-39.854657395999936,Hidroelectricas
TRUFULTRUFUL,ENERBOSCH,HIDRAULICA PASADA,NO APLICA,0.819,2018-06-30,-71.66324756099993,-38.84454077399994,Hidroelectricas
VOLCAN,AES ANDES S.A.,HIDRAULICA PASADA,NO APLICA,12.997,2018-06-30,-70.21479409099999,-33.82068875899995,Hidroelectricas
COSAPILLA,ENGIE ENERGIA CHILE S.A.,HIDRAULICA PASADA,NO APLICA,0.5,2020-06-30,-69.55858882899997,-18.375528093999947,Hidroelectricas
COCHAMO,SAGESA S.A.,HIDRAULICA PASADA,NO APLICA,0.68,2020-06-30,-72.29618984499996,-41.49171242199998,Hidroelectricas
EL PORTAL,CENTRAL EL PORTAL SPA,HIDRAULICA PASADA,NO APLICA,1.1,2020-06-30,-72.11103828699999,-37.69731018799996,Hidroelectricas
LOS PORTONES (AMPLIACION 2),LOS PORTONES S.A.,HIDRAULICA PASADA,NO APLICA,0.2,2020-06-30,-72.23518636899996,-40.33235252299994,Hidroelectricas
PANGAL,PACIFIC HYDRO CHILE S.A.,HIDRAULICA PASADA,NO APLICA,36.9075,2020-12-31,-70.44272489899998,-34.23926478499993,Hidroelectricas
EL ATAJO,CENTRAL EL ATAJO SPA,HIDRAULICA PASADA,NO APLICA,1.2,2020-12-31,-72.22151480899998,-37.64520148299994,Hidroelectricas
MC3,HIDROENERSUR S.A.,HIDRAULICA PASADA,NO APLICA,2.2709,2020-12-31,-72.35484369299996,-40.94779993999998,Hidroelectricas
CORRALES,HIDROELECTRICA LOS CORRALES SPA,HIDRAULICA PASADA,NO APLICA,2.968,2020-12-31,-70.40461042999993,-34.74173195499998,Hidroelectricas
SAN VICTOR,EMPRESA ELECTRICA SAN VICTOR SPA,HIDRAULICA PASADA,NO APLICA,2.99,2020-12-31,-72.43342429899997,-45.331227646999935,Hidroelectricas
PUNTA DEL VIENTO,HIDROELECTRICA PUNTA DEL VIENTO SPA,HIDRAULICA PASADA,NO APLICA,2.999,2021-06-30,-70.43900850199998,-34.75499079599996,Hidroelectricas
PIEDRAS NEGRAS,HIDROELECTRICA PIEDRAS NEGRAS SPA,HIDRAULICA PASADA,NO APLICA,2.964,2022-06-30,-70.43758167999994,-34.75524208899998,Hidroelectricas
TERRA AUSTRAL,COMPANIA HIDROELECTRICA HIDROENER SPA,HIDRAULICA PASADA,NO APLICA,0.78,2022-06-30,-72.30206586899999,-41.55118770699994,Hidroelectricas
FLORIDA II,ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,HIDRAULICA PASADA,NO APLICA,19.125,2022-06-30,-70.54535368899997,-33.547582113999965,Hidroelectricas
FLORIDA III,ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,HIDRAULICA PASADA,NO APLICA,2.4945,2022-06-30,-70.54294728299993,-33.54792777199998,Hidroelectricas
NUEVO REINO,EDELAYSEN,HIDRAULICA PASADA,NO APLICA,0.3,2022-12-31,-72.67914481899999,-44.72256461199999,Hidroelectricas
HORNOPIREN,PMGD HORNOPIREN LTDA.,HIDRAULICA PASADA,NO APLICA,0.26,2024-06-30,-72.48904784399997,-41.946245258999966,Hidroelectricas
TRICA-DOS,TRICAHUE SPA,FOTOVOLTAICO,NO APLICA,2.8,2019-06-30,-71.57890158899994,-35.59964890199996,Solares
EL CARDENAL,PFV EL CARDENAL SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-06-30,-71.08934908299995,-34.42417671199996,Solares
IDAHUE DEL VERANO,PALPANA DE VERANO SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-12-31,-71.11622242999994,-34.309588290999955,Solares
NORTE CHICO,ACOTANGO DE VERANO SPA,FOTOVOLTAICO,NO APLICA,1.9485,2019-03-31,-71.16450300699995,-32.09909119699995,Solares
FOTOVOLT LINARES II,AILIN FOTOVOLTAICA SPA,FOTOVOLTAICO,NO APLICA,1.5,2021-06-30,-71.65546003399999,-35.82407398299995,Solares
MARCHIGUE II,GR CANELO SPA,FOTOVOLTAICO,NO APLICA,8.9293,2017-09-30,-71.66611934899998,-34.40669302199996,Solares
LO MIGUEL,PLANTA SOLAR LO MIGUEL II SPA,FOTOVOLTAICO,NO APLICA,3.25,2020-12-31,-70.82613945099996,-34.39039542699993,Solares
SOLAR SAN ANDRES,SAN ANDRES SPA,FOTOVOLTAICO,NO APLICA,50.6,2014-12-10,-70.11122075299994,-27.25422451999998,Solares
SOL DEL MAULE,SAN JAVIER I SPA,FOTOVOLTAICO,NO APLICA,2.5,2021-05-31,-71.70720647299999,-35.56066261499996,Solares
LORO CHOROY,PFV EL LORO CHOROY SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-06-30,-71.31366728099994,-34.97694801199998,Solares
FRANCISCO,GR BOLDO SPA,FOTOVOLTAICO,NO APLICA,3.0,2017-12-31,-70.63092889999996,-34.00024419799996,Solares
LAS PALOMAS,PV LAS PALOMAS SPA,FOTOVOLTAICO,NO APLICA,2.99,2018-03-31,-72.00496637299995,-36.78588133199997,Solares
ANDES II B,ANDES SOLAR II SPA,FOTOVOLTAICO,NO APLICA,129.7287,2020-12-31,-68.57365581699997,-23.997595995999973,Solares
PFV REN (AMPLIACION),MILLARAY FOTOVOLTAICA SPA,FOTOVOLTAICO,NO APLICA,3.0,2024-06-30,-72.60044346699993,-37.69644844599998,Solares
SANTA MARGARITA,FOTOVOLTAICA PEUMO SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-12-31,-71.52152337299998,-34.458424513999944,Solares
MELI,MELI SPA,FOTOVOLTAICO,NO APLICA,9.0,2018-06-30,-70.76568303799996,-34.05162134599993,Solares
ALTOS DE TIL TIL,ELECTRICA ALTOS DE TIL TIL SPA,FOTOVOLTAICO,NO APLICA,1.7,2018-12-31,-70.88875088299994,-33.096953078999945,Solares
CANQUEN,CANQUEN SPA,FOTOVOLTAICO,NO APLICA,1.0,2022-12-31,-72.41027621799998,-37.44956537199994,Solares
EL ESTERO,FOTOVOLTAICA MANZANO SPA,FOTOVOLTAICO,NO APLICA,2.68,2017-12-31,-71.40145188999998,-34.22058010799998,Solares
LAS TAGUAS,PFV LAS TAGUAS SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-12-31,-71.23568947099994,-29.833966224999983,Solares
GR SANTA ROSA,GR CHAQUIHUE SPA,FOTOVOLTAICO,NO APLICA,8.888,2016-07-27,-71.29393334899999,-33.99764374899996,Solares
INDEPENDENCIA,LA INDEPENDENCIA SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.7,2022-12-31,-70.89036170399999,-33.14513098499998,Solares
SLK CB NUEVE,SLK CB NUEVE SPA.,FOTOVOLTAICO,NO APLICA,3.0,2021-06-30,-70.68737050299995,-32.662009560999934,Solares
PLAYERITO,PLAYERO SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-06-30,-72.44972273899998,-35.87618091199994,Solares
SANTA FE,PARQUE SOLAR SANTA FE SPA,FOTOVOLTAICO,NO APLICA,8.999,2018-06-30,-71.71134311799995,-35.62345521699996,Solares
DON SIMON,SOLAR TI TREINTA Y SEIS SPA,FOTOVOLTAICO,NO APLICA,7.0,2021-06-30,-70.67541398299994,-34.206287273999976,Solares
LO SIERRA,PARQUE SOLAR H6 SPA,FOTOVOLTAICO,NO APLICA,2.965,2019-03-31,-71.32940639399999,-33.98414690399994,Solares
LIQUIDAMBAR,CVE PROYECTO SIETE SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-12-31,-70.53870956199995,-32.824456787999964,Solares
CONEJO SOLAR,CONEJO SOLAR SPA,FOTOVOLTAICO,NO APLICA,104.0,2016-12-31,-70.16290331299996,-25.504103215999976,Solares
UNIHUE,PARQUE SOLAR UNIHUE SPA,FOTOVOLTAICO,NO APLICA,2.7,2022-12-31,-71.67043794399996,-35.48571611099993,Solares
PFV REN,MILLARAY FOTOVOLTAICA SPA,FOTOVOLTAICO,NO APLICA,3.0,2022-12-31,-72.60044346699993,-37.69644844599998,Solares
LOS PALTOS,PARQUE SOLAR LOS PALTOS SPA,FOTOVOLTAICO,NO APLICA,2.695,2019-12-31,-71.03097227299997,-32.398028701999976,Solares
CKILIR,CE URIBE ANTOFAGASTA SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-06-30,-70.27594489099994,-23.60714808599994,Solares
MECO CHILLAN,PARQUE SOLAR MECO CHILLAN SPA,FOTOVOLTAICO,NO APLICA,6.0,2020-12-31,-72.13366903199994,-36.74936105999996,Solares
SANTA RITA,"PARQUE FOTOVOLTAICO SANTA RITA SOLAR SPA
SPA",FOTOVOLTAICO,NO APLICA,2.7,2020-12-31,-71.90877914999999,-36.54365513299996,Solares
LA LAJUELA,RIGEL SPA,FOTOVOLTAICO,NO APLICA,6.88,2016-07-27,-71.39008911099995,-34.64803439899998,Solares
EL OLIVAR,EL OLIVAR SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-12-31,-72.41161335099997,-37.430255286999966,Solares
SANTA TERESITA,PLANTA SOLAR SANTA TERESITA II SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-12-31,-70.78651424199995,-33.268086703999984,Solares
PERALILLO,PARRONAL ENERGY SPA,FOTOVOLTAICO,NO APLICA,2.9559,2017-12-31,-71.71168562399998,-35.036699554999984,Solares
PERSEFONE SOLAR,CVE PROYECTO TREINTA Y UNO SPA,FOTOVOLTAICO,NO APLICA,4.05,2020-06-30,-71.01182882899997,-31.83012531499997,Solares
ANCAHUAL SOLAR,CANELILLO SOLAR SPA,FOTOVOLTAICO,NO APLICA,9.0,2021-06-30,-72.50439093899996,-39.32771232099998,Solares
EL CONDOR,PFV EL CONDOR SPA,FOTOVOLTAICO,NO APLICA,1.33,2019-12-31,-71.02990379799996,-34.87805800099994,Solares
DON EUGENIO,GR TIACA SPA,FOTOVOLTAICO,NO APLICA,2.9499,2017-12-31,-71.38614422399996,-34.265019791999975,Solares
FILOMENA SOLAR,PANIRI DE VERANO SPA,FOTOVOLTAICO,NO APLICA,3.0,2020-06-30,-70.61555958999998,-32.70824979599996,Solares
SAN FRANCISCO SOLAR,SAN FRANCISCO SOLAR SPA,FOTOVOLTAICO,NO APLICA,3.0,2018-03-31,-70.70381659199995,-33.04009575599997,Solares
EL ROMERO,ACCIONA ENERGIA CHILE HOLDINGS S.A.,FOTOVOLTAICO,NO APLICA,196.0,2017-06-30,-70.90792703899996,-29.109486537999945,Solares
DIEGO DE ALMAGRO SUR,COLBUN S.A.,FOTOVOLTAICO,NO APLICA,208.945,2016-07-27,-69.97108538299995,-26.589006048999977,Solares
EL PILPEN,PV EL PILPEN SPA,FOTOVOLTAICO,NO APLICA,2.9901,2017-12-31,-71.24276746799995,-33.55887577899995,Solares
MARANON,PSF SANTA ISABEL SPA,FOTOVOLTAICO,NO APLICA,9.0,2020-12-31,-70.71110807999997,-28.58419362999996,Solares
URIBE SOLAR,FOTOVOLTAICA NORTE GRANDE 5 SPA,FOTOVOLTAICO,NO APLICA,52.75,2017-03-31,-70.21660501799994,-23.56178119599997,Solares
PANGUILEMO AEROPUERTO,PARQUE SOLAR RETIRO SPA,FOTOVOLTAICO,NO APLICA,5.5,2020-06-30,-71.59280936099998,-35.38544675999998,Solares
JARDIN SOLAR PETORCA,PSF PETORCA SPA,FOTOVOLTAICO,NO APLICA,0.2,2020-12-31,-70.87803256699993,-32.39607205599998,Solares
ORQUIDEA SOLAR,CVE PROYECTO QUINCE SPA,FOTOVOLTAICO,NO APLICA,3.0,2021-06-30,-71.21475075599994,-30.546156672999928,Solares
SAN CARLOS SOLAR,SAN CARLOS SOLAR SPA,FOTOVOLTAICO,NO APLICA,2.6,2021-06-30,-71.93862782799994,-36.40356538299994,Solares
PEPA SOLAR,PMGD PEPA SPA,FOTOVOLTAICO,NO APLICA,9.0,2019-06-30,-70.83034096099993,-33.75442061699994,Solares
