ID_SUBEST,NOMBRE,PROPIEDAD,TENSION,TIPO,FECHA_CREA,Latitude,Longitude
1791,S/E CENTRAL SANTIAGO SOLAR,"SANTIAGO SOLAR S.A.

",110,ZONAL,2014-04-12,-33.081745000999945,-70.85883399999994
1986,S/E UJINA,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,<66,DEDICADO,2014-04-12,-20.97828500099996,-68.59218099999998
2133,S/E MOCHO,CUMBRES SPA,110,DEDICADO,2014-04-12,-40.641531000999976,-72.25140199999998
250,S/E CENTRAL RAPEL (ENEL GENERACION),ENEL GENERACIÓN CHILE S.A.,220,ZONAL,2014-04-12,-34.04143700099996,-71.58869199999998
2214,S/E LAMA,COMPAÑÍA MINERA NEVADA SPA,220,S/I,2014-04-12,-29.33317489899997,-69.97090842399996
2293,CENTRAL LA JUNTA,EDELAYSEN,23,NO APLICA,2014-12-04,-43.97002600099995,-72.38516900099995
1748,S/E CENTRAL CAREN BAJO,EMPRESA ELÉCTRICA CARÉN S.A.,<66,S/I,2014-04-12,-38.88318700099995,-71.52112999999997
399,S/E SANTA ELVIRA,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-36.59606000099996,-72.09864299999998
783,S/E JUNCAL PORTILLO,CHILQUINTA TRANSMISIÓN S.A.,<66,ZONAL,2014-04-12,-32.870826000999955,-70.14843399999995
2055,S/E CENTRAL PARQUE EOLICO CABO LEONES I,PARQUE EÓLICO CABO LEONES I S.A.,220,DEDICADO,2014-04-12,-28.94634900099993,-71.44387499999993
521,S/E PURRANQUE,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66,ZONAL,2014-04-12,-40.91220600099996,-73.15150599999998
564,S/E CASTILLA,TRANSELEC S.A.,110,DEDICADO,2014-04-12,-27.89477715099997,-70.53227077999998
618,S/E CERRILLOS,CGE TRANSMISIÓN S.A.,110,ZONAL,2014-04-12,-27.57529400099997,-70.25532499999997
1903,S/E MINSAL,ENGIE ENERGÍA CHILE S.A.,110,DEDICADO,2014-04-12,-23.516787000999955,-68.39957299999998
1865,S/E EL LOA,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,<66,DEDICADO,2014-04-12,-22.350574000999927,-69.63340899999997
321,S/E CENTRAL LAUTARO,COMASA SPA,66,DEDICADO,2014-04-12,-38.53990600099996,-72.46803999999997
2103,S/E DEUCO,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66,DEDICADO,2014-04-12,-37.82602300099995,-72.69847999999996
361,S/E LA PALMA,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-35.58128100099998,-71.70871599999998
2333,S/E FUTURO,ANDES SOLAR II SPA,220,DEDICADO,2014-04-12,-24.008619712999973,-68.56571083599994
1972,S/E TAP OFF OESTE,AES ANDES S.A.,220,DEDICADO,2014-04-12,-23.690449090999948,-68.61964699299995
2279,CENTRAL RIO AZUL,EDELAYSEN,23,NO APLICA,2014-12-04,-43.49062500099996,-72.12331400099998
929,S/E QUINTA (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,2014-04-12,-34.81615800099996,-71.06468699999994
868,S/E MOLIENDA 3,ANGLO AMERICAN LOS BRONCES,66,DEDICADO,2014-04-12,-33.145082000999935,-70.28835299999997
974,S/E LOS PIUQUENES,MINERA LOS PELAMBRES,220,DEDICADO,2014-04-12,-31.81197605099993,-70.57847164999998
1653,S/E CENTRAL SDGX01,ENGIE ENERGÍA CHILE S.A.,<66,ZONAL,2014-04-12,-30.23018000099995,-71.09303399999999
634,S/E EL MONTE,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-33.70889300099998,-70.96930899999995
267,S/E CENTRAL LAS PIEDRAS,ENLASA GENERACIÓN CHILE S.A.,110,DEDICADO,2014-04-12,-30.14256200099993,-71.22944199999995
475,S/E QUEREO,CGE TRANSMISIÓN S.A.,<66,ZONAL,2014-04-12,-31.93948800099997,-71.47688299999999
1958,TAP OFF ENLACE,MINERA ANTUCOYA,220,NACIONAL,2014-04-12,-22.69907600099998,-69.62626899999998
1667,S/E CENTRAL SAN ANDRES (HSA),HIDROELÉCTRICA SAN ANDRÉS SPA,220,DEDICADO,2014-04-12,-34.73497900099994,-70.38370099999997
686,S/E CURACAVI,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,<66,ZONAL,2014-04-12,-33.42353000099996,-71.04317999999995
355,S/E EL ESPINO,CGE TRANSMISIÓN S.A.,<66,ZONAL,2014-04-12,-31.33234123099993,-71.09493733999994
2112,S/E SGO,MINERA SPENCE S.A.,220,DEDICADO,2014-04-12,-22.78138525299994,-69.30588634599997
2258,S/E NUEVA ANCUD,TRANSELEC S.A.,220,NACIONAL,2014-04-12,-41.95873713099997,-73.67883258499995
982,S/E PAPELERA BIO BIO,BO PAPER BIO-BIO S.A.,66,ZONAL,2014-04-12,-36.83381463099994,-73.09661659999995
923,S/E LOS GUINDOS (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,<66,ZONAL,2014-04-12,-33.71127371399996,-70.72360796999999
212,S/E CENTRAL CARDONES,CENTRAL CARDONES S.A.,220,DEDICADO,2014-04-12,-27.487986000999967,-70.38546099999996
2319,S/E VALLE ESCONDIDO,AR VALLE ESCONDIDO SPA,220,ZONAL,2014-04-12,-27.811588334999957,-70.26781794699997
2299,CENTRAL MONREAL,EDELAYSEN,23,NO APLICA,2014-12-04,-45.86988200099995,-72.06114399999996
504,S/E CHOLGUAN (STS),SISTEMA DE TRANSMISIÓN DEL SUR S.A.,220,DEDICADO,2014-04-12,-37.16480100099994,-72.07404099999997
1118,S/E SANTA FILOMENA,ANGLO AMERICAN LOS BRONCES,220,DEDICADO,2014-04-12,-33.19386000099996,-70.56623299999995
1934,S/E SOPLADORES,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,110,DEDICADO,2014-04-12,-22.31220678099993,-68.88555580699995
2043,S/E MIRAJE,TRANSELEC S.A.,220,NACIONAL,2014-04-12,-22.41994700099997,-69.52945999999997
2276,HIELOS DEL SUR II,EDELAYSEN,23,NO APLICA,2014-12-04,-48.51638437399998,-72.59724814699996
530,S/E VALDIVIA (STS),"SISTEMA DE TRANSMISIÓN DEL SUR S.A.

",66,ZONAL,2014-04-12,-39.80061316699994,-73.18696300899995
381,S/E BUIN (CGE),CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-33.735140000999934,-70.73629799999998
1636,S/E PAPELERA TALAGANTE,CGE TRANSMISIÓN S.A.,66,DEDICADO,2014-04-12,-33.70896500099997,-70.93430199999995
878,S/E PRINCIPAL PLANTA POLPAICO,CEMENTO POLPAICO S.A.,<66,DEDICADO,2014-04-12,-33.15210700099993,-70.83192199999996
2079,S/E PUNTA SIERRA,PACIFIC HYDRO PUNTA SIERRA SPA,220,NACIONAL,2014-04-12,-31.136116000999948,-71.61395199999998
1909,S/E NUEVA ZALDIVAR,AES ANDES S.A.,220,DEDICADO,2014-04-12,-24.16342100099996,-69.06542099999996
2351,S/E LOS NOTROS,TRANSELEC S.A.,220,S/I,2014-04-12,-37.71302927099998,-71.82885098499997
358,S/E ESCUADRON (CGE),CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-36.96734338099998,-73.16910504999998
852,S/E LONGAVI,LUZPARRAL TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-35.96229300099998,-71.69644799999998
583,S/E CENTRAL PEHUENCHE,TRANSELEC S.A.,220,DEDICADO,2014-04-12,-35.731372000999954,-71.16384199999999
1679,S/E CANAL MELADO,TRANSELEC S.A.,220,DEDICADO,2014-04-12,-35.71856800099994,-71.07098899999994
2106,S/E CENTRAL CONVENTO VIEJO,SOCIEDAD CONCESIONARIA EMBALSE CONVENTO VIEJO S.A.,<66,S/I,2014-04-12,-34.76791400099995,-71.12905699999999
1886,S/E KAPATUR,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,220,NACIONAL,2014-04-12,-23.14508700099998,-70.34036799999996
2311,S/E LOS ANGELES SUR,WPD DUQUECO SPA,<66,DEDICADO,2014-04-12,-37.51860542099996,-72.36835875599996
305,S/E CENTRAL CHOLGUAN,MADERAS ARAUCO S.A.,<66,DEDICADO,2014-04-12,-37.16479900099995,-72.07315699999998
804,S/E VALPARAISO,CHILQUINTA TRANSMISIÓN S.A.,<66,ZONAL,2014-04-12,-33.05545700099998,-71.62207799999999
2146,S/E CENTRAL CHAGUAL,PRIME ENERGÍA QUICKSTART SPA,<66,S/I,2014-04-12,-31.941620114999974,-71.47745194399994
1718,S/E CENTRAL PUNTA PALMERAS,PUNTA PALMERAS S.A.,<66,DEDICADO,2014-04-12,-31.238751170999933,-71.61594609999997
621,S/E HERNAN FUENTES,CGE TRANSMISIÓN S.A.,110,ZONAL,2014-04-12,-27.37944100099997,-70.33582399999995
1862,S/E EL ABRA,SOCIEDAD CONTRACTUAL MINERA EL ABRA,220,DEDICADO,2014-04-12,-21.981597000999955,-68.69353699999994
646,S/E MANDINGA,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-33.78912300099995,-71.27782499999995
726,S/E VITACURA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110,ZONAL,2014-04-12,-33.410185920999936,-70.60439196999994
2182,S/E C.R. MAITENCILLO,EMPRESA ELÉCTRICA VALLENAR S.A,<66,S/I,2014-04-12,-28.50925048399995,-70.91979971999996
276,S/E CENTRAL TERMOPACIFICO,GENERADORA DEL PACÍFICO SPA,220,DEDICADO,2014-04-12,-27.492071000999942,-70.38242899999995
1839,S/E CENTRAL TOCOPILLA,ENGIE ENERGÍA CHILE S.A.,220,ZONAL,2014-04-12,-22.09787600099997,-70.21200399999998
247,S/E CENTRAL RALCO,ENEL GENERACIÓN CHILE S.A.,220,DEDICADO,2014-04-12,-37.99835300099994,-71.51757599999996
2217,S/E CHOLGUAN (TRANSELEC),TRANSELEC S.A.,66,DEDICADO,2014-04-12,-37.16513200099996,-72.07338299999998
678,S/E BATUCO,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110,ZONAL,2014-04-12,-33.267656640999974,-70.73086425999998
1812,S/E ALTO HOSPICIO,CGE TRANSMISIÓN S.A.,110,ZONAL,2014-04-12,-20.254233300999942,-70.10433416999996
1788,S/E CENTRAL PARQUE EOLICO LA ESPERANZA,EÓLICA LA ESPERANZA S.A.,<66,ZONAL,2014-04-12,-37.60233400099997,-72.53679299999999
224,S/E CENTRAL MACHICURA,COLBÚN S.A.,220,DEDICADO,2014-04-12,-35.73163700099997,-71.39639199999993
2336,S/E CENTRAL PUNTA DEL VIENTO,HIDROELÉCTRICA PUNTA DEL VIENTO SPA,<66,S/I,2014-04-12,-34.75512653399994,-70.43897806399997
845,S/E EL TOTORAL,LITORAL TRANSMISIÓN S.A.,<66,ZONAL,2014-04-12,-33.42750200099994,-71.63697499999995
1692,S/E BOSQUEMAR,CHILQUINTA TRANSMISIÓN S.A.,110,ZONAL,2014-04-12,-32.934493000999964,-71.51625199999995
2303,S/E GUINDO,BESALCO TRANSMISIÓN SPA,<66,DEDICADO,2014-04-12,-36.87388992399997,-73.13406106499997
797,S/E RIO BLANCO,CHILQUINTA TRANSMISIÓN S.A.,<66,ZONAL,2014-04-12,-32.910973000999945,-70.30132099999997
964,S/E MINERA FRANKE,SOCIEDAD CONTRACTUAL MINERA FRANKE,110,DEDICADO,2014-04-12,-25.83733700099998,-69.88223999999997
510,S/E FRUTILLAR,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66,ZONAL,2014-04-12,-41.12871100099994,-73.05036099999995
1129,S/E SER VILLA ALEMANA,METRO REGIONAL DE VALPARAÍSO S.A.,<66,DEDICADO,2014-04-12,-33.04222500099996,-71.37115099999994
901,S/E SPPC,CODELCO CHILE - DIVISIÓN ANDINA,66,DEDICADO,2014-04-12,-32.92660819899993,-70.28587007799996
1926,S/E RANDE,ENEL GREEN POWER CHILE S.A.,220,DEDICADO,2014-04-12,-22.329432820999955,-69.52667568999993
375,S/E CHILLAN,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-36.62535800099994,-72.09279799999996
2089,S/E PUENTE NEGRO,ALFA TRANSMISORA DE ENERGÍA S.A.,220,NACIONAL,2014-04-12,-34.68918029099996,-70.89708287999997
2384,S/E HUERTOS FAMILIARES,ENEL GREEN POWER CHILE S.A.,<66,S/I,2014-04-12,-33.09668058099993,-70.79053794799995
943,S/E CONCEPCION (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,2014-04-12,-36.804479809999975,-73.03240421399994
436,S/E PANGUILEMO,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-35.36613400099998,-71.59386799999999
954,S/E R,FUNDICIÓN TALLERES LTDA.,66,S/I,2014-04-12,-34.17632700099995,-70.75069056999996
1994,S/E CENTRAL EL ROMERO,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,<66,NACIONAL,2014-04-12,-29.111265000999936,-70.91912899999994
2316,ISLA CHAULINEC,SAGESA,23,NO APLICA,2014-12-04,-42.63377600099994,-73.26515299999994
2017,S/E RECTIFICADORA ESCUADRON,EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,2014-04-12,-36.95736802499994,-73.15788639599998
422,S/E LIRQUEN,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-36.71465300099993,-72.97477999999995
888,S/E CELULOSA LAJA,CMPC PULP SPA.,220,DEDICADO,2014-04-12,-37.28879500099998,-72.70883999999995
2291,S/E HUALQUI,MATAQUITO TRANSMISORA DE ENERGÍA S.A,220,S/I,2014-04-12,-37.00702811699995,-72.90844163499997
2285,S/E MALGARIDA II,ACCIONA ENERGÍA CHILE HOLDINGS S.A.,<66,DEDICADO,2014-04-12,-26.270418121999967,-69.96014740399994
1831,S/E CENTRAL DIESEL TAMAYA,ENGIE ENERGÍA CHILE S.A.,110,DEDICADO,2014-04-12,-22.16419000099995,-70.08962899999995
2307,CENTRAL PUYUHUAPI,EDELAYSEN,23,NO APLICA,2014-12-04,-44.31350699999996,-72.55738799999995
1771,S/E NAHUELBUTA,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66,ZONAL,2014-04-12,-37.69648500099999,-72.58991499999996
715,S/E RENCA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110,ZONAL,2014-04-12,-33.417179000999965,-70.68936999999994
709,S/E PAJARITOS,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110,ZONAL,2014-04-12,-33.491308000999936,-70.74746099999999
1778,S/E CENTRAL FLORIDA 3 (SCM),ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO,<66,ZONAL,2014-04-12,-33.54804300099994,-70.54285299999998
590,S/E SAUZAL,TRANSELEC S.A.,110,DEDICADO,2014-04-12,-34.251969000999964,-70.63158399999998
2360,S/E CGE1 MOVIL,CGE TRANSMISIÓN S.A.,110,S/I,2014-04-12,-33.36778900099995,-71.59160399999996
430,S/E MARQUESA,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-29.975995000999944,-70.97370199999995
1879,S/E GUAYAQUES,MINERA CENTINELA,110,DEDICADO,2014-04-12,-22.70930778099995,-69.86882062999996
2226,S/E CALAMA NUEVA,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,220,NACIONAL,2014-04-12,-22.42875000099997,-68.92243899999994
2154,S/E CENTRAL PALMAR,HIDROPALMAR S.A.,<66,DEDICADO,2014-04-12,-40.78930100099996,-72.31684799999994
297,S/E CENTRAL ESCUADRON,ELÉCTRICA NUEVA ENERGÍA S.A.,66,ZONAL,2014-04-12,-36.93473800099997,-73.15524599999998
829,S/E SANTA ELISA,COOPERATIVA DE CONSUMO DE ENERGÍA ELÉCTRICA CHILLÁN LTDA.,<66,ZONAL,2014-04-12,-36.62576800099998,-72.17153899999994
654,S/E QUIRIHUE,CGE TRANSMISIÓN S.A.,<66,ZONAL,2014-04-12,-36.306108000999984,-72.54951299999993
1707,S/E CENTRAL SAUZALITO,ENEL GENERACIÓN CHILE S.A.,<66,DEDICADO,2014-04-12,-34.253045000999975,-70.63098599999995
2009,S/E CENTRAL VOLCAN,AES ANDES S.A.,<66,ZONAL,2014-04-12,-33.820623000999944,-70.21496999999994
2164,S/E CANUTILLAR,COLBÚN S.A.,220,DEDICADO,2014-04-12,-41.52822500099995,-72.34179699999999
1613,S/E NIRIVILO,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-35.55420368099993,-72.12407421999995
637,S/E HUALANE,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-34.97514400099993,-71.79837099999997
891,S/E PUENTE ALTO (CMPC),PAPELES CORDILLERA SPA,110,DEDICADO,2014-04-12,-33.607911000999934,-70.55764399999998
1848,S/E CHUQUICAMATA,CODELCO CHILE - DIVISIÓN CHUQUICAMATA,220,NACIONAL,2014-04-12,-22.304803000999986,-68.91859799999997
1920,S/E PUKARA,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-18.48663000099998,-70.29000099999996
2129,S/E TORRE 7,PACIFIC HYDRO CHILE S.A.,66,DEDICADO,2014-04-12,-34.212007634999964,-70.53389219499996
865,S/E SAG 1,ANGLO AMERICAN LOS BRONCES,66,DEDICADO,2014-04-12,-33.14801700099997,-70.29040999999995
318,S/E CENTRAL CALLE CALLE,SAGESA S.A.,<66,DEDICADO,2014-04-12,-39.79984800099993,-73.18862799999994
230,S/E CENTRAL QUILLECO,COLBÚN S.A.,220,DEDICADO,2014-04-12,-37.33527200099997,-71.95567799999998
695,S/E LAS ACACIAS,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110,ZONAL,2014-04-12,-33.56011700099998,-70.72580599999998
2238,S/E SECCIONADORA ALTO MELIPILLA,ELETRANS II S.A.,220,ZONAL,2014-04-12,-33.692345246999935,-71.23616777699993
1794,S/E NUEVA MAITENCILLO,INTERCHILE S.A.,500,NACIONAL,2014-04-12,-28.54294100099997,-70.92893799999996
660,S/E SAN JAVIER,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-35.58860900099995,-71.71190199999995
718,S/E SAN CRISTOBAL,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110,ZONAL,2014-04-12,-33.427303000999984,-70.63935199999997
1768,S/E NUEVA PELLETS,ENEL GREEN POWER CHILE S.A.,<66,S/I,2014-04-12,-28.479094000999964,-71.24567399999995
1821,S/E BOOSTER,MINERA ESCONDIDA LTDA.,66,DEDICADO,2014-04-12,-24.282393440999957,-68.99854169999998
389,S/E CHIVILCAN,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-38.72677600099996,-72.59820299999996
1737,TAP OFF COYANCO,CGE TRANSMISIÓN S.A.,154,DEDICADO,2014-04-12,-37.47902263799995,-72.55925582599997
2058,S/E ALTO MAIPO,ALTO MAIPO SPA,110,ZONAL,2014-04-12,-33.545532795999975,-70.28599168399995
396,S/E COMBARBALA,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-31.176178000999982,-71.00991399999998
253,S/E CENTRAL PALMUCHO,ENEL GENERACIÓN CHILE S.A.,66,DEDICADO,2014-04-12,-38.043188000999976,-71.47809899999999
2270,S/E LAS JUNTAS,HIDROELÉCTRICA LAS JUNTAS S.A.,220,DEDICADO,2014-04-12,-37.54042743699995,-71.59571411699994
201,S/E CENTRAL MAITENES,AES ANDES S.A.,110,DEDICADO,2014-04-12,-33.53127894099998,-70.26195810999997
2211,S/E NUEVA LAMPA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,220,NACIONAL,2014-04-12,-33.319733018999955,-70.75777165299996
577,S/E LAJA,TRANSELEC S.A.,66,ZONAL,2014-04-12,-37.28396015099997,-72.70498939999999
439,S/E PERALES,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-36.76878237099993,-73.08643592999994
2100,S/E CENTRAL DIESEL AGUAS BLANCAS,ATACAMA MINERALS CHILE S.C.M.,<66,DEDICADO,2014-04-12,-24.135476120999957,-69.86491172999996
1989,S/E ZALDIVAR,COMPAÑÍA MINERA ZALDÍVAR SPA,220,DEDICADO,2014-04-12,-24.165544000999944,-69.06563599999998
416,S/E TUMBES,"CGE TRANSMISIÓN S.A.

CGE TRANSMISIÓN S.A.

",66,ZONAL,2014-04-12,-36.69452900099998,-73.11791099999994
489,S/E MACHALI,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-34.19402000099996,-70.67609399999998
675,S/E ALTAMIRANO,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110,ZONAL,2014-04-12,-33.41132000099998,-70.68819199999996
615,S/E SAN LUIS,TRANSMISORA ELÉCTRICA DE QUILLOTA LTDA.,220,NACIONAL,2014-04-12,-32.937477000999934,-71.31529999999998
1944,TAP OFF 537,MINERA ESCONDIDA LTDA.,<66,DEDICADO,2014-04-12,-24.331475000999944,-69.04887299999996
1815,S/E ANDES SOLAR,AES ANDES S.A.,<66,ZONAL,2014-04-12,-24.01312600099993,-68.58450499999998
1868,S/E ENCUENTRO,TRANSELEC S.A.,220,NACIONAL,2014-04-12,-22.283031000999927,-69.56737299999998
2023,S/E CERRO PABELLON,GEOTÉRMICA DEL NORTE S.A.,220,DEDICADO,2014-04-12,-21.85823900099996,-68.15355599999998
280,S/E ACONCAGUA,ALFA TRANSMISORA DE ENERGÍA S.A.,110,DEDICADO,2014-04-12,-32.91710500099998,-70.32936999999998
2179,S/E BOMBEO 2 (SGO),CAITAN SPA,66,DEDICADO,2014-04-12,-23.079076000999976,-70.21825099999995
2316,S/E CENTRAL MC3,HIDROENERSUR S.A.,<66,DEDICADO,2014-04-12,-40.94793739399995,-72.35491443199999
794,S/E QUINTERO,CHILQUINTA TRANSMISIÓN S.A.,110,ZONAL,2014-04-12,-32.75181400099996,-71.48385899999994
1650,S/E JORQUERA,COMPAÑÍA SCM MINERA LUMINA COPPER CHILE,220,DEDICADO,2014-04-12,-28.043413000999976,-69.97641999999996
871,S/E IMPULSION,MANTOVERDE S.A.,<66,DEDICADO,2014-04-12,-27.22235300099993,-70.34280899999999
449,S/E CHACAHUIN,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-35.84149900099993,-71.62597099999994
855,S/E AGROSUPER,AGROCOMERCIAL A.S. LTDA.,220,DEDICADO,2014-04-12,-28.53835897099998,-70.92520597999999
1671,S/E CENTRAL SAN ANDRES (SAN ANDRES SPA),SAN ANDRÉS SPA,220,DEDICADO,2014-04-12,-27.252573000999973,-70.10801099999998
1983,TAP OFF VITOR N°2 MOVIL,ENGIE ENERGÍA CHILE S.A.,<66,ZONAL,2014-04-12,-18.94282000299995,-70.16283599199994
527,S/E CASTRO,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,110,ZONAL,2014-04-12,-42.483773000999975,-73.78662199999997
410,S/E PUCHOCO,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-37.02283270099997,-73.17689171999996
478,S/E ISLA DE MAIPO,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-33.710216000999935,-70.92745199999996
1954,S/E TAP OFF E.C. ALGORTA,ALGORTA NORTE S.A.,<66,DEDICADO,2014-04-12,-23.024720985999977,-70.34425306999998
1900,S/E MANTOS DE LA LUNA,MANTOS COPPER S.A.,110,DEDICADO,2014-04-12,-22.38802900099995,-70.17362399999996
2290,VILLA LA TAPERA,EDELAYSEN,23,NO APLICA,2014-12-04,-44.64434370499998,-71.67855722999997
402,S/E RENGO,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-34.414676000999975,-70.86360799999994
1752,S/E NUEVA NIVEL 11,CODELCO CHILE - DIVISIÓN ANDINA,66,S/I,2014-04-12,-33.14052517099998,-70.26060401399997
786,S/E LOS ANGELES,COMPAÑÍA MINERA CERRO NEGRO S.A.,<66,ZONAL,2014-04-12,-32.59948000099996,-70.94362099999995
779,S/E CHAGRES,CHILQUINTA TRANSMISIÓN S.A.,<66,ZONAL,2014-04-12,-32.80433000099998,-70.95380299999994
2050,S/E ACONCAGUA TG,HIDROELÉCTRICA EMBALSE ANCOA SPA,<66,DEDICADO,2014-04-12,-32.927733271999955,-71.49199853099998
1744,S/E CENTRAL LUZ DEL NORTE,PARQUE SOLAR FOTOVOLTAICO LUZ DEL NORTE SPA,220,DEDICADO,2014-04-12,-27.018118000999948,-69.89297599999998
209,S/E CENTRAL HORCONES,ARAUCO BIOENERGÍA S.A.,66,ZONAL,2014-04-12,-37.21166800099997,-73.21670899999998
926,S/E LOS LIRIOS (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,2014-04-12,-34.22859600099997,-70.78457599999996
919,S/E LO ESPEJO (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,110,ZONAL,2014-04-12,-33.50955500099997,-70.68468199999995
978,S/E MINERA TECK CDA 220 KV,COMPAÑÍA MINERA TECK CARMEN DE ANDACOLLO,220,DEDICADO,2014-04-12,-30.26053005099993,-71.09207678999996
2196,S/E TAP OFF LLANOS BLANCOS,PRIME ENERGÍA QUICKSTART SPA,220,DEDICADO,2014-04-12,-30.14863533299996,-71.21910965999996
2261,S/E CENTRAL LA HUELLA,AUSTRIAN SOLAR CHILE SEIS SPA,<66,DEDICADO,2014-04-12,-29.141500124999936,-70.89599998799997
2253,S/E LASANA,GPG SOLAR CHILE 2017 SPA,220,S/I,2014-04-12,-22.550452634999942,-68.76746278699994
2119,S/E SANTA LUISA,CGE TRANSMISIÓN S.A.,154,ZONAL,2014-04-12,-37.48141400099996,-72.46400099999994
689,S/E FLORIDA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110,ZONAL,2014-04-12,-33.547230000999946,-70.54486699999995
352,S/E GUAYACAN,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-29.96525700099994,-71.35470299999997
1801,S/E 403,MINERA ESCONDIDA LTDA.,66,DEDICADO,2014-04-12,-24.29802375099996,-69.03482614999996
472,S/E LONCOCHE,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-39.37130800099993,-72.60374699999994
561,S/E ANCOA,TRANSELEC S.A.,500,NACIONAL,2014-04-12,-35.68185977099995,-71.37721659999994
1906,S/E MUELLE,"MINERA ESCONDIDA LTDA.

",66,DEDICADO,2014-04-12,-22.72926800099998,-70.28234999999995
1856,S/E COLLAHUASI UNITARIA N°4,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,<66,DEDICADO,2014-04-12,-20.97756100099997,-68.59192599999994
531,S/E CHILOE,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,220,NACIONAL,2014-04-12,-42.144320670999946,-73.71423444999994
1638,S/E CENTRAL PROVIDENCIA,HIDROELÉCTRICA RÍO LIRCAY S.A.,66,DEDICADO,2014-04-12,-35.46975200099996,-71.27257899999995
649,S/E PANIAHUE,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-34.63167100099997,-71.34480999999994
2080,TAP OFF,CODELCO CHILE - DIVISIÓN EL TENIENTE,<66,DEDICADO,2014-04-12,-34.19569737099994,-70.56158430799996
2109,S/E CURANILAHUE NORTE,CGE TRANSMISIÓN S.A.,66,ZONAL,2014-04-12,-37.45065100099998,-73.36212999999998
1680,S/E CENTRAL LOS HIERROS,EMPRESA ELÉCTRICAS AGUAS DEL MELADO SPA,<66,S/I,2014-04-12,-35.857647000999975,-71.06447499999996
584,S/E POLPAICO (TRANSELEC),TRANSELEC S.A.,500,NACIONAL,2014-04-12,-33.197987000999944,-70.86088799999999
2148,S/E SANGRA,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66,ZONAL,2014-04-12,-41.39483070499995,-72.96137311599995
