name,longitude,latitude
Est SALAMANCA,-70.97046637340314,-31.77585102139659
Est PINTACURA,-71.24262421438608,-31.70143503979755
Est CUZ CUZ,-71.21660974544828,-31.65525346675679
Est ILLAPEL,-71.16439699974508,-31.63321982651438
Est AUCO,-71.0965662885371,-31.51585958889757
Est FARELLÓN SÁNCHEZ,-71.02383815640525,-31.45193238247795
Est MATANCILLA,-71.01100770430703,-31.43407612163813
Est ALCAPARROSA,-70.96688572182839,-31.35970395055817
Est DIRECTOR LAGARRIGUE,-71.04895215664256,-31.31875724762929
Est LLAHUÍN,-71.06764270100854,-31.29121778270248
Est PAMA,-71.0455207015293,-31.23499257288392
Est COMBARBALÁ,-71.01282932886221,-31.17406446391821
Est LA MOSTAZA,-71.02580167373979,-31.15147743814186
Est COGOTÍ,-71.0478283339844,-31.0260463789135
Est SAN MARCOS,-71.06971796856651,-30.9569340907683
Est SAN LORENZO,-71.00986388997596,-30.87884472410623
Est GUATULAME,-70.97860761290029,-30.8362386992398
Est NUEVA EL PALQUI,-70.94426042362326,-30.76788108441184
Est MONTE PATRIA,-70.9585236211392,-30.69264151799439
Est MAL PASO,-70.9881286901546,-30.70424938172967
Est PUNTILLA,-70.92611615264856,-30.70192996995426
Est LAS JUNTAS,-70.88051709421994,-30.71179585913017
Est LA PALOMA,-71.02969143865835,-30.70076508709449
Est SOTAQUÍ,-71.11889341041356,-30.62979744875527
Est OVALLE,-71.19674106712407,-30.59786986780697
Est TUQUÍ,-71.15522625388598,-30.53882375603424
Est RECOLETA,-71.14774295838673,-30.50145902706636
Est HIGUERITAS,-71.19117675868432,-30.4120912605028
Est PEJERREYES,-71.22896106326293,-30.37889349300039
Est LAS PERDICES,-71.24910496237538,-30.31926232484054
Est LAS CARDAS,-71.2553729406904,-30.28117803595903
Est TAMBILLOS,-71.23558879374458,-30.19911026062886
Est ANDACOLLO,-71.21934292818665,-30.13941453033278
Est CERRILLOS,-71.25902988831682,-30.05628036110433
Est COQUIMBO (Guayacán),-71.33463153692234,-29.97366585101614
Est COQUIMBO (Puerto),-71.33590490423687,-29.94944121219948
Est PEÑUELAS,-71.28724429378899,-29.94808752716089
Est LA SERENA,-71.25698987650901,-29.90264259838869
Est LA COMPAÑÍA,-71.24054337414985,-29.88820819398257
Est ISLÓN,-71.18377981592378,-29.89748745444496
Est ISLÓN,-71.18440047574842,-29.90214982261757
Est ALTOVALSOL,-71.12386430137977,-29.94656387280583
Est LAS ROJAS,-71.05961398969544,-29.97945173526265
Est PELÍCANA,-71.00667689516227,-29.9882592960711
Est MARQUESA,-70.97383598250285,-29.9654764345905
Est EL MOLLE,-70.95213539717041,-29.97770233578504
Est ALMENDRAL,-70.89467710784746,-29.98273053095468
Est GUALLIGUAICA,-70.81829119099574,-30.00464665031055
Est EL TAMBO,-70.77564113974772,-30.02001531126407
Est VICUÑA,-70.71886767744155,-30.02787910167746
Est DURAZNO,-70.6709576066845,-30.02573999256814
Est DIAGUITAS,-70.63514737520958,-30.02060654646747
Est RIVADAVIA,-70.56149676518828,-29.97726303450905
Est LAMBERT,-71.12073401934671,-29.84182661013749
Est AGUA GRANDE,-71.01838923840869,-29.73342984983702
Est ALMIRANTE LATORRE,-70.95651098829917,-29.63504725193715
Est GUALCUNA,-70.95611147574647,-29.59048240373841
Est PIRITA,-70.95838199659802,-29.48219887651867
Est TRES CRUCES,-70.93536847975516,-29.37654162865561
Est PUNTA COLORADA,-71.01805927429982,-29.35324743828582
Est INCAHUASI,-71.0114941081263,-29.22798908953213
Est CHAÑAR,-70.91704208520359,-29.17510876424039
Est CACHIYUYO,-70.8984675570991,-29.0366610033366
Est DOMEYKO,-70.89008910785915,-28.9552510400485
Est VISCACHITAS,-70.7614141282592,-28.84424135971243
Est AGUA AMARGA,-70.7663668067182,-28.80003683844223
Est ROMERO,-70.76677455587465,-28.66695584965995
Est DESVÍO AGRÍCOLA,-70.79565232423506,-28.58501644346016
Est LLANOS DE SOTO,-70.79508893541646,-28.5683839206903
Est LLANOS DE SOTO,-70.79535224695009,-28.56793445717782
Est MAITENCILLO,-70.92553174166235,-28.52740388264597
Est NICOLASA,-71.01460287826957,-28.51805278009253
Est FREIRINA,-71.08148479408436,-28.50681241169145
Est HUASCO,-71.21250537658203,-28.46623732506075
Est VALLENAR,-70.76759519576777,-28.57177438831381
Est CHACRITAS,-70.70720100349101,-28.4213791114566
Est ALGARROBAL,-70.64094540133632,-28.13178560934435
Est PUNTA DE DÍAZ,-70.60439455345237,-28.04375008859184
Est CASTILLA,-70.59308401709711,-27.86209577790117
Est BARROS LUCO,-70.55651045460996,-27.66031820332933
Est TRAVESÍA,-70.44261854537959,-27.54167470929615
Est TOLEDO,-70.41622360821573,-27.30998196803883
Est HACIENDA TOLEDO,-70.43252768200209,-27.30483271050941
Est PIEDRA COLGADA,-70.48931043440548,-27.30171324249548
Est VALLE FERTIL,-70.51172225453573,-27.31523820082078
Est MARGARITA,-70.53494817330882,-27.32156452674698
Est CASERÓN,-70.62375857447265,-27.34524673607323
Est MONTE AMARGO,-70.71754437772945,-27.3497412899253
Est CALDERA,-70.82304836920373,-27.06472328640989
Est COPIAPÓ,-70.34412069314953,-27.35913111204207
Est PAIPOTE,-70.2766814243747,-27.4154733988403
Est CHULO,-70.1665388065519,-27.31981463171586
Est JUAN GODOY,-70.13375041924654,-27.2260057174128
Est LLAMPOS,-70.01583949074752,-27.17117826705409
Est CARRERA PINTO,-69.9328692845612,-27.08565641853819
Est CHIMBEROS,-69.93969097684995,-26.89665534874664
Est HUMITOS,-69.8874205394358,-26.80886238822716
Est INCA DE ORO,-69.9038179628799,-26.75385803327986
Est SERRANO,-69.91357441837795,-26.69771451684342
Est CHAÑARCITO,-70.05057424122063,-26.5215130465057
Est EMPALME 2,-70.13493325460769,-26.41101412625804
Est SALADO,-70.32134059327765,-26.42194042632234
Est CHAÑARAL,-70.61387791018646,-26.3418388559631
Est PUERTO BARQUITO,-70.64355520699036,-26.35867144427899
Est DIEGO DE ALMAGRO (Ex Pueblo Hundido),-70.04194348646078,-26.39114777085499
Est PEDRO MONTT,-69.98409830103526,-26.20330649507571
Est JOSÉ JOAQUÍN PÉREZ,-69.91880447377932,-25.98839341397046
Est ALTAMIRA,-69.84602495483922,-25.7984871096812
Est SAN JUAN,-69.71339831787836,-25.59651367868174
Est CATALINA,-69.7142972387302,-25.23818089751689
Est TALTAL,-70.4827348256855,-25.40436281608701
Est BREAS,-70.40545505698759,-25.50210301896841
Est CANCHAS,-70.1970243159567,-25.4252235678632
Est AGUA VERDE,-69.964083626285,-25.40072988463132
Est OFICINA FLOR DE CHILE,-69.88104780763686,-25.35534896949775
Est PORTEZUELO,-70.1174782900206,-25.33747420513627
Est OVALO,-69.8101908667846,-25.27193935788719
Est REFRESCO,-69.84031830243299,-25.32758598481204
Est BALMACEDA,-69.72638677804302,-24.99321036402024
Est LOS VIENTOS,-69.77322299060377,-24.68142100283302
Est LACALLE,-69.82088147474758,-24.46832117813299
Est AGUA BUENA,-69.8863162242087,-24.28213829188956
Est AGUAS BLANCAS,-69.85083126415944,-24.17827568085738
Est ORIENTE,-69.82407285093079,-24.15461293707066
Est ANTOFAGASTA,-70.39075818328708,-23.63237131451977
Est FFCC Antofagasta a Bolivia,-70.39662885900952,-23.64449976947367
Est LA NEGRA,-70.32687192362604,-23.76960002337904
Est PORTEZUELO,-70.28512552332185,-23.70102882553938
Est O'HIGGINS,-70.25300035197638,-23.65513060748499
Est LLANOS,-69.81986045729933,-23.81469117993245
Est PALESTINA,-69.73484542502447,-23.87889508640352
Est CERRO NEGRO,-69.62731339508677,-23.91711116901903
Est AUGUSTA VICTORIA,-69.36431720758502,-24.10997616303885
Est ALCALDE POBLETE,-69.16883432710901,-24.12573984270557
Est VARILLAS (Mina Zaldivar),-69.08124350149575,-24.22749505800638
Est IMILAC,-68.89096827048664,-24.22988285993123
Est PAN DE AZUCAR,-68.67375674953598,-24.1153627353236
Est CASA DE PIEDRA,-68.58990817790782,-24.15547379918822
Est NEURARA,-68.47072704138587,-24.16844740959578
Est MONTURAQUI,-68.4362108795355,-24.34122471442535
Est SOCOMPA,-68.29052414175784,-24.45064368027479
Est DESIERTO,-69.773484500644,-23.69867131216223
Est BAQUEDANO,-69.84031452281923,-23.33375873657176
Est LA CHIMBA,-70.38635450352466,-23.55491256874913
Est CERRO MORENO,-70.42550003639323,-23.43947892035535
Est PAMPA,-70.39995310375036,-23.3322059343041
Est MEJILLONES,-70.46233808497847,-23.10098438812482
Est URIBE,-70.23596758556992,-23.55538170285487
Est PRAT,-70.17133885682928,-23.47279293796919
Est LATORRE,-70.06367685783684,-23.4503793510072
Est CUEVITAS,-69.9545221557566,-23.39858898241164
Est CARMEN ALTO,-69.6662630341493,-23.19259397387083
Est SALINAS,-69.61089112583203,-23.15745919398476
Est PAMPA UNIÓN,-69.49114173980992,-23.07470733691133
Est SIERRA GORDA,-69.32068499457442,-22.88977349019458
Est COCHRANE,-69.28767937530309,-22.86573987492821
Est CERRITOS BAYOS,-69.15015933562525,-22.63967578379449
Est CALAMA,-68.92266880552195,-22.46178866700234
Est CHUQUICAMATA,-68.83364188531354,-22.34329365196756
Estación ¿?,-68.76315718788051,-22.23891313184382
Est CONCHI,-68.6243057946602,-22.03090022992641
Est SAN PEDRO,-68.5436266965351,-21.94319525743724
Est POLAPI,-68.42855177564068,-21.7671039008119
Est ASCOTÁN,-68.27650770005782,-21.7259967622126
Est CEBOLLAR,-68.34060415281746,-21.53442529044616
Est CARCOTE,-68.35677105060006,-21.40669654577285
Est OLLAGÜE,-68.25360142468232,-21.22492567400265
Est. YUMA,-68.48307382423204,-21.014912221837
Est UJINA,-68.61979467396955,-20.97201900907811
Est LA RIOJA,-69.877444854886,-23.13173154751528
Est DESEADA,-69.85067436533376,-23.00837255537305
Est LOS DONES,-69.82774847209822,-22.88192301744215
Est LYNCH,-69.78227107060171,-22.78516694132943
Est PEDRO DE VALDIVIA,-69.62905536482458,-22.61243239028669
Est MIRAJE,-69.56814864586441,-22.50390490359485
Est CHACANCE,-69.56030848750792,-22.3966578853924
Est QUILLAGÜITA,-69.57448613410851,-22.14692011319239
Est TOCOPILLA,-70.20649547253241,-22.09542014601623
Est BARRILES,-70.08122327519997,-22.1218852272758
Sub Estacion 33,-70.03997354582023,-22.14059401492857
Est OJEDA,-69.86920780924393,-22.11169599557649
Est PUNTILLAS,-69.74138610112692,-22.02545313425642
Est OFICINA TOCO,-69.61176952484404,-22.07201254984643
Est TOCO,-69.59545775287592,-22.06948022429542
Est TIGRE,-70.00246813912155,-22.16152563757099
Est COLUPITO,-69.97212889662164,-22.21548731675135
Est CERRILLOS,-69.866025590615,-22.28134624081086
Est OFICINA MARÍA ELENA,-69.66651010403334,-22.32991806312834
Est MARÍA ELENA,-69.65985465064239,-22.34240856204284
Est OFICINA VERGARA,-69.64193188708896,-22.40090194476204
Est OFICINA PEDRO DE VALDIVIA,-69.67830824133169,-22.59644376476063
Est TERESA,-69.58678159266228,-21.97397491917627
Est SANTA FE,-69.56880453624339,-21.92413132557665
Est QUILLAGUA,-69.53438619707917,-21.66278184361396
Est HILARICOS,-69.52082159389147,-21.49102464679531
Est TAMBILLOS,-69.50140426538059,-21.42677019277659
Est SOLEDAD,-69.49783309424625,-21.35961018791283
Est RAMADITAS,-69.48071739182298,-21.04453770015225
Est CERRO GORDO,-69.53810058695487,-20.85651097668767
Est EMPALME,-69.59687363083995,-20.70124850725994
Est PINTADOS,-69.62958861810063,-20.62522880089647
Est MOSQUITOS,-69.72257769090915,-20.55502581574975
Est GALLINAZOS,-69.7964961887993,-20.49719373427972
Est SAN ANTONIO,-69.87937355805568,-20.41881167873862
Est LA NORIA,-69.85832061455709,-20.38418998707461
Est CENTRAL,-69.91980651682145,-20.36984717343503
Est MONTEVIDEO,-69.86563119409497,-20.31758395740489
Est POZO ALMONTE,-69.78760634906583,-20.26216490938058
Est OFICINA HUMBERSTONE,-69.79306591893535,-20.20888635743875
Est BAQUEDANO,-69.7550534535505,-20.13639620847162
Est HUARA,-69.77309489006063,-19.99540544503702
Est NEGREIROS,-69.84818179250843,-19.86000948867813
Est SANTA CATALINA,-69.91282415598518,-19.72442495485035
Est DOLORES,-69.94564677545998,-19.67694601129624
Est ZAPIGA,-69.9647496123866,-19.64110004550647
Est PISAGUA,-70.21067632515962,-19.59523531044492
Est HUEMUL,-70.0197136322466,-20.31589830013314
Est ALTO DEL MOLLE,-70.03955000713562,-20.32214198500198
Est LAS CARPAS,-70.03570235381831,-20.29869105743992
Est ALTO HOSPICIO,-70.0913040921601,-20.25262345008269
Est ARICA (FCALP),-70.32063547306933,-18.476338121703
Est. CHINCHORRO,-70.30178590582565,-18.46387824222324
Est. HACIENDA ROSARIO,-70.21506007477254,-18.41258521647173
Est. POCONCHILE,-70.06686796018981,-18.45059738655966
Est. SAN MARTIN,-70.02427193920929,-18.36041751358401
Est. CENTRAL,-69.9580977403395,-18.36006450118365
Est. PAMPA OSSA,-69.864019581536,-18.28972894411646
Est. PUQUIOS,-69.74554962967008,-18.17491721558363
Est. ALCERRECA,-69.660627,-17.992443
Est. HUMAPALCA,-69.704341,-17.83433
Est. VILLA INDUSTRIAL,-69.7083,-17.783926
Est TACORA,-69.72512936863679,-17.77100009165261
Est AGUAS CALIENTES,-69.8199009495784,-17.72284847129769
Est AZUFRERA VOLCÁN TACORA,-69.79764884731362,-17.6984644793693
Est. GRAL. LAGOS,-69.63511741036817,-17.65342851199678
Est. VISVIRI,-69.477781,-17.595313
Est. CHARAÑA,-69.44600979875366,-17.59462847555075
Est. GRAL PEREZ,-69.11944899951278,-17.51727383141585
Est ANCUD,-73.7938568385383,-41.87793664822316
Est PUPELDE,-73.76199554363193,-41.92373591857333
Est COQUIAO,-73.80436530965828,-41.9871244834855
Est PUNTRA,-73.81670606930177,-42.11980318945177
Est BUTALCURA,-73.78012322121273,-42.17657702393716
Est MOCOPULLI,-73.7116648452463,-42.35507812489218
Est PIRUQUINNA,-73.79028868826161,-42.39095324558698
Est PIDPID,-73.80068379366995,-42.405058506791
Est LLAU-LLAU,-73.76750509119593,-42.4622479555352
Est CASTRO,-73.75980456158601,-42.48122254269785
Est ARICA (FFCC a Tacna),-70.31754150946276,-18.47350687710244
Est CHACALLUTA,-70.3250109879947,-18.31854630640543
Est ALPATACAL,-67.24852188477502,-33.55483909469319
