NOMBRE,PROPIEDAD,TENSION,TIPO,FECHA_CREA,Latitude,Longitude
RIO TOLTEN - CUNCO 110KV,TRANSMISORA MELIPEUCO S.A.,110.0,DEDICADO,2019-04-26,-38.978001963308,-72.39085517390664
PADRE LAS CASAS - PITRUFQUEN 66KV L1,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-38.87747541173457,-72.6283671771097
ALAMEDA – CACHAPOAL 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-34.18056283779034,-70.73650111665984
RIO SALADO - POTRERILLOS 110 KV,CODELCO CHILE - DIVISIÓN EL SALVADOR,110.0,ZONAL,2023-04-10,-26.357199514046343,-69.68976641235051
MAULE – SANTA ISABEL 220KV,CGE TRANSMISIÓN S.A.,220.0,NACIONAL,2023-04-10,-35.49324027703605,-71.44452563220148
TAP GRANEROS - GRANEROS 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.060814499999964,-70.70928599999996
CERRO DOMINADOR - SIERRA GORDA 220KV,TRANSMISORA MEJILLONES S.A.,220.0,ZONAL,2023-04-10,-22.85257090108833,-69.42228330903583
SANGRA - MELIPULLI 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2019-04-25,-41.422356901044935,-72.95641495362108
LLOLLELHUE - NUEVA PICHIRROPULLI 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,NACIONAL,2023-04-10,-40.16143133412748,-72.8867703978418
CENTRAL LA CONFLUENCIA - CENTRAL EL PASO 220KV,HIDROELÉCTRICA EL PASO SPA,154.0,DEDICADO,2019-04-26,-34.91281868807799,-70.5019887856917
MINERO - INTERCONEXION MAITENES 110KV,CODELCO CHILE - DIVISIÓN EL TENIENTE,110.0,DEDICADO,2017-12-20,-34.18003160635708,-70.54801235388025
PUNTA COLORADA - PARQUE EOLICO SAN JUAN 220KV,SAN JUAN S.A.,220.0,DEDICADO,2019-04-26,-29.116386950507252,-71.207417596232
TAP OFF OESTE - MINSAL 110KV,AES ANDES S.A.,110.0,DEDICADO,2019-04-26,-23.575745696447896,-68.53235858286911
TORQUEMADA - MAUCO 110KV,ENAP REFINERIAS S.A. - ACONCAGUA,110.0,DEDICADO,2019-04-26,-32.93667364187252,-71.48453403875227
EL PENON - ANDACOLLO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-30.17077375388081,-71.14196672271854
TAP SDGX01 - SDGX01 23KV,ENGIE ENERGÍA CHILE S.A.,23.0,ZONAL,2023-04-10,-30.229422557671548,-71.09351245949007
KAPATUR - LABERINTO 220KV,COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.,220.0,NACIONAL,2017-12-20,-23.410596031846797,-69.97990425432836
COLO COLO - EJERCITO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2023-04-10,-36.81629776954148,-73.05460391485995
MAITENCILLO - CARDONES 110KV,TRANSELEC S.A.,110.0,DEDICADO,2019-04-26,-28.03664621194219,-70.61613640502868
CUMBRES - MALGARIDA 220KV,ALMEYDA SPA,220.0,NACIONAL,2023-04-10,-26.257831515020523,-69.97338981710782
PAPOSO - SECCIONADORA FRANCISCO 220KV,TRANSELEC S.A.,220.0,DEDICADO,2021-09-23,-25.242705803395506,-70.3399317653821
ANDES (AES ANDES) - NUEVA ZALDIVAR 220KV,AES ANDES S.A.,220.0,DEDICADO,2017-12-20,-24.152009996743264,-68.81647504739753
CALAMA NUEVA - CALAMA 110KV,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,110.0,DEDICADO,2023-04-10,-22.428998278021503,-68.92312226338704
METRO - OCHAGAVIA 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2023-04-10,-33.464234409877704,-70.65913903365137
FFCC LOS ANDES - JUNCAL 44KV,CHILQUINTA TRANSMISIÓN S.A.,44.0,ZONAL,2017-12-20,-32.876465880205544,-70.37166005218089
MESAMAVIDA - SANTA LUISA 154KV,ENERGIA EÓLICA MESAMAVIDA SPA,154.0,ZONAL,2023-04-10,-37.486463637092925,-72.462497905073
CORONEL - ARENAS BLANCAS 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-37.00843051979936,-73.16443434761358
SAN LUIS - QUILLOTA 220KV,TRANSMISORA ELÉCTRICA DE QUILLOTA S.A.,220.0,NACIONAL,2019-04-26,-32.95352449676796,-71.28883614252938
VALLE ESCONDIDO - CARDONES 220 KV,AR ESCONDIDO SPA,220.0,ZONAL,2023-04-10,-27.64884074650076,-70.32059100129588
TAP OFF LA NEGRA - INACESA 23KV,INACAL S.A.,23.0,DEDICADO,2017-12-20,-23.781564174828787,-70.3220289667312
A6_PAILLACO - PICHIRROPULLI,S/I,66.0,ZONAL,2019-04-26,-40.12090799850106,-72.87125700693892
CHARRUA - LOS GUINDOS 220KV,LOS GUINDOS GENERACIÓN SPA,220.0,NACIONAL,2019-04-26,-37.09809447969215,-72.3071030324129
PAINE - ISLA DE MAIPO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-33.75527108909485,-70.83399421516738
ISLA DE MAIPO - PAPELERA TALAGANTE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-33.70984421022112,-70.93156196290757
MESETA DE LOS ANDES - LOS MAQUIS 220kV,TERCERA REGIÓN SOLAR SPA,220.0,DEDICADO,2019-04-26,-32.907123472301855,-70.47467290124092
DOMEYKO - SVC DOMEYKO 220KV,MINERA ESCONDIDA LTDA.,220.0,DEDICADO,2019-04-26,-24.24303461661527,-69.10165305358666
LOS PEUMOS - VICTORIA 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2023-04-10,-38.24502648649997,-72.31746899149994
DUQUECO – SANTA BARBARA 66KV,PALMUCHO S.A.,66.0,DEDICADO,2019-04-26,-37.57918973011401,-72.17487543712726
DIGUA - TAP CATILLO 220KV,ELÉCTRICA DIGUA SPA,220.0,DEDICADO,2021-09-05,-36.25107853355905,-71.55407949824517
SAN JAVIER - VILLA ALEGRE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-35.63987932222556,-71.67924284611001
QUELENTARO - LAS ARAÑAS 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-33.977053461907886,-71.49952355637728
CENTINELA - EL TESORO 220KV,RED ELÉCTRICA DEL NORTE 2 S.A.,220.0,DEDICADO,2019-04-26,-22.92877350895784,-69.117563347532
TEMUCO - PADRE LAS CASAS 66KV L1,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-38.7465747786027,-72.57408284228318
PILLANLELBUN - TEMUCO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-38.67206051557613,-72.51364268848093
CONCEPCION - ALONSO DE RIBERA 154KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2017-12-20,-36.8045530427367,-73.03255460000778
CENTRAL COLMITO - TORQUEMADA 110KV,CENTRAL COLMITO S.A.,110.0,ZONAL,2019-04-26,-32.93241910945635,-71.47268336414018
EL LAUREL - NUEVA PICHIRROPULLI 220KV,TRANSELEC S.A.,220.0,NACIONAL,2017-12-20,-39.98944112904446,-73.0191713443252
LA MISION - REMEHUE 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2019-01-25,-40.53867877404022,-73.1437426268727
LIHUEIMO - MARCHIGUE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.468106281546966,-71.51419682209782
MEJILLONES - O'HIGGINS 220KV,MINERA ESCONDIDA LTDA.,220.0,DEDICADO,2019-04-26,-23.393352339827263,-70.31805390458385
LAGUNILLAS - HUALQUI 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-36.99556708578319,-73.02213898372604
SAUZAL - COYA 66KV,PACIFIC HYDRO CHILE S.A.,66.0,DEDICADO,2019-04-25,-34.248812451588705,-70.57678595835546
CARDONES - SECCIONADORA LLANO DE LLAMPOS 220KV,TECNOCAP S.A.,220.0,DEDICADO,2019-04-26,-27.3614611994367,-70.24237926242024
CRUCERO - EST. 340 (SALAR) 220KV,ENGIE ENERGÍA CHILE S.A.,220.0,DEDICADO,2019-04-26,-22.293952652390335,-69.20652134526163
KIMAL - CRUCERO 220KV,SOCIEDAD AUSTRAL DE TRANSMISIÓN TRONCAL S.A.,220.0,NACIONAL,2017-12-20,-22.28725562208709,-69.5307817512505
PAGUANA - PUQUIOS 220KV,TRANSELEC S.A.,220.0,DEDICADO,2019-04-26,-20.97843077314883,-68.89579061363544
IQUIQUE - POZO ALMONTE 66KV,ENGIE ENERGÍA CHILE S.A.,66.0,DEDICADO,2019-04-25,-20.239274976832863,-69.95176750378107
TAP OFF MARIA DOLORES - CELULOSA LAJA 220KV,CMPC PULP SPA.,220.0,NACIONAL,2019-04-26,-37.35253911456759,-72.57348853636712
HUALPEN - LAGUNILLAS 154KV,TRANSELEC S.A.,154.0,ZONAL,2019-04-26,-36.89411343003352,-73.13994106763951
TAP OFF PACHACAMA - LA CALERA 110KV,COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.,110.0,DEDICADO,2019-04-26,-32.8245514720571,-71.17358210023133
640 - 940 69KV,MINERA ESCONDIDA LTDA.,69.0,DEDICADO,2023-04-10,-24.285952537308965,-69.0405183788161
LA PORTADA - GUARDIAMARINA 110KV,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,110.0,ZONAL,2019-04-26,-23.560390821876453,-70.37360219521214
BOLERO - LABERINTO 220KV,HELIO ATACAMA TRES SPA,220.0,DEDICADO,2019-04-26,-23.45724581744341,-69.41101953171999
TAP OFF NUEVA VICTORIA - LLAMARA 66KV,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,66.0,DEDICADO,2019-04-25,-21.041111552983985,-69.62159817556781
CHARRUA - SANTA LIDIA 220KV,TRANSELEC S.A.,220.0,DEDICADO,2019-04-26,-37.09284749999995,-72.31819249999995
EL SALTO - CERRO NAVIA 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.383980497406,-70.65602495177998
CERRO NAVIA - SAN PABLO 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2021-09-10,-33.42330522236963,-70.74912421207446
CENTRAL CARENA - LO PRADO 44KV,ALFA TRANSMISORA DE ENERGÍA S.A.,44.0,DEDICADO,2017-12-20,-33.49187537210953,-70.92915944274836
ESTANCILLA - LOS ANDES (FFCC) 44kV,CHILQUINTA TRANSMISIÓN S.A.,44.0,S/I,2019-04-26,-32.792617606759244,-70.76895423280091
AIHUAPI - LOS NEGROS 66KV,EMPRESA ELÉCTRICA CAPULLO S.A.,66.0,ZONAL,2019-04-25,-40.63510654904604,-72.7515975650958
SAN JAVIER - CONSTITUCION 66KV,TRANSELEC S.A.,66.0,ZONAL,2019-04-25,-35.53339611420963,-72.07384758536054
TAP SAN BERNARDO - SAN BERNARDO 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.61153167044288,-70.71736010003896
CHACAYA - MEJILLONES 110KV,ENGIE ENERGÍA CHILE S.A.,110.0,DEDICADO,2019-04-26,-23.09376366213157,-70.4158347222608
MELIPULLI - PARGUA 220KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,220.0,NACIONAL,2019-04-29,-41.60350437895785,-73.22444409788842
SECCIONADORA ALTO MELIPILLA - SECCIONADORA LO AGUIRRE 220KV,ELETRANS II S.A.,220.0,NACIONAL,2023-04-10,-33.554712481832034,-71.07130463992026
ATACAMA - O'HIGGINS 220KV,KELTI S.A.,220.0,NACIONAL,2019-04-26,-23.393944619839218,-70.3168742575021
TAP OFF LAS PINATAS - LAS PINATAS 66KV,LITORAL TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-33.375431787063754,-71.61735112481017
LAS PALMAS - TOTORAL 2 220KV,NORVIND S.A.,220.0,DEDICADO,2019-04-26,-31.28821053976537,-71.59072240971025
TAP IMPULSION - IMPULSION 110KV,GUACOLDA ENERGÍA SPA,110.0,DEDICADO,2019-04-26,-27.21356146811218,-70.35230967602892
FRUTILLAR - LLANQUIHUE 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2023-04-10,-41.208125476827256,-73.03367522086418
SECCIONADORA RIO TOLTEN - LASTARRIA 220 KV,TRANSELEC S.A.,220.0,NACIONAL,2017-12-20,-39.15648081013549,-72.65718749840313
TAP MAIPU - MAIPU 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.51568349999994,-70.73296649999997
GUACOLDA - MAITENCILLO 220KV L2,GUACOLDA ENERGÍA SPA,220.0,DEDICADO,2017-12-20,-28.50779070605009,-71.1026210090685
ALONSO DE RIBERA - ANDALIEN 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-36.80490249999997,-73.03314949999995
PORTEZUELO - LA ESPERANZA 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2017-12-20,-34.349680307160575,-71.58688805230028
TAP OFF EL LOA - EL LOA 220KV,SOCIEDAD QUÍMICA Y MINERA DE CHILE S.A.,220.0,DEDICADO,2019-04-26,-22.31494580495378,-69.6418135153255
FRONTERA - SAN SIMON 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-21.491911374824245,-69.53022942027637
ARENAS BLANCAS - PUCHOCO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-37.0171376306225,-73.17669263122455
ALTO JAHUEL - BUIN (CGE) 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-33.72925260312978,-70.7136178243961
VALLENAR - EL EDEN 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-28.56295699999996,-70.77929049999997
CHACAYA - MOLYCOP 220KV,MOLY-COP CHILE S.A.,23.0,DEDICADO,2017-12-20,-23.089637567993936,-70.4057965862789
RIO AZUL - PALENA,EDELAYSEN,23.0,S/I,2019-04-26,-43.58783362854407,-71.98419301461833
ABANICO - CHARRUA 154KV,TRANSELEC S.A.,154.0,DEDICADO,2019-04-26,-37.23386912690096,-71.90999919137649
TAP TRES ESQUINAS - TRES ESQUINAS 66KV,COOPERATIVA DE CONSUMO DE ENERGÍA ELÉCTRICA CHILLÁN LTDA.,66.0,ZONAL,2019-04-25,-36.79892853073314,-72.17537340526292
MAULE - LIRCAY 66KV,HIDROELÉCTRICA RÍO LIRCAY S.A.,66.0,DEDICADO,2019-04-25,-35.53144253554251,-71.40219473996643
TAP OFF SAN FELIPE - SAN FELIPE 110KV,CHILQUINTA TRANSMISIÓN S.A.,110.0,ZONAL,2017-12-20,-32.775471376298455,-70.73206394598263
SAN LORENZO - DIEGO DE ALMAGRO 220KV,ENLASA GENERACIÓN CHILE S.A.,220.0,DEDICADO,2019-04-26,-26.39947259550729,-70.0383118531821
KAPATUR - O'HIGGINS 220KV,SISTEMA DE TRANSMISIÓN DEL NORTE S.A.,220.0,NACIONAL,2019-04-26,-23.41760470725508,-70.29765465454577
LLANO DE LLAMPOS - SECCIONADORA LLANO DE LLAMPOS 220KV,AMANECER SOLAR SPA,220.0,DEDICADO,2017-12-20,-27.162095437034036,-70.16848429661147
PUNTA DE CORTES - TUNICHE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.1653462217985,-70.7879292905388
CARDONES - COPIAPO 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-27.433697430523605,-70.36180434136712
SECCIONADORA FRANCISCO - DIEGO DE ALMAGRO 220KV,TRANSELEC S.A.,220.0,DEDICADO,2021-09-23,-26.015495070194085,-70.25052446503348
PEÑABLANCA - MIRAFLORES 110KV,CHILQUINTA TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-33.01329476172494,-71.41079802818572
LA POLVORA – LAGUNA VERDE 110KV,CHILQUINTA TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-33.09305673288025,-71.65150962984947
ACCESO NORTE – CARBONATO 110KV,SQM SALAR S.A.,110.0,DEDICADO,2019-04-26,-23.616870746721546,-70.25647129087201
TAP PARGUA - PUNTA BARRANCO 110KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,110.0,ZONAL,2019-04-26,-41.75762438059662,-73.44753826174502
CONDORES - PALAFITOS 110KV,EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.,110.0,ZONAL,2019-04-26,-20.229015945732574,-70.10799735605075
TAP ANDES (ENEL TRANSMISION) - ANDES (ENEL TRANSMISION) 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.43450578599996,-70.53548163599996
TAP CODELCO VENTANAS - CODELCO VENTANAS 1 110KV,CODELCO CHILE - DIVISIÓN VENTANAS,110.0,ZONAL,2019-04-26,-32.766139230603535,-71.47435138452666
CENTRAL NEHUENCO I - SAN LUIS 220KV,COLBÚN S.A.,220.0,DEDICADO,2019-04-26,-32.93822599629432,-71.31953863310827
TAP BUIN - BUIN 110KV,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,110.0,ZONAL,2019-04-26,-33.71039468749996,-70.69179735699996
NUEVA MAITENCILLO - NUEVA PAN DE AZUCAR 500KV,INTERCHILE S.A.,500.0,NACIONAL,2019-04-26,-29.33540375171558,-71.04986194181072
CARDONES - TRAVESIA 110KV,COMPAÑÍA CONTRACTUAL MINERA CANDELARIA,110.0,DEDICADO,2019-04-26,-27.42761047453584,-70.42357845874923
TAP CANAL MELADO - CANAL MELADO 220KV,TRANSELEC S.A.,220.0,DEDICADO,2019-04-26,-35.715742244392764,-71.22437717284016
SAN FERNANDO - PLACILLA 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.62200644210934,-71.0562172851823
TENO EMPALME - TENO 154KV,CGE TRANSMISIÓN S.A.,154.0,ZONAL,2019-04-26,-34.8601863056905,-71.15333577707558
MONREAL - TEHUELCHE,EDELAYSEN,23.0,S/I,2019-04-26,-45.819380772276176,-72.08743706874398
CASTRO - CHONCHI 110KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,110.0,ZONAL,2019-04-26,-42.55381973180999,-73.80847642735378
LOS ANGELES (CGE) - TAP DUQUECO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2017-12-20,-37.50042733918717,-72.35356115787427
ENCUENTRO - COLLAHUASI 220KV,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,220.0,DEDICADO,2017-12-20,-21.49761840005364,-69.22568190787203
LAGUNAS - COLLAHUASI 220KV,COMPAÑÍA DOÑA INÉS DE COLLAHUASI SCM,220.0,DEDICADO,2017-12-20,-20.84966741772434,-69.15138843825767
SECCIONADORA EL ROSAL - LOS VARONES 220 kV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-37.35609317417824,-72.34996342007017
EL MANCO - ANDALICAN 66 KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-37.06448970809077,-73.13486530213194
LAS CABRAS - EL MANZANO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2017-12-20,-34.26882743758365,-71.35677124406332
CANDELARIA - CENTRAL CANDELARIA 220KV,ALFA TRANSMISORA DE ENERGÍA S.A.,220.0,DEDICADO,2019-04-26,-34.034301907306784,-70.6126074684195
DIEGO DE ALMAGRO - MINERA FRANKE 110KV,SOCIEDAD CONTRACTUAL MINERA FRANKE,110.0,DEDICADO,2019-04-26,-26.103982834946425,-69.95395475816214
ANA MARIA - LAGUNAS 220KV,INTERCHILE S.A.,220.0,NACIONAL,2019-04-26,-21.38552462808786,-69.5888724141975
POZO ALMONTE - CERRO COLORADO 110KV,COMPAÑÍA MINERA CERRO COLORADO LTDA,110.0,DEDICADO,2019-04-26,-20.163222848243294,-69.51437695548469
SEAT EL SOL - SER EL SALTO 44KV,EFE VALPARAÍSO S.A.,44.0,DEDICADO,2019-04-26,-33.04698636128999,-71.47049882309231
MAITENCILLO - ALGARROBO 110KV,TRANSELEC S.A.,110.0,NACIONAL,2019-04-26,-28.669038271075973,-70.92546361731104
LOS CHANGOS - KAPATUR 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-23.14454968152114,-70.32748419671576
"CENTRAL SOLAR PAS2 - POZO ALMONTE 13,8KV",POZO ALMONTE SOLAR 2 S.A.,13.8,DEDICADO,2021-09-20,-20.266804721109203,-69.76630973833832
LLOLLELHUE - LOS LAGOS 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2017-12-20,-40.01740963199658,-72.83153027699827
LAS VEGAS - CENTRAL SANTIAGO SOLAR 110KV,COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.,110.0,ZONAL,2023-04-10,-32.97221322335667,-70.95196318213495
DIEGO DE ALMAGRO - RIO SALADO 110KV,CODELCO CHILE - DIVISIÓN EL SALVADOR,110.0,DEDICADO,2023-04-10,-26.36279524744478,-69.98347509997936
LABERINTO - NUEVA ZALDIVAR 220KV L2,ZALDÍVAR TRANSMISIÓN S.A.,220.0,NACIONAL,2021-09-15,-23.81812193826192,-69.26230488389439
SOL DEL DESIERTO - MARIA ELENA 220KV,PARQUE SOLAR FOTOVOLTAICO SOL DEL DESIERTO SPA,220.0,NACIONAL,2023-04-10,-22.211747340254774,-69.57153349931954
SANTA LUISA - TAP COYANCO 154KV,CGE TRANSMISIÓN S.A.,154.0,DEDICADO,2019-04-26,-37.47565676197925,-72.51233666529329
SAN CARLOS - SAN GREGORIO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-36.36072740485476,-71.8803931571014
LOMA COLORADA - ESCUADRON 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-36.92856162940338,-73.1505064324774
CENTRAL MAITENES - TAP CENTRAL MAITENES 110KV,AES ANDES S.A.,110.0,DEDICADO,2019-04-26,-33.53919779299702,-70.27694726372135
LOS CHANGOS – PARINAS 500 KV,TRANSMISORA ELÉCTRICA DEL NORTE S.A.,500.0,NACIONAL,2019-04-26,-23.99313368767628,-70.12538902877424
URIBE - URIBE SOLAR 110KV,FOTOVOLTAICA NORTE GRANDE 5 SPA,110.0,DEDICADO,2023-04-10,-23.590867340166984,-70.24789632524065
IBERELENA - KIMAL 220kV,SOLAR ELENA SPA,220.0,DEDICADO,2019-04-26,-22.243021018536208,-69.5201833951854
EL PEUMO - SANTA ROSA (CGE)66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-33.97911894041686,-71.36108765129184
SECCIONADORA LO AGUIRRE - CERRO NAVIA (TRANSELEC) 220KV,TRANSELEC S.A.,220.0,NACIONAL,2019-04-26,-33.43522659925184,-70.8185646324046
PUNTA PEUCO - PRINCIPAL PLANTA 44KV,CEMENTO POLPAICO S.A.,66.0,DEDICADO,2019-04-25,-33.13701207101988,-70.83311000564478
ILLAPEL - CHOAPA 110KV,CGE TRANSMISIÓN S.A.,110.0,ZONAL,2019-04-26,-31.77510044262829,-71.3186914739509
LAGUNILLAS - BOCAMINA 220KV,TRANSELEC S.A.,154.0,DEDICADO,2017-12-20,-37.00011090288624,-73.15556055974233
SAN VICENTE DE TAGUA TAGUA - LAS CABRAS 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-34.3663677305041,-71.19364997025406
LA CALERA - EL MELON 44KV,CHILQUINTA TRANSMISIÓN S.A.,44.0,ZONAL,2023-04-10,-32.74806528957106,-71.19720792528801
SGO - SPENCE 220KV,MINERA SPENCE S.A.,220.0,DEDICADO,2023-04-10,-22.794651288585,-69.29591172562431
CAPULLO - PULELFU 66KV,EMPRESA ELÉCTRICA CAPULLO S.A.,66.0,DEDICADO,2023-04-10,-40.81558032051919,-72.39408464323105
PARINAS – CENTRAL LALACKAMA 220KV,TRANSMISORA PARINAS S.A.,220.0,DEDICADO,2019-04-26,-25.021041854236312,-70.03426687994188
LABERINTO - KIMAL 220KV,KELTI S.A.,220.0,NACIONAL,2023-04-10,-22.838549900147605,-69.46046431560875
PARINACOTA - QUIANI 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-18.452362290270298,-70.28127753422444
CENTRAL LOS QUILOS - LOS MAQUIS 110KV,ALFA TRANSMISORA DE ENERGÍA S.A.,110.0,DEDICADO,2019-04-26,-32.866026499999975,-70.40888499999997
PAN DE AZUCAR - GUAYACAN 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2017-12-20,-29.976811824034257,-71.32106128617879
LUZ DEL NORTE - CARRERA PINTO 220KV,PARQUE SOLAR FOTOVOLTAICO LUZ DEL NORTE SPA,220.0,DEDICADO,2019-04-26,-27.00929806670299,-69.89781125346586
CONFLUENCIA - LOS MAITENES 220KV,ANGLO AMERICAN LOS BRONCES,220.0,DEDICADO,2019-04-26,-33.230880362127266,-70.34261175400017
GUACOLDA - MAITENCILLO 220KV L1,GUACOLDA ENERGÍA SPA,220.0,DEDICADO,2017-12-20,-28.50814533055341,-71.09458071001262
ANGAMOS - ESTACION DE BOMBEO SIERRA GORDA N°1 220KV,TRANSMISORA BAQUEDANO S.A.,220.0,DEDICADO,2017-12-20,-23.085922472296332,-70.36586287193822
FRUTILLAR NORTE - TINEO 220 KV,TRANSELEC S.A.,220.0,NACIONAL,2023-04-10,-41.19159000172278,-73.05100271776827
HORCONES - CURANILAHUE NORTE 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2021-09-05,-37.3345793542884,-73.2945654877351
SAN VICENTE - HUACHIPATO 154KV,COMPAÑÍA SIDERURGICA HUACHIPATO S.A.,154.0,DEDICADO,2019-04-26,-36.75155444281055,-73.12715279146504
SAN VICENTE - CEMENTOS BIO BIO 66KV,TRANSELEC S.A.,66.0,DEDICADO,2017-12-20,-36.74501213543618,-73.12205831785947
DOMEYKO - ESCONDIDA 220KV,MINERA ESCONDIDA LTDA.,220.0,DEDICADO,2019-04-26,-24.23987603632354,-69.0777510630962
OSORNO - REMEHUE 66KV,SISTEMA DE TRANSMISIÓN DEL SUR S.A.,66.0,ZONAL,2019-04-25,-40.55712800279926,-73.1109585727555
SANTA BARBARA – FAENAS PANGUE 66KV,PALMUCHO S.A.,66.0,DEDICADO,2019-04-26,-37.76221992624539,-71.8104322579581
PETROPOWER - HUALPEN 154KV,ENAP REFINERÍAS S.A.,154.0,DEDICADO,2023-04-10,-36.78692420250653,-73.119134099313
CHILLAN - SANTA ELVIRA 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-25,-36.60868178799757,-72.08745177040396
TALCA - PIDUCO 66KV,CGE TRANSMISIÓN S.A.,66.0,ZONAL,2017-12-20,-35.43746181236774,-71.65362308740158
TAP OFF SAN SEBASTIAN - SAN SEBASTIAN 66kV,CHILQUINTA TRANSMISIÓN S.A.,66.0,ZONAL,2019-04-26,-33.51178860276611,-71.58418301245364
C.R. LLANOS BLANCOS - S/E TAP OFF LLANOS BLANCOS 220KV,PRIME ENERGÍA QUICKSTART SPA,220.0,DEDICADO,2023-04-10,-30.150314571861013,-71.21766571894379
BOMBEO 2 (SGO) – BOMBEO 3 (SGO) 66KV,CAITAN SPA,66.0,DEDICADO,2021-09-20,-22.947355883508703,-70.17249077257743
