Mine,ForecastYear,Horizonte,Scenario,Pred,Origin_Prod,Mine_Size,Size_Label,Segment
pampa camarones,2027,2,base,3.7,3.6,0,Small,SM
pampa camarones,2027,2,bull,3.4,3.6,0,Small,SM
pampa camarones,2028,3,bear,3.4,3.6,0,Small,SM
pampa camarones,2028,3,base,3.4,3.6,0,Small,SM
pampa camarones,2028,3,bull,3.1,3.6,0,Small,SM
pampa camarones,2029,4,bear,3.3,3.6,0,Small,SM
pampa camarones,2029,4,base,3.3,3.6,0,Small,SM
pampa camarones,2029,4,bull,2.9,3.6,0,Small,SM
pampa camarones,2030,5,bear,3.0,3.6,0,Small,SM
pampa camarones,2030,5,base,3.0,3.6,0,Small,SM
pampa camarones,2030,5,bull,2.7,3.6,0,Small,SM
pampa camarones,2031,6,bear,3.3,3.6,0,Small,SM
pampa camarones,2031,6,base,3.3,3.6,0,Small,SM
pampa camarones,2031,6,bull,3.0,3.6,0,Small,SM
pampa camarones,2032,7,bear,2.7,3.6,0,Small,SM
pampa camarones,2032,7,base,2.7,3.6,0,Small,SM
pampa camarones,2032,7,bull,2.6,3.6,0,Small,SM
radomiro tomic,2026,1,bear,302.1,295.3,3,Colossal,LC
radomiro tomic,2026,1,base,302.1,295.3,3,Colossal,LC
radomiro tomic,2026,1,bull,302.1,295.3,3,Colossal,LC
radomiro tomic,2027,2,bear,311.0,295.3,3,Colossal,LC
radomiro tomic,2027,2,base,311.0,295.3,3,Colossal,LC
radomiro tomic,2027,2,bull,311.4,295.3,3,Colossal,LC
radomiro tomic,2028,3,bear,309.4,295.3,3,Colossal,LC
radomiro tomic,2028,3,base,309.4,295.3,3,Colossal,LC
radomiro tomic,2028,3,bull,310.0,295.3,3,Colossal,LC
radomiro tomic,2029,4,bear,314.3,295.3,3,Colossal,LC
radomiro tomic,2029,4,base,314.3,295.3,3,Colossal,LC
radomiro tomic,2029,4,bull,311.2,295.3,3,Colossal,LC
radomiro tomic,2030,5,bear,327.0,295.3,3,Colossal,LC
radomiro tomic,2030,5,base,327.0,295.3,3,Colossal,LC
radomiro tomic,2030,5,bull,320.0,295.3,3,Colossal,LC
radomiro tomic,2031,6,bear,316.9,295.3,3,Colossal,LC
radomiro tomic,2031,6,base,316.9,295.3,3,Colossal,LC
radomiro tomic,2031,6,bull,310.1,295.3,3,Colossal,LC
radomiro tomic,2032,7,bear,296.1,295.3,3,Colossal,LC
radomiro tomic,2032,7,base,296.1,295.3,3,Colossal,LC
radomiro tomic,2032,7,bull,295.0,295.3,3,Colossal,LC
salvador,2026,1,bear,58.9,47.0,0,Small,SM
salvador,2026,1,base,58.9,47.0,0,Small,SM
salvador,2026,1,bull,57.8,47.0,0,Small,SM
salvador,2027,2,bear,56.3,47.0,0,Small,SM
salvador,2027,2,base,56.3,47.0,0,Small,SM
salvador,2027,2,bull,54.3,47.0,0,Small,SM
salvador,2028,3,bear,57.0,47.0,0,Small,SM
salvador,2028,3,base,57.0,47.0,0,Small,SM
salvador,2028,3,bull,54.2,47.0,0,Small,SM
salvador,2029,4,bear,55.1,47.0,0,Small,SM
salvador,2029,4,base,55.1,47.0,0,Small,SM
salvador,2029,4,bull,51.9,47.0,0,Small,SM
salvador,2030,5,bear,51.8,47.0,0,Small,SM
salvador,2030,5,base,51.8,47.0,0,Small,SM
salvador,2030,5,bull,49.0,47.0,0,Small,SM
salvador,2031,6,bear,59.0,47.0,0,Small,SM
salvador,2031,6,base,59.0,47.0,0,Small,SM
salvador,2031,6,bull,56.7,47.0,0,Small,SM
salvador,2032,7,bear,58.2,47.0,0,Small,SM
salvador,2032,7,base,58.2,47.0,0,Small,SM
salvador,2032,7,bull,55.9,47.0,0,Small,SM
sierra gorda,2026,1,bear,156.6,165.3,2,Large,LC
sierra gorda,2026,1,base,156.6,165.3,2,Large,LC
sierra gorda,2026,1,bull,158.3,165.3,2,Large,LC
sierra gorda,2027,2,bear,154.3,165.3,2,Large,LC
sierra gorda,2027,2,base,154.3,165.3,2,Large,LC
sierra gorda,2027,2,bull,155.1,165.3,2,Large,LC
sierra gorda,2028,3,bear,150.0,165.3,2,Large,LC
sierra gorda,2028,3,base,150.0,165.3,2,Large,LC
sierra gorda,2028,3,bull,151.6,165.3,2,Large,LC
sierra gorda,2029,4,bear,166.1,165.3,2,Large,LC
sierra gorda,2029,4,base,166.1,165.3,2,Large,LC
sierra gorda,2029,4,bull,164.5,165.3,2,Large,LC
sierra gorda,2030,5,bear,170.1,165.3,2,Large,LC
sierra gorda,2030,5,base,170.1,165.3,2,Large,LC
sierra gorda,2030,5,bull,164.2,165.3,2,Large,LC
sierra gorda,2031,6,bear,161.2,165.3,2,Large,LC
sierra gorda,2031,6,base,161.2,165.3,2,Large,LC
sierra gorda,2031,6,bull,160.1,165.3,2,Large,LC
sierra gorda,2032,7,bear,153.0,165.3,2,Large,LC
sierra gorda,2032,7,base,153.0,165.3,2,Large,LC
sierra gorda,2032,7,bull,154.2,165.3,2,Large,LC
tres valles,2026,1,bear,1.7,1.8,0,Small,SM
tres valles,2026,1,base,1.7,1.8,0,Small,SM
tres valles,2026,1,bull,1.6,1.8,0,Small,SM
tres valles,2027,2,bear,1.5,1.8,0,Small,SM
tres valles,2027,2,base,1.5,1.8,0,Small,SM
tres valles,2027,2,bull,1.4,1.8,0,Small,SM
tres valles,2028,3,bear,1.5,1.8,0,Small,SM
tres valles,2028,3,base,1.5,1.8,0,Small,SM
tres valles,2028,3,bull,1.4,1.8,0,Small,SM
tres valles,2029,4,bear,1.6,1.8,0,Small,SM
tres valles,2029,4,base,1.6,1.8,0,Small,SM
tres valles,2029,4,bull,1.4,1.8,0,Small,SM
tres valles,2030,5,bear,1.5,1.8,0,Small,SM
tres valles,2030,5,base,1.5,1.8,0,Small,SM
tres valles,2030,5,bull,1.4,1.8,0,Small,SM
tres valles,2031,6,bear,1.4,1.8,0,Small,SM
tres valles,2031,6,base,1.4,1.8,0,Small,SM
tres valles,2031,6,bull,1.4,1.8,0,Small,SM
tres valles,2032,7,bear,1.4,1.8,0,Small,SM
tres valles,2032,7,base,1.4,1.8,0,Small,SM
tres valles,2032,7,bull,1.3,1.8,0,Small,SM
zaldivar,2026,1,bear,75.0,75.4,2,Large,LC
zaldivar,2026,1,base,75.0,75.4,2,Large,LC
zaldivar,2026,1,bull,72.0,75.4,2,Large,LC
zaldivar,2027,2,bear,75.5,75.4,2,Large,LC
zaldivar,2027,2,base,75.5,75.4,2,Large,LC
zaldivar,2027,2,bull,71.2,75.4,2,Large,LC
zaldivar,2028,3,bear,78.5,75.4,2,Large,LC
zaldivar,2028,3,base,78.5,75.4,2,Large,LC
zaldivar,2028,3,bull,73.6,75.4,2,Large,LC
zaldivar,2029,4,bear,84.9,75.4,2,Large,LC
zaldivar,2029,4,base,84.9,75.4,2,Large,LC
zaldivar,2029,4,bull,78.8,75.4,2,Large,LC
zaldivar,2030,5,bear,89.3,75.4,2,Large,LC
zaldivar,2030,5,base,89.3,75.4,2,Large,LC
zaldivar,2030,5,bull,84.4,75.4,2,Large,LC
zaldivar,2031,6,bear,86.8,75.4,2,Large,LC
zaldivar,2031,6,base,86.8,75.4,2,Large,LC
zaldivar,2031,6,bull,82.6,75.4,2,Large,LC
zaldivar,2032,7,bear,86.4,75.4,2,Large,LC
zaldivar,2032,7,base,86.4,75.4,2,Large,LC
zaldivar,2032,7,bull,83.7,75.4,2,Large,LC
