Exp,Origin,Horizonte,ForecastYear,Mine,Actual,Pred,Naive_Pred,SARIMAX_Pred,Company_Size,Mine_Size,Origin_Prod,Model_Error,Naive_Error,Beats_Naive,MAPE,Is_Pandemic_Target,Is_Recovery_Target,Alpha_Mine
Ens_LC_3070,2015,1,2016,cerro colorado,74.0,73.12722342980625,74.39999999999999,73.13824273030096,2.0,2,,0.87277657019375,0.3999999999999915,0,1.1794277816209084,,,
Ens_LC_3070,2015,1,2016,chuquicamata,302.0,310.7479614832773,308.6,311.0479880245966,2.0,3,,8.747961483277322,6.600000000000023,0,2.8966759782485307,,,
Ens_LC_3070,2015,1,2016,collahuasi,506.5,439.94763980212724,455.3,429.916135457409,2.0,3,,66.55236019787276,51.19999999999999,0,13.139656479067362,,,
Ens_LC_3070,2015,1,2016,el abra,99.9,147.65290392478943,147.2,147.4713156971275,2.0,3,,47.75290392478942,47.29999999999998,0,47.800704150933306,,,
Ens_LC_3070,2015,1,2016,el teniente,475.3,477.2575600314336,471.2000000000001,477.4984633519903,2.0,3,,1.9575600314336157,4.099999999999909,1,0.4118577797843547,,,
Ens_LC_3070,2015,1,2016,escondida,1002.0,1131.0077701512803,1152.5,1132.6775575090292,2.0,3,,129.00777015128028,150.5,1,12.875026948356288,,,
Ens_LC_3070,2015,1,2016,gabriela mistral,121.70000000000002,121.89211657596358,125.0,120.8418753345888,2.0,2,,0.19211657596356702,3.299999999999983,1,0.15786078421114147,,,
Ens_LC_3070,2015,1,2016,lomas bayas,80.1,70.68791952904547,70.6,70.73725220026813,2.0,2,,9.412080470954521,9.5,1,11.750412426280148,,,
Ens_LC_3070,2015,1,2016,los bronces,354.2,428.5115306660265,437.8,430.32983819437936,2.0,3,,74.3115306660265,83.60000000000002,1,20.980104589561112,,,
Ens_LC_3070,2015,1,2016,los pelambres,367.8,365.79727089469304,375.80000000000007,363.52539391853594,1.0,3,,2.002729105306969,8.000000000000057,1,0.5445157965910307,,,
Ens_LC_3070,2015,1,2016,radomiro tomic,318.3,337.1941112512286,315.7,349.47302936343823,2.0,3,,18.894111251228594,2.6000000000000227,0,5.935944452362284,,,
Ens_LC_3070,2015,1,2016,zaldivar,103.4,99.11262756124421,103.4,98.72101809141225,1.0,2,,4.287372438755796,0.0,0,4.146394968367355,,,
Ens_LC_3070,2015,2,2017,andina,220.00000000000003,224.47254721513193,224.29999999999995,222.99165875946298,2.0,3,,4.472547215131897,4.299999999999926,0,2.0329759976373345,,,
Ens_LC_3070,2015,2,2017,candelaria,150.30000000000004,146.50365508109954,150.2,146.6438506095611,1.0,2,,3.796344918900502,0.10000000000005116,0,2.525844905949469,,,
Ens_LC_3070,2015,2,2017,capstone copper (4),87.80000000000001,104.58067363430098,106.3,104.90582161741996,0.0,2,,16.780673634300967,18.499999999999986,1,19.112384331636814,,,
Ens_LC_3070,2015,2,2017,centinela_centinela_sulfuros_,163.8,145.79884132515033,145.20000000000002,145.20000000000002,1.0,2,,18.001158674849677,18.599999999999994,1,10.98971829362179,,,
Ens_LC_3070,2015,2,2017,centinela_centinela_óxidos_,64.5,56.922879895311475,75.9,47.14948621907114,1.0,2,,7.577120104688525,11.400000000000006,1,11.747472848393484,,,
Ens_LC_3070,2015,2,2017,cerro colorado,66.19999999999999,72.2685535294718,74.39999999999999,72.0933911751732,2.0,2,,6.068553529471814,8.200000000000003,1,9.166999150758041,,,
Ens_LC_3070,2015,2,2017,chuquicamata,330.9,313.3517559149651,308.6,309.1715932623759,2.0,3,,17.548244085034867,22.299999999999955,1,5.3031864708380185,,,
Ens_LC_3070,2015,2,2017,collahuasi,524.0,444.8624633352152,455.3,417.8049475389985,2.0,3,,79.13753666478482,68.69999999999999,0,15.102583304152478,,,
Ens_LC_3070,2015,2,2017,el abra,78.4,146.5113880233566,147.2,147.2102411501615,2.0,3,,68.1113880233566,68.79999999999998,1,86.87676932983278,,,
Ens_LC_3070,2015,2,2017,el teniente,464.3,481.7331244167069,471.2000000000001,475.3877253792875,2.0,3,,17.433124416706903,6.900000000000091,0,3.7547112597802688,,,
Ens_LC_3070,2015,2,2017,escondida,925.4,1134.351821574158,1152.5,1145.8774799196094,2.0,3,,208.9518215741581,227.10000000000002,1,22.579621930879824,,,
Ens_LC_3070,2015,2,2017,gabriela mistral,122.7,122.56166433141854,125.0,124.24520867576315,2.0,2,,0.13833566858146185,2.299999999999997,1,0.11274300526000962,,,
Ens_LC_3070,2015,2,2017,lomas bayas,78.0,71.02568086318412,70.6,70.8586629829471,2.0,2,,6.974319136815879,7.400000000000006,1,8.941434676155811,,,
Ens_LC_3070,2015,2,2017,los bronces,348.69999999999993,425.4553729341017,437.8,433.526745087713,2.0,3,,76.75537293410179,89.10000000000008,1,22.01186484484748,,,
Ens_LC_3070,2015,2,2017,los pelambres,356.30000000000007,364.288494754089,375.80000000000007,360.38986366093087,1.0,3,,7.988494754088947,19.5,1,2.2420698096178073,,,
Ens_LC_3070,2015,2,2017,radomiro tomic,318.9,338.66697530684166,315.7,345.1740591523982,2.0,3,,19.766975306841687,3.1999999999999886,0,6.198487063297842,,,
Ens_LC_3070,2015,2,2017,zaldivar,103.29999999999998,95.64751258780736,103.4,94.56226312815596,1.0,2,,7.652487412192627,0.10000000000002274,0,7.408022592557989,,,
Ens_LC_3070,2015,3,2018,andina,195.5,228.38382210149408,224.29999999999995,222.9546073378685,2.0,3,,32.883822101494076,28.799999999999955,0,16.82036927534035,,,
